datetime,WMB,USB,BK,CL,NEM,PYPL,JCI,ZTS,VST,EOG,ELV,CSX,APD,ADSK,AZO,HLT,WDAY,NSC,KMI,TEL,CARR,PWR,DLR,REGN,ROP
2004-08-23,9.346488,28.86,31.214055,26.67,43.77,,22.470785,,,14.1025,40.995005,1.72387,48.647425,21.22,76.08,,,27.17,,,,6.62,,8.54,27.800005
2004-08-24,9.251277,28.78999,31.256462,26.68,42.85001,,22.456429,,,14.05,40.695,1.73387,48.554974,21.19,75.45,,,27.47,,,,6.69,,8.64,27.56
2004-08-25,9.314751,28.8,31.553223,26.925005,44.03999,,22.858591,,,14.02,40.449995,1.731648,48.554974,22.01,75.28999,,,27.99001,,,,6.68,,8.98,27.875
2004-08-26,9.394093,29.10001,31.563822,26.975,43.87,,22.951957,,,14.25,40.125,1.747203,48.813835,21.89,75.94,,,28.00999,,,,6.49,,8.98,27.589995
2004-08-27,9.346488,29.32001,31.415436,26.975,43.96001,,22.865772,,,14.3625,40.71,1.766647,48.360828,22.06,75.36,,,27.92,,,,6.34,,9.18,27.949995
2004-08-30,9.290948,29.13,31.309435,26.86,43.71001,,22.549781,,,14.247503,40.51,1.745536,48.120457,21.800005,74.73,,,28.06,,,,6.25,,8.86,27.71
2004-08-31,9.433764,29.5,31.58502,27.0,44.39,,22.492343,,,14.4425,40.620005,1.754425,48.425543,22.205,74.06,,,28.39999,,,,6.42,,8.91,27.574995
2004-09-01,9.394093,29.42999,31.47903,27.195,44.78999,,22.585695,,,14.715,40.425005,1.752758,49.710605,22.0,73.75999,,,28.45,,,,6.55,,8.87,27.699995
2004-09-02,9.489303,29.5,31.797,27.410005,44.49001,,22.837046,,,14.73,40.949995,1.783869,50.616619,22.46,75.39999,,,29.28,,,,6.72,,9.27,27.725
2004-09-03,9.481369,29.53999,31.669812,27.425005,43.66,,22.664691,,,14.6825,41.199995,1.788314,50.76454,22.105005,75.69,,,29.27,,,,6.68,,8.96,27.379995
2004-09-07,9.42583,30.0,32.072563,27.5,43.42,,22.36307,,,14.745,42.025,1.801646,50.847745,22.285005,75.50999,,,28.99001,,,,6.87,,9.12,27.800005
2004-09-08,9.457566,29.75999,31.903001,27.25,43.05,,22.169171,,,14.724998,42.095,1.849424,49.79381,22.51,76.60001,,,29.2,,,,6.66,,8.73,27.550005
2004-09-09,9.67179,29.33,31.712208,27.11,43.10001,,22.06863,,,14.925,42.199995,1.817758,49.645889,22.955,74.94,,,28.81,,,,7.02,,8.99,27.839995
2004-09-10,9.711461,29.41,31.775802,27.199995,43.3,,21.903456,,,14.91,42.254995,1.847202,49.340803,23.5,75.48,,,29.14999,,,,7.06,,9.22,28.050005
2004-09-13,9.767,29.53999,31.786412,27.235,43.39999,,22.039904,,,15.287498,42.585,1.832758,48.573455,23.445,76.39999,,,28.91,,,,7.14,,9.3,28.185
2004-09-14,9.790803,29.47,31.595619,27.175005,44.14,,22.370244,,,15.79,43.03,1.82998,48.795345,23.629995,77.03,,,28.67999,,,,7.04,,9.2,28.550005
2004-09-15,9.552777,29.00999,31.320045,27.185,43.28999,,22.003997,,,15.669998,43.83,1.856091,48.564219,23.625,75.92999,,,28.61,,,,7.02,,9.12,28.5
2004-09-16,9.560711,29.35001,31.47903,27.15,42.78,,22.054274,,,15.7725,43.699995,1.861646,49.599655,24.095,76.14999,,,29.0,,,,7.2,,9.18,28.57
2004-09-17,9.52104,29.24001,31.786412,27.165,41.55,,22.047086,,,15.895,43.055,1.87109,49.673624,24.335,76.05,,,29.44,,,,7.19,,9.0,29.11
2004-09-20,9.473435,29.02,31.58502,24.115,41.72,,22.391789,,,15.8675,42.85,1.861646,49.941731,24.275,75.50999,,,29.10001,,,,7.24,,9.25,29.32
2004-09-21,9.473435,29.23,31.744005,23.035005,42.89,,22.334351,,,16.3525,42.980005,1.894424,49.950976,24.214995,75.60001,,,29.52,,,,7.05,,9.32,29.0
2004-09-22,9.473435,28.85001,31.934787,22.925005,42.22,,21.788553,,,16.185003,43.050005,1.862757,49.368529,23.69,74.75999,,,29.17,,,,6.44,,8.66,28.58
2004-09-23,9.647987,28.60001,31.701609,22.9,42.35001,,21.637742,,,15.927503,42.754995,1.874424,48.166691,23.625,74.73,,,29.16,,,,6.23,,8.67,28.425005
2004-09-24,9.695592,28.59,31.818198,22.574995,42.34,,21.695201,,,16.212503,43.405,1.894424,48.638179,23.875,75.73,,,29.39,,,,6.06,,8.65,28.275
2004-09-27,9.568645,28.45,31.002075,22.615,42.60001,,21.300214,,,16.127498,42.949995,1.874979,48.971001,24.06,75.64,,,28.69,,,,5.97,,8.2,27.75
2004-09-28,9.608316,28.49001,30.991487,22.675005,44.28999,,21.472562,,,16.465,43.71,1.863868,50.274552,23.99,75.89999,,,29.10001,,,,6.31,,8.73,28.635
2004-09-29,9.489303,28.45,31.26705,22.75,44.28,,21.82446,,,16.2425,43.31,1.862202,50.551894,24.69,75.81,,,29.45,,,,6.02,,8.9,28.699995
2004-09-30,9.600382,28.89999,30.917283,22.589995,45.53,,22.01836,,,16.462503,43.625,1.844424,50.274552,24.315,77.25,,,29.74001,,,,6.05,,8.68,28.730005
2004-10-01,9.901882,29.27,31.426024,22.56,45.03999,,22.600058,,,16.8,43.365,1.877757,50.422464,24.949995,77.05,,,30.27,,,,6.0,,8.78,29.29
2004-10-04,9.838408,28.89999,31.58502,22.449995,44.64,,22.650321,,,16.88,42.99,1.897201,50.440963,25.25,77.03999,,,30.49001,,,,6.3,,9.0,29.4
2004-10-05,10.076434,29.08,31.871204,22.25,45.78999,,22.377433,,,17.3125,42.695,1.896646,50.570394,25.1,77.25,,,30.05,,,,6.37,,8.5,29.199995
2004-10-06,10.274789,29.37,32.708514,22.275,46.10001,,22.442066,,,17.5675,42.660005,1.967756,51.097361,25.495005,77.25,,,30.84,,,,6.56,,8.48,29.25
2004-10-07,10.179579,29.23,32.570727,22.205,45.60001,,22.13327,,,17.405,42.955,1.943868,50.311533,25.449995,76.8,,,30.39,,,,6.54,,8.23,31.199995
2004-10-08,10.195447,29.42,32.464737,22.074995,46.25,,22.003997,,,17.425,42.550005,1.961645,50.024936,24.019995,77.10001,,,30.7,,,,6.35,,7.89,30.695
2004-10-11,10.100237,29.47,32.623722,21.995005,45.84,,22.01836,,,17.3125,42.379995,1.946645,50.209837,24.345,77.0,,,30.64,,,,6.34,,8.03,30.525
2004-10-12,10.052631,29.17,32.64492,21.675005,44.5,,22.111712,,,17.044998,42.6,1.934979,49.368529,24.25,77.41,,,30.92999,,,,6.29,,8.0,30.57
2004-10-13,9.798737,29.09,32.422341,21.725,43.97,,21.774197,,,16.37,41.949995,1.902202,48.878551,23.595,76.64,,,30.72,,,,6.27,,7.66,30.22
2004-10-14,10.01296,28.74001,32.051387,21.725,44.13,,21.759827,,,16.7,41.06,1.911646,48.961765,24.355005,76.35001,,,30.95,,,,6.17,,7.41,30.004995
2004-10-15,9.981224,29.37,32.803905,21.964995,44.78,,21.917819,,,16.6475,40.769995,1.929979,49.747585,24.85,78.27,,,31.27,,,,6.68,,7.42,30.125
2004-10-18,9.941553,29.44,32.962901,21.96,44.75,,21.688013,,,16.474998,40.5,1.952756,49.62739,24.74,79.5,,,31.77,,,,6.65,,7.72,30.15
2004-10-19,9.997092,28.45,32.591925,21.53,44.78999,,21.573102,,,16.5,36.85,1.904423,48.564219,24.74,78.91,,,31.00999,,,,6.45,,7.3,30.379995
2004-10-20,10.227184,28.07001,33.196079,22.675005,46.2,,21.386391,,,17.0675,38.115,1.922757,48.554974,24.93,80.59,,,31.08,,,,6.39,,6.95,30.695
2004-10-21,10.235118,28.0,33.492851,22.925005,46.41,,21.716746,,,17.2175,36.855005,1.960533,48.832335,25.28,80.61,,,32.58,,,,6.6,,6.92,30.705
2004-10-22,10.171644,27.86,32.899285,22.85,46.12,,21.494106,,,17.189998,37.29,1.909979,48.934012,24.9,80.0,,,32.59,,,,6.4,,6.86,30.275
2004-10-25,10.116105,27.75,32.8569,22.475,47.66,,21.637742,,,17.22,36.5,1.937201,48.813835,24.93,80.10001,,,32.92,,,,6.53,,6.85,30.225
2004-10-26,10.179579,28.28999,33.810799,22.69,47.78999,,21.982453,,,17.43,38.42,1.989423,49.747585,25.225,81.50999,,,33.10001,,,,6.46,,7.08,30.4
2004-10-27,9.997092,28.11,34.340749,22.71,46.8,,22.44924,,,16.9675,40.56,1.994978,49.73834,25.75,82.09,,,33.44,,,,6.6,,7.17,30.885
2004-10-28,9.91775,28.39,34.287776,22.475,46.53999,,22.298437,,,16.2575,40.199995,2.001089,49.100432,26.004995,81.69,,,33.25999,,,,6.63,,7.21,30.5
2004-10-29,9.925684,28.61,34.404365,22.31,47.52,,22.370244,,,16.64,40.199995,2.027755,49.165138,26.375,81.81,,,33.95,,,,6.72,12.0,7.27,30.83
2004-11-01,9.933618,28.69,34.351359,22.35,46.82001,,22.765232,,,16.415,39.32,2.009977,48.813835,26.845,81.86,,,34.14999,,,,6.94,12.0,7.54,30.485
2004-11-02,9.854276,28.61,34.626933,22.51,45.81,,23.497741,,,16.105,39.254995,2.006089,48.360828,27.089995,81.8,,,33.99001,,,,6.85,12.0,7.52,30.315
2004-11-03,10.139908,29.00999,34.987288,22.74,47.0,,23.512111,,,16.45,40.78,2.013312,49.091196,27.665,83.42,,,34.19,,,,6.66,12.15,7.88,30.53
2004-11-04,10.401736,29.72,35.623239,23.26,47.94,,23.856814,,,16.775003,42.6,2.058311,49.414763,28.82,84.72,,,35.05,,,,6.83,12.06,7.92,30.6
2004-11-05,10.520749,29.77,35.951808,23.455,49.05,,23.95018,,,16.8975,43.230005,2.048311,49.442498,28.824995,85.83,,,34.83,,,,7.2,12.08,8.02,30.815
2004-11-08,10.608025,29.64999,35.750427,23.19,48.98,,23.863995,,,16.305,43.25,2.063311,49.100432,28.72,85.34,,,35.24001,,,,7.46,12.01,8.06,31.47
2004-11-09,10.766709,29.71001,34.701137,23.335,49.02,,24.208713,,,16.3125,45.615,2.068311,50.228327,28.49,84.28,,,35.49001,,,,7.38,12.01,8.34,31.21
2004-11-10,11.433182,29.89999,34.870699,23.225,48.35001,,24.079439,,,16.54,46.445,2.049422,50.847745,28.379995,84.67999,,,34.71001,,,,7.34,12.01,8.51,31.14
2004-11-11,11.647406,30.13,35.252263,23.69,48.59,,24.481601,,,16.3825,47.155,2.092755,51.051136,29.515,84.72,,,34.98,,,,7.44,12.02,8.71,31.225
2004-11-12,11.631537,30.48,35.390061,23.81,49.64999,,24.754497,,,17.0925,47.379995,2.10831,51.254527,30.275,85.13,,,34.91,,,,7.58,12.29,8.72,31.265
2004-11-15,11.369709,30.34,35.167471,23.949995,48.88,,24.395423,,,16.875,48.24,2.081089,51.143596,30.17,86.46001,,,34.60001,,,,7.79,12.39,8.93,31.655
2004-11-16,11.322103,30.06,34.711725,24.07,49.2,,24.100984,,,16.752498,47.51,2.077754,51.051136,30.025,85.72,,,33.86,,,,7.85,12.5,8.58,31.375
2004-11-17,11.330038,30.03,34.838913,24.370005,49.55,,24.539053,,,17.0,48.324995,2.08331,51.75376,30.160005,87.21001,,,33.8,,,,7.72,12.51,8.64,31.305
2004-11-18,11.869563,29.72,35.029695,23.46,48.63,,24.524683,,,17.322498,48.800005,2.09331,52.216012,30.324995,87.10001,,,33.46001,,,,7.65,12.72,8.59,31.455
2004-11-19,12.210734,29.60001,34.319562,23.11,49.17,,24.208713,,,17.835,48.410005,2.086088,51.689044,31.85,86.3,,,33.14999,,,,7.67,12.71,8.33,30.525
2004-11-22,12.456694,29.75999,34.414953,23.015,49.39,,24.409794,,,18.38,48.855005,2.096088,51.550359,32.105005,86.60001,,,33.94,,,,7.65,12.63,8.75,30.855005
2004-11-23,12.496365,29.99001,34.605724,23.0,48.35001,,24.26615,,,18.5125,48.910005,2.097754,51.84621,32.379995,86.53999,,,34.03999,,,,7.52,12.8,8.84,30.33
2004-11-24,13.043825,29.89999,34.881309,22.894995,47.87,,24.302064,,,18.8675,48.97,2.116644,52.659783,32.345,86.45,,,34.21001,,,,7.64,12.79,8.6,31.01
2004-11-26,13.265982,29.94,34.902496,22.949995,48.99001,,24.316427,,,18.9575,49.525,2.110533,52.502599,32.5,86.89999,,,34.35001,,,,7.72,12.65,8.55,30.955
2004-11-29,13.56749,29.81,34.966112,23.0,49.21001,,24.029176,,,18.825,49.800005,2.122199,52.567323,32.875,85.75,,,34.16,,,,7.73,12.68,9.03,30.845
2004-11-30,13.226311,29.63,34.881309,22.995005,47.35001,,24.395423,,,18.767503,50.665,2.11831,52.92788,32.705,85.60001,,,34.33,,,,7.71,12.76,9.22,30.775
2004-12-01,12.964483,30.14999,35.18868,23.36,47.17,,24.668326,,,18.275003,54.550005,2.155532,53.630494,33.195,87.05,,,35.5,,,,8.06,13.15,9.03,31.129995
2004-12-02,12.417023,30.14,34.923705,23.68,45.87,,24.6755,,,17.62,53.135,2.119977,53.408622,33.055,87.97,,,35.38,,,,7.99,12.95,9.22,31.300005
2004-12-03,12.639181,29.67,35.082701,23.449995,46.38,,24.761678,,,18.04,53.235,2.132199,53.769179,33.405,86.14,,,35.86,,,,8.2,13.15,9.02,31.44
2004-12-06,12.488431,29.66,35.019085,23.144995,45.95,,24.596504,,,17.915,53.4,2.115532,53.667484,33.589995,85.03,,,35.47,,,,8.14,13.12,8.91,31.14
2004-12-07,12.242471,29.39,34.9767,25.035005,45.31,,24.144072,,,17.455003,51.449995,2.096088,52.456392,33.089995,84.67,,,35.00999,,,,7.86,13.0,8.62,30.205
2004-12-08,12.059984,29.49001,35.167471,24.775,44.75999,,24.47442,,,17.655,52.935,2.144421,52.724489,32.625,84.87,,,35.21001,,,,7.8,12.86,8.78,30.055
2004-12-09,12.258339,29.39999,34.944903,25.125,44.95,,24.704219,,,17.8275,54.125,2.107755,53.593523,32.625,88.10001,,,35.02,,,,7.67,12.85,8.79,30.375
2004-12-10,12.29801,29.39999,34.944903,25.230005,44.58,,24.639593,,,17.425,56.550005,2.116644,53.075801,33.155,88.74001,,,35.10001,,,,7.5,12.97,8.84,30.15
2004-12-13,12.623312,29.5,35.019085,25.01,45.55,,24.718589,,,17.89,58.5,2.133309,53.473338,34.47,87.28,,,35.46001,,,,7.6,12.91,9.06,30.120005
2004-12-14,12.607444,29.7,34.955502,25.24,45.67,,25.092025,,,18.0125,58.5,2.154976,53.417868,34.47,88.5,,,35.92,,,,7.7,12.9,9.27,30.4
2004-12-15,13.01208,29.92999,35.231087,25.11,45.75,,24.754497,,,18.314998,58.375,2.170532,53.454857,34.805,88.37,,,35.66,,,,7.74,13.05,9.47,30.199995
2004-12-16,12.813725,30.28,34.9767,24.949995,44.82001,,24.833493,,,17.962503,57.955,2.167198,52.70599,34.725,88.67999,,,35.11,,,,7.95,13.05,9.27,29.964995
2004-12-17,12.893075,29.89999,35.156883,24.96,44.64999,,25.027399,,,18.2975,57.64,2.178865,52.881655,36.025,89.25,,,34.85001,,,,7.9,13.4,8.95,30.0
2004-12-20,12.988285,29.87,34.923705,25.155,44.91,,25.034573,,,18.3625,57.300005,2.168309,53.695219,36.004995,88.81,,,35.14999,,,,7.66,13.34,9.14,29.949995
2004-12-21,13.051759,30.88,35.29467,25.225,45.45,,25.566009,,,18.47,58.4,2.212198,54.17597,38.21001,89.60001,,,36.21001,,,,7.8,13.45,9.19,30.449995
2004-12-22,12.821667,31.52,35.71863,25.25,44.73,,25.774264,,,18.0,57.254995,2.21942,54.425577,38.14,91.09,,,36.00999,,,,8.0,13.7,9.24,30.300005
2004-12-23,12.78993,31.47,35.782213,25.365,44.97,,25.860434,,,18.099998,57.1,2.21442,54.259167,37.52,90.13,,,36.03999,,,,7.95,13.94,9.32,30.15
2004-12-27,12.766128,31.27,35.347676,25.14,45.03999,,25.860434,,,17.599998,56.42,2.202753,53.769179,37.47,89.28,,,35.75,,,,7.95,13.6,9.06,29.92
2004-12-28,12.686786,31.53,35.591442,25.165,44.69,,26.025622,,,17.825,57.4,2.219976,54.305401,38.57001,89.82001,,,36.38,,,,8.15,13.53,9.27,30.15
2004-12-29,12.77407,31.16,35.411259,25.160005,44.42999,,26.04716,,,17.8175,57.089995,2.21442,54.222177,38.3,90.39999,,,36.5,,,,8.15,13.28,9.29,30.195
2004-12-30,12.766128,31.14999,35.358264,25.629995,44.53999,,25.824541,,,17.724998,57.58,2.239976,53.852385,38.03,90.69,,,36.39,,,,8.2,13.3,9.32,30.435
2004-12-31,12.924804,31.32001,35.421858,25.58,44.41,,25.666549,,,17.84,57.5,2.226642,53.593523,37.95,91.31,,,36.19,,,,8.0,13.47,9.21,30.385
2005-01-03,12.321813,31.05,35.093289,25.01,42.36,,25.451098,,,16.6375,56.25,2.212198,53.667484,37.42999,90.75,,,35.53,,,,8.06,13.59,9.04,30.03
2005-01-04,12.218668,30.89999,34.552751,24.835,41.57001,,25.601902,,,16.375,55.5,2.164421,52.641284,35.0,89.7,,,35.24001,,,,7.7,13.65,8.35,29.565
2005-01-05,12.131392,31.06,34.605724,24.275,41.67,,25.487013,,,16.2375,57.61,2.156087,52.687518,35.27,90.28999,,,35.89,,,,7.8,13.2,8.41,29.595
2005-01-06,12.29801,30.99001,35.29467,24.865,41.60001,,26.118974,,,16.4775,57.699995,2.182198,53.011086,35.10001,89.55,,,36.41,,,,7.78,13.39,8.3,29.71
2005-01-07,12.163129,30.45,35.305269,25.04,41.5,,25.85326,,,16.37,57.9,2.15831,53.297673,34.3,89.73,,,36.46001,,,,7.74,13.26,8.15,29.695
2005-01-10,12.456694,30.36,35.029695,25.269995,41.66,,25.587546,,,16.627498,60.35,2.180532,53.334662,34.24001,90.74001,,,36.28999,,,,7.62,13.3,8.47,29.800005
2005-01-11,12.472562,30.14999,34.902496,25.225,42.44,,25.429554,,,16.7375,59.955,2.155532,52.373168,32.39,90.41,,,35.97,,,,7.5,13.26,7.5,29.83
2005-01-12,12.686786,30.35001,34.807116,25.105005,42.77,,25.738357,,,16.95,60.85,2.151643,53.048066,31.97,90.41,,,35.91,,,,7.43,13.3,7.73,29.730005
2005-01-13,12.69472,30.10001,34.383156,24.949995,42.28999,,25.45828,,,17.134998,60.665,2.110533,52.548833,31.78,90.41,,,35.64999,,,,7.44,13.37,7.64,29.53
2005-01-14,12.575707,30.19,34.44675,25.04,41.87,,25.551639,,,17.4875,61.25,2.135532,53.334662,31.67999,90.69,,,36.22,,,,7.59,13.59,7.73,29.625
2005-01-18,12.662983,31.03,34.913106,25.07,42.46001,,25.767083,,,17.905,61.699995,2.152754,53.648994,32.24001,91.25,,,36.38,,,,7.64,13.7,7.86,29.68
2005-01-19,12.536036,30.56,33.38685,25.035005,42.32001,,25.716812,,,17.724998,61.800005,2.127754,52.87241,31.62,91.17,,,36.14,,,,7.5,13.65,7.52,29.515
2005-01-20,12.44876,30.32001,32.591925,25.06,41.75999,,25.680898,,,17.78,60.019995,2.085532,53.038821,31.62,90.27,,,35.42999,,,,7.5,13.56,7.34,29.235
2005-01-21,12.607444,29.96001,32.697926,24.9,42.5,,25.31465,,,17.912498,60.225,2.073311,52.484118,31.32001,90.03,,,35.32001,,,,7.25,13.6,7.14,29.004995
2005-01-24,12.528102,30.0,32.464737,24.629995,42.2,,25.099207,,,18.0325,59.485,2.054978,51.763014,27.58,89.05,,,33.31,,,,7.31,13.52,7.03,28.475
2005-01-25,12.480497,30.2,32.316362,24.9,41.62,,25.149477,,,17.9775,59.25,2.164421,52.604294,29.48,89.62,,,34.71001,,,,7.35,13.5,7.15,28.385
2005-01-26,12.607444,30.21001,31.373051,24.94,42.03999,,25.300288,,,18.235,59.275,2.129421,53.565788,29.53,89.92999,,,34.08,,,,7.46,13.71,7.26,29.035005
2005-01-27,13.194575,30.31,31.033872,26.345,42.10001,,25.659361,,,18.392503,59.949995,2.159976,53.343907,29.66,89.7,,,34.10001,,,,7.4,13.7,7.25,29.39
2005-01-28,13.273917,29.8,31.277638,25.83,42.0,,25.85326,,,18.5,60.300005,2.169976,53.778424,28.56,88.55,,,34.06,,,,7.33,13.8,6.99,29.199995
2005-01-31,13.33739,30.05,31.48964,26.269995,41.59,,25.953801,,,18.5625,60.75,2.220531,54.462558,29.37,89.25,,,34.92,,,,7.48,13.8,7.2,29.03
2005-02-01,13.456411,30.42999,31.426024,26.605005,41.44,,24.783215,,,18.9875,62.199995,2.222198,54.878585,28.94,89.75,,,35.08,,,,7.42,13.8,7.22,28.625
2005-02-02,13.924521,30.63,31.224665,27.144995,41.56,,24.754497,,,19.155,61.485,2.196087,54.952545,29.59,91.60001,,,34.92,,,,7.54,13.95,7.19,28.85
2005-02-03,13.9642,30.41,31.256462,27.39,40.88,,24.424142,,,19.32,61.58,2.185532,54.416332,30.98,93.35001,,,34.25999,,,,7.39,13.98,7.23,28.910005
2005-02-04,13.995929,30.46001,31.881792,27.415,41.38,,24.531871,,,19.162498,62.445,2.191643,54.545763,31.36,95.95,,,35.2,,,,7.59,13.96,7.51,29.83
2005-02-07,13.678569,30.78999,32.125569,27.6,40.53999,,24.704219,,,19.240003,60.425005,2.186088,55.377808,31.78999,95.28,,,35.28999,,,,7.67,14.05,7.46,29.955
2005-02-08,13.646824,30.62,32.475336,27.449995,40.39999,,25.106395,,,19.4225,60.47,2.164421,55.387062,31.86,95.02,,,35.36,,,,7.78,14.0,7.37,31.199995
2005-02-09,13.527811,30.2,32.273955,27.254995,40.5,,24.244606,,,19.560003,59.565,2.164421,54.934055,30.61,93.88,,,35.52,,,,7.65,13.85,7.05,31.425005
2005-02-10,14.194284,30.12,32.32695,27.0,41.39,,24.093802,,,20.0,60.76,2.174976,55.396307,29.37,94.5,,,35.78999,,,,7.63,14.11,7.23,31.875
2005-02-11,14.067337,30.3,32.358747,27.324995,42.13,,24.57496,,,20.3125,60.0,2.213865,56.117421,29.53999,94.92999,,,35.75,,,,7.74,14.56,7.09,32.410005
2005-02-14,13.987995,30.23,32.454138,27.245005,42.2,,24.345146,,,20.537498,60.574995,2.193309,55.93252,29.8,95.0,,,35.28,,,,8.15,14.5,6.87,32.415
2005-02-15,14.099073,30.25,32.613123,26.96,42.34,,24.251794,,,20.5425,61.31,2.218308,55.91403,29.09,95.14,,,35.0,,,,8.21,14.47,6.9,32.335
2005-02-16,14.876625,29.95,32.220949,26.99,42.53999,,24.208713,,,21.247503,61.775,2.195531,55.978745,29.21001,95.08,,,34.64999,,,,8.4,14.5,6.77,32.480005
2005-02-17,14.77348,29.71001,31.532025,26.96,42.63,,23.828081,,,20.89,60.975,2.197754,55.516493,28.53,95.94,,,34.8,,,,8.1,14.0,6.57,32.25
2005-02-18,14.948033,29.41,31.828797,26.6,42.47,,24.136891,,,21.392503,60.475,2.237753,56.293076,28.91,94.99001,,,35.39,,,,8.16,14.0,6.39,32.135
2005-02-22,14.725875,29.14,31.214055,26.199995,44.5,,23.921447,,,21.650003,58.25,2.183309,55.479503,29.91,93.06,,,34.39999,,,,7.96,13.88,6.455,31.435
2005-02-23,14.932172,29.67999,31.373051,26.300005,44.73,,24.03635,,,21.61,59.949995,2.259975,56.607408,28.58,94.46001,,,35.19,,,,8.02,13.85,6.4,31.53
2005-02-24,15.07498,29.8,31.648614,26.42,44.7,,24.244606,,,22.0825,60.4,2.311641,57.504177,29.78999,95.75999,,,36.05,,,,7.86,13.98,6.48,31.199995
2005-02-25,15.305064,29.85001,32.210361,26.300005,44.82001,,24.237431,,,22.875,61.195,2.328308,58.428682,29.94,96.89,,,36.56,,,,8.0,14.05,6.47,31.85
2005-02-28,14.940099,29.75,32.061975,26.46,45.0,,24.043532,,,22.78,61.03,2.294975,57.892469,29.72,96.89999,,,35.89,,,,7.85,14.33,6.11,32.300005
2005-03-01,14.503718,29.89,32.273955,26.435,44.05,,24.323609,,,21.9875,60.94,2.319419,58.585847,29.55,97.33,,,36.47,,,,7.57,14.25,6.02,32.71
2005-03-02,14.884551,29.74001,32.295153,26.355005,44.10001,,24.661138,,,22.49,60.925005,2.327197,58.290006,29.55,98.33,,,36.09,,,,7.66,14.5,6.05,32.675005
2005-03-03,15.114651,29.45,32.231559,26.339995,43.48,,24.847863,,,22.94,61.985,2.352752,59.251491,28.87,98.37,,,36.8,,,,7.62,14.41,6.05,33.15
2005-03-04,15.217788,29.64999,33.07949,26.42,44.63,,25.580365,,,23.394995,63.44,2.389974,60.22222,29.14,98.39999,,,36.95,,,,7.6,14.49,5.88,33.324995
2005-03-07,15.257467,29.78999,33.026484,26.464995,44.49001,,25.810171,,,23.095,62.81,2.404973,59.704498,29.75,99.0,,,37.61,,,,7.64,14.52,5.94,33.519995
2005-03-08,14.97977,29.81,32.761509,26.410005,45.86,,25.731175,,,23.53,61.824995,2.406641,59.991094,30.10001,98.97,,,37.62,,,,7.39,14.25,5.74,33.199995
2005-03-09,14.749678,29.5,32.210361,25.879995,46.24001,,25.680898,,,23.31,62.275,2.364418,59.972604,30.16,97.03,,,37.35001,,,,7.48,14.26,5.77,33.125
2005-03-10,14.114934,29.60001,32.485924,26.35,45.74001,,25.637816,,,22.43,62.175005,2.362752,59.260745,30.14999,98.06,,,37.50999,,,,7.36,14.31,5.44,33.295
2005-03-11,14.194284,29.56,32.00898,26.17,45.67999,,25.400828,,,22.69,61.405,2.361085,58.881689,29.91,98.3,,,37.75999,,,,7.53,13.98,5.23,33.160005
2005-03-14,14.75762,29.82001,32.53893,26.29,45.28999,,25.422365,,,22.885,60.75,2.379418,59.371676,29.89,85.75,,,37.77,,,,7.44,14.64,5.97,33.64
2005-03-15,14.638599,29.64999,32.030178,26.300005,45.12,,25.250017,,,22.44,60.375,2.374974,58.696797,29.99001,85.25,,,37.03999,,,,7.34,14.17,5.71,33.615
2005-03-16,14.487841,29.38,31.913589,26.105005,44.94,,24.826318,,,22.65,59.785005,2.332753,58.197556,29.19,87.0,,,36.59,,,,7.36,14.0,5.35,33.42
2005-03-17,14.955975,29.22,31.712208,25.980005,44.64,,24.912489,,,23.165,60.254995,2.363307,58.641308,29.64999,87.23,,,37.35001,,,,7.5,13.97,5.34,33.629995
2005-03-18,14.97977,29.28999,32.210361,26.07,44.75999,,24.883756,,,24.105005,60.655,2.369974,58.502642,29.67999,86.52,,,37.66,,,,7.52,14.1,5.51,33.775
2005-03-21,14.916296,29.00999,31.722796,25.83,43.52,,24.912489,,,23.83,60.144995,2.352752,58.632073,29.10001,85.23,,,37.78,,,,7.5,14.14,5.52,33.665
2005-03-22,14.606862,28.39999,31.161049,25.295,42.71001,,24.962752,,,23.300005,61.050005,2.386085,58.447172,28.91,84.96001,,,38.2,,,,7.77,13.91,5.45,33.675005
2005-03-23,14.535462,28.42999,31.033872,26.065,41.86,,24.747322,,,22.515,60.935,2.363307,58.613573,29.16,85.13,,,38.38,,,,7.52,14.25,5.51,33.595
2005-03-24,14.876625,28.3,30.7371,25.885,41.78999,,24.47442,,,22.745005,61.519995,2.373863,58.937159,28.8,85.17999,,,38.02,,,,7.5,14.51,5.37,33.339995
2005-03-28,14.622723,28.45,30.694715,25.81,41.7,,24.510327,,,22.64,61.5,2.349418,58.632073,28.58,84.99001,,,37.48,,,,7.63,14.51,5.23,33.15
2005-03-29,14.233955,28.32001,30.461537,25.714995,41.48,,24.273339,,,22.375,61.525,2.28553,57.642862,28.96001,83.8,,,36.38,,,,7.54,14.5,4.86,32.615
2005-03-30,14.440244,28.63,30.768897,26.14,42.41,,24.438512,,,23.185,62.935,2.312197,57.975684,29.56,84.88,,,37.08,,,,7.64,14.68,5.05,33.04
2005-03-31,14.92423,28.82001,30.790095,26.085,42.25,,24.273339,,,24.370005,62.675005,2.313863,58.511878,29.75999,85.7,,,37.05,,,,7.63,14.37,5.11,32.75
2005-04-01,15.122585,28.5,30.620511,25.76,42.45,,24.021987,,,25.129995,62.324995,2.322752,58.456417,30.11,85.03,,,36.78,,,,7.6,14.31,4.99,32.230005
