datetime,EXPE,CPAY,TROW,ULTA,PHM,HUBB,WSM,LII,STE,TPR,TPL,AMCR,LH,DVN,NVR,CMS,CFG,NTAP,LDOS,PODD,KEY,GPN,EIX,TRMB,LYB
1997-09-11,,,,,,,,,,,3.24166342,,,,,,,,,,,,,,
1997-09-12,,,,,,,,,,,3.58332975,,,,,,,,,,,,,,
1997-09-15,,,,,,,,,,,3.72499628,,,,,,,,,,,,,,
1997-09-16,,,,,,,,,,,3.7666629,,,,,,,,,,,,,,
1997-09-17,,,,,,,,,,,3.7666629,,,,,,,,,,,,,,
1997-09-18,,,,,,,,,,,3.77082956,,,,,,,,,,,,,,
1997-09-19,,,,,,,,,,,3.75832958,,,,,,,,,,,,,,
1997-09-22,,,,,,,,,,,3.74999625,,,,,,,,,,,,,,
1997-09-23,,,,,,,,,,,3.77499622,,,,,,,,,,,,,,
1997-09-24,,,,,,,,,,,3.84999615,,,,,,,,,,,,,,
1997-09-25,,,,,,,,,,,3.82916284,,,,,,,,,,,,,,
1997-09-26,,,,,,,,,,,3.8666628,,,,,,,,,,,,,,
1997-09-29,,,,,,,,,,,3.7999962,,,,,,,,,,,,,,
1997-09-30,,,,,,,,,,,3.72916294,,,,,,,,,,,,,,
1997-10-01,,,16.65625,,4.71875,47.4375,5.296875,,19.28125,,3.70832962,,5.771897,22.8125,25.125,36.8125,,3.3125,,,31.9375,,25.5625,3.229183,
1997-10-02,,,16.875,,4.6875,47.4375,5.25,,19.40625,,3.666663,,5.771897,23.6875,24.75,37.0625,,3.234375,,,32.71875,,26.0,3.27085,
1997-10-03,,,17.28125,,4.757813,47.1875,5.1875,,19.8125,,3.58749641,,5.771897,23.375,24.9375,37.3125,,3.273438,,,33.03125,,25.8125,3.260433,
1997-10-06,,,17.234375,,4.75,47.5,5.265625,,19.9375,,3.40832993,,5.637667,24.1875,25.25,37.625,,3.28125,,,33.46875,,25.875,3.375017,
1997-10-07,,,17.9375,,4.765625,47.25,5.234375,,19.625,,3.32499667,,5.771897,24.125,25.4375,37.875,,3.375,,,33.5,,26.1875,3.458351,
1997-10-08,,,17.3125,,4.75,47.125,5.1875,,19.84375,,3.0999969,,5.906127,23.875,24.8125,37.375,,3.296875,,,33.0,,25.5625,3.33335,
1997-10-09,,,17.0625,,4.796875,47.0,5.34375,,19.6875,,3.0999969,,6.040357,23.96875,24.0625,37.5625,,3.359375,,,33.375,,25.1875,3.375017,
1997-10-10,,,17.28125,,4.8125,46.75,5.5,,20.0,,3.1333302,,6.040357,24.125,23.9375,37.5,,3.46875,,,33.0625,,25.0,3.39585,
1997-10-13,,,17.34375,,4.804688,46.9375,5.59375,,20.25,,3.24999675,,6.040357,24.21875,23.875,37.75,,3.507813,,,33.0,,25.0,3.3646,
1997-10-14,,,17.546875,,4.851563,46.75,5.5859375,,20.5,,3.24999675,,5.771897,23.75,24.125,37.875,,3.539063,,,33.34375,,25.1875,3.33335,
1997-10-15,,,17.40625,,4.765625,46.5,5.59375,,20.0625,,3.29166338,,5.906127,23.375,24.0,37.9375,,3.46875,,,33.03125,,24.875,3.208349,
1997-10-16,,,17.40625,,4.742188,45.875,5.453125,,19.875,,3.24583009,,5.771897,22.9375,23.375,38.0,,3.476563,,,32.84375,,25.0625,3.291683,
1997-10-17,,,16.59375,,4.710938,45.0,5.453125,,19.375,,3.10833022,,5.771897,22.125,23.3125,37.75,,3.414063,,,32.1875,,25.5,3.229183,
1997-10-20,,,16.75,,4.773438,44.75,5.46875,,19.625,,3.07499693,,5.637667,22.6875,23.1875,37.75,,3.375,,,32.3125,,26.1875,3.27085,
1997-10-21,,,17.71875,,4.742188,45.75,5.28125,,20.125,,2.94999705,,5.771897,23.0,23.0,37.9375,,3.4375,,,32.96875,,26.8125,3.354183,
1997-10-22,,,18.375,,4.726563,47.125,5.09375,,20.25,,2.87499713,,5.771897,23.1875,22.9375,37.625,,3.507813,,,32.71875,,26.6875,3.645852,
1997-10-23,,,18.125,,4.679688,47.125,5.03125,,19.625,,2.95833038,,5.503436,22.875,23.25,36.875,,3.421875,,,32.34375,,26.25,3.479184,
1997-10-24,,,18.0625,,4.664063,46.0,4.953125,,19.6875,,2.96249704,,5.503436,22.65625,23.25,37.5,,3.390625,,,32.15625,,26.1875,3.541684,
1997-10-27,,,15.96875,,4.390625,44.5,4.5625,,17.0,,2.79166388,,5.100746,22.3125,22.0,36.875,,3.078125,,,29.9375,,25.9375,3.208349,
1997-10-28,,,16.875,,4.648438,44.875,4.96875,,19.375,,2.8999971,,5.369206,21.5625,21.5,36.9375,,3.164063,,,30.625,,25.5,3.354183,
1997-10-29,,,16.90625,,4.734375,44.0,5.296875,,19.9375,,3.00833033,,5.234976,22.0625,21.25,36.8125,,3.148438,,,31.0,,25.3125,3.375017,
1997-10-30,,,16.46875,,4.53125,43.9375,5.125,,19.1875,,2.91249709,,5.369206,21.78125,20.8125,36.375,,3.101563,,,30.0625,,25.25,3.33335,
1997-10-31,,,16.5625,,4.671875,44.0625,5.015625,,19.875,,2.88333045,,5.100746,22.375,21.875,36.5,,3.140625,,,30.59375,,25.625,3.375017,
1997-11-03,,,17.0,,4.773438,45.0,5.421875,,19.9375,,2.78333055,,5.234976,23.21875,23.25,37.0625,,3.171875,,,31.75,,25.8125,3.479184,
1997-11-04,,,17.1875,,4.828125,45.5,5.453125,,19.6875,,2.6999973,,5.369206,23.25,22.875,37.1875,,3.25,,,31.625,,25.9375,3.385434,
1997-11-05,,,17.3125,,4.828125,44.9375,5.7265625,,20.0,,2.68333065,,5.369206,22.78125,23.375,36.8125,,3.390625,,,31.9375,,25.75,3.39585,
1997-11-06,,,17.390625,,4.773438,44.875,5.7578125,,19.59375,,2.7666639,,5.100746,22.6875,23.125,36.25,,3.382813,,,31.875,,25.625,3.375017,
1997-11-07,,,16.875,,4.6875,44.375,5.65625,,19.125,,2.7333306,,4.966516,22.0625,22.4375,36.125,,3.367188,,,31.34375,,25.6875,3.33335,
1997-11-10,,,16.5625,,4.6875,44.125,5.625,,19.875,,2.79583054,,4.966516,21.90625,21.9375,36.4375,,3.351563,,,30.625,,25.625,3.33335,
1997-11-11,,,16.46875,,4.679688,44.0625,5.65625,,19.40625,,2.77916389,,5.100746,21.9375,21.75,36.5,,3.234375,,,30.71875,,25.9375,3.312517,
1997-11-12,,,15.75,,4.671875,44.0625,5.390625,,19.5,,2.80833053,,4.966516,21.53125,21.4375,37.0625,,3.109375,,,30.34375,,25.75,3.229183,
1997-11-13,,,15.5,,4.757813,44.0,5.28125,,19.96875,,2.79583054,,4.966516,21.5,21.125,37.5,,3.109375,,,30.5625,,25.3125,3.229183,
1997-11-14,,,15.6875,,4.90625,44.8125,5.4453125,,20.375,,2.7666639,,4.832286,21.46875,21.25,36.9375,,3.164063,,,30.90625,,25.375,3.197933,
1997-11-17,,,16.03125,,4.921875,45.3125,5.609375,,20.5,,2.81666385,,4.966516,21.96875,21.625,37.25,,3.203125,,,31.71875,,25.9375,3.338558,
1997-11-18,,,15.6875,,4.929688,44.75,5.203125,,20.46875,,2.7999972,,5.100746,21.5,21.125,36.875,,3.179688,,,31.59375,,25.9375,3.3646,
1997-11-19,,,15.8125,,5.007813,44.5625,5.3203125,,20.8125,,2.7333306,,4.966516,21.25,21.0,36.9375,,3.21875,,,32.0625,,26.0,3.572935,
1997-11-20,,,16.34375,,5.234375,44.125,5.3359375,,21.125,,2.7333306,,5.100746,20.875,22.125,37.1875,,3.234375,,,32.78125,,26.75,3.656268,
1997-11-21,,,16.5,,5.132813,44.625,5.25,,21.96875,,2.74166392,,4.832286,20.625,22.6875,37.5625,,3.1875,,,32.75,,27.0625,3.760435,
1997-11-24,,,16.53125,,5.03125,44.8125,5.15625,,22.28125,,2.71666395,,4.698055,20.03125,22.625,38.125,,3.171875,,,32.65625,,26.8125,3.489601,
1997-11-25,,,16.34375,,5.0,45.125,4.921875,,22.90625,,2.67499733,,4.698055,19.5,22.5,38.875,,3.164063,,,33.125,,27.3125,3.479184,
1997-11-26,,,16.296875,,5.039063,45.375,4.8125,,23.625,,2.67499733,,4.563825,19.375,22.5,39.0,,3.158203,,,33.84375,,26.8125,3.500018,
1997-11-28,,,16.25,,5.070313,45.4375,4.765625,,23.5,,2.67499733,,4.429595,19.4375,22.5,39.375,,3.148438,,,33.71875,,26.8125,3.531268,
1997-12-01,,,16.921875,,5.085938,45.875,4.828125,,24.0,,2.666664,,4.698055,18.84375,22.75,39.5,,3.203125,,,35.0625,,27.625,3.666685,
1997-12-02,,,16.8125,,5.109375,45.9375,4.765625,,24.71875,,2.61249739,,4.698055,18.6875,22.375,39.5,,3.132813,,,35.3125,,27.3125,3.645852,
1997-12-03,,,16.6875,,5.117188,46.0625,4.7578125,,24.625,,2.49166417,,4.698055,18.75,22.4375,39.125,,3.015625,,,35.40625,,26.9375,3.572935,
1997-12-04,,,16.65625,,5.140625,46.1875,4.7578125,,24.59375,,2.4333309,,4.563825,18.46875,22.4375,38.875,,3.0625,,,36.0625,,27.1875,3.645852,
1997-12-05,,,16.875,,5.046875,45.875,4.75,,24.5,,2.40833092,,4.698055,18.625,22.75,38.9375,,3.335938,,,36.4375,,27.25,3.739602,
1997-12-08,,,17.125,,5.078125,46.875,4.78125,,25.09375,,2.45833088,,4.563825,18.46875,22.0,39.0,,3.476563,,,36.34375,,27.375,3.927103,
1997-12-09,,,17.3125,,5.007813,47.1875,4.5625,,24.125,,2.47499753,,4.429595,18.5,22.5,38.5625,,3.421875,,,36.15625,,27.625,3.895853,
1997-12-10,,,17.3125,,4.953125,46.4375,4.765625,,24.125,,2.42916424,,4.161135,18.1875,21.125,38.75,,3.40625,,,36.125,,26.6875,3.854186,
1997-12-11,,,16.84375,,4.78125,46.5,4.6875,,23.4375,,2.4333309,,3.758444,18.125,21.625,39.0,,3.3125,,,35.5,,26.125,3.687518,
1997-12-12,,,16.25,,4.835938,47.0,4.640625,,23.1875,,2.39583094,,3.758444,17.96875,22.25,39.0625,,3.328125,,,35.6875,,25.875,3.666685,
1997-12-15,,,16.71875,,4.867188,47.8125,4.765625,,22.9375,,2.38333095,,3.355754,17.875,22.25,40.1875,,3.28125,,,36.40625,,26.0625,3.677102,
1997-12-16,,,16.59375,,4.859375,49.125,5.15625,,23.8125,,2.39583094,,2.953063,18.25,21.875,39.5625,,3.4375,,,36.09375,,26.0,3.770852,
1997-12-17,,,15.78125,,4.875,48.875,5.34375,,24.15625,,2.36249764,,3.221524,18.59375,22.125,39.875,,3.601563,,,36.09375,,26.25,3.916686,
1997-12-18,,,15.71875,,4.90625,48.8125,5.0625,,23.9375,,2.36249764,,3.355754,18.125,21.25,40.0,,3.671875,,,36.0625,,26.375,3.833352,
1997-12-19,,,15.375,,4.851563,47.75,5.1015625,,23.25,,2.36249764,,2.953063,18.0625,21.25,41.0,,3.5625,,,35.875,,25.875,3.729185,
1997-12-22,,,15.3125,,5.054688,49.375,5.0,,22.9375,,2.38333095,,3.758444,18.15625,21.5,42.0,,3.703125,,,35.84375,,26.25,3.885436,
1997-12-23,,,14.96875,,5.125,49.8125,4.765625,,23.0625,,2.58333075,,3.892675,18.15625,21.0,42.4375,,3.796875,,,35.0625,,26.625,3.854186,
1997-12-24,,,14.59375,,5.039063,49.9375,4.625,,22.5625,,2.64166403,,3.892675,18.40625,21.0,42.875,,3.8125,,,34.1875,,26.5,3.843769,
1997-12-26,,,14.53125,,5.046875,49.375,4.609375,,22.5,,2.70833063,,4.026905,18.4375,21.0,42.9375,,3.8125,,,34.625,,27.0,3.854186,
1997-12-29,,,14.53125,,5.234375,49.8125,4.839844,,23.1875,,2.70833063,,3.489984,18.625,20.75,43.25,,4.0625,,,35.34375,,27.3125,4.041687,
1997-12-30,,,15.53125,,5.28125,50.5,5.03125,,24.6875,,2.8666638,,3.624214,19.0,21.125,43.25,,4.1875,,,35.5,,27.625,3.625018,
1997-12-31,,,15.71875,,5.226563,49.3125,5.234375,,24.125,,3.00833033,,3.758444,19.25,21.875,44.0625,,4.4375,,,35.40625,,27.1875,3.635435,
1998-01-02,,,15.546875,,5.3125,50.1875,5.1015625,,22.9375,,3.0333303,,3.892675,19.1875,22.3125,43.875,,4.0,,,35.15625,,27.1875,3.625018,
1998-01-05,,,15.84375,,5.46875,49.6875,5.265625,,23.3125,,3.05416361,,3.892675,18.46875,24.0,43.875,,4.21875,,,35.25,,26.875,3.583351,
1998-01-06,,,15.625,,5.429688,48.9375,5.21875,,23.5625,,2.95833038,,3.624214,18.96875,24.75,44.0,,4.203125,,,34.125,,26.625,3.583351,
1998-01-07,,,15.40625,,5.359375,46.9375,5.515625,,23.5,,2.85833047,,3.489984,17.6875,24.5,44.4375,,3.8125,,,33.46875,,26.3125,3.583351,
1998-01-08,,,14.9375,,5.351563,48.875,5.3984375,,23.34375,,2.80833053,,3.758444,17.0,23.5,43.875,,3.84375,,,32.875,,25.5625,3.875019,
1998-01-09,,,13.71875,,5.125,47.25,5.03125,,23.3125,,2.74999725,,3.624214,16.6875,22.3125,43.9375,,3.5,,,32.25,,25.1875,3.593768,
1998-01-12,,,13.34375,,5.234375,47.875,5.171875,,23.125,,2.61666405,,3.355754,16.5,22.3125,43.9375,,3.46875,,,32.125,,26.3125,3.510434,
1998-01-13,,,14.375,,5.351563,49.1875,5.359375,,23.5625,,2.62083071,,3.355754,16.8125,23.0,44.0,,3.640625,,,32.4375,,26.4375,3.531268,
1998-01-14,,,14.6875,,5.4375,49.1875,5.5078125,,24.234375,,2.68333065,,3.758444,17.09375,23.625,43.9375,,3.515625,,,32.96875,,26.5625,3.625018,
1998-01-15,,,14.21875,,5.335938,48.875,5.46875,,23.75,,2.64166403,,3.489984,16.96875,23.375,43.6875,,3.453125,,,32.6875,,26.5,3.666685,
1998-01-16,,,14.53125,,5.476563,49.3125,5.359375,,25.375,,2.7333306,,3.624214,17.625,23.125,43.75,,3.5,,,32.9375,,26.625,3.791686,
1998-01-20,,,14.9375,,5.4375,49.5,5.40625,,26.0625,,2.71666395,,4.295365,18.96875,24.0625,44.0,,3.609375,,,33.40625,,27.0625,3.828144,
1998-01-21,,,14.640625,,5.40625,48.75,5.359375,,26.71875,,2.7999972,,4.698055,18.375,25.0,44.125,,3.671875,,,32.3125,,27.0625,3.760435,
1998-01-22,,,13.953125,,5.421875,47.9375,5.1875,,26.25,,2.8333305,,4.563825,17.8125,24.875,44.1875,,3.65625,,,32.4375,,27.4375,3.802102,
1998-01-23,,,13.6875,,5.320313,48.5625,5.308594,,26.125,,2.8333305,,4.429595,17.8125,24.5,43.8125,,3.640625,,,31.8125,,27.4375,3.562518,
1998-01-26,,,13.5625,,5.234375,49.25,5.171875,,25.5625,,2.88333045,,4.429595,17.828125,23.5,43.8125,,3.609375,,,31.78125,,27.4375,3.27085,
1998-01-27,,,13.71875,,5.210938,49.0625,5.109375,,25.4375,,2.98749701,,4.026905,17.40625,23.5625,43.5,,3.585938,,,32.65625,,27.125,3.291683,
1998-01-28,,,14.21875,,5.226563,50.5,5.25,,24.625,,3.1333302,,4.295365,17.53125,23.3125,43.6875,,3.628906,,,32.6875,,27.1875,3.489601,
1998-01-29,,,14.71875,,5.273438,51.375,5.4375,,26.4375,,3.1333302,,4.295365,17.9375,25.0,43.25,,3.859375,,,32.71875,,26.875,3.39585,
1998-01-30,,,16.1875,,5.335938,50.0625,5.3203125,,26.1875,,3.0999969,,4.295365,17.4375,25.0,42.5625,,3.765625,,,32.5,,26.875,3.208349,
1998-02-02,,,16.0625,,5.34375,50.875,5.3203125,,26.5,,3.07499693,,4.295365,17.28125,28.875,42.875,,3.953125,,,33.09375,,27.0,3.281266,
1998-02-03,,,16.40625,,5.390625,51.125,5.09375,,26.46875,,3.10416356,,4.563825,17.34375,29.5,42.625,,4.0,,,33.46875,,27.1875,3.260433,
1998-02-04,,,16.8125,,5.484375,51.3125,5.4140625,,26.25,,3.14999685,,4.563825,17.1875,29.6875,42.25,,4.09375,,,33.9375,,26.9375,3.187516,
1998-02-05,,,16.53125,,5.554688,51.75,5.421875,,26.6875,,3.1666635,,4.698055,17.0,29.5,41.9375,,4.03125,,,33.90625,,27.1875,3.208349,
1998-02-06,,,16.75,,5.617188,51.9375,5.703125,,26.8125,,3.18333015,,4.563825,17.21875,29.375,42.4375,,4.140625,,,34.0,,27.0,3.27085,
1998-02-09,,,16.328125,,5.648438,51.25,5.65625,,27.75,,3.19166347,,4.563825,17.4375,29.5,42.875,,4.140625,,,34.03125,,27.1875,3.3646,
1998-02-10,,,17.0,,5.710938,50.25,5.65625,,28.1875,,3.1333302,,4.563825,17.875,29.5,42.9375,,4.28125,,,33.5625,,26.875,3.416684,
1998-02-11,,,17.03125,,5.679688,51.0,5.78125,,28.625,,3.12499688,,4.563825,17.375,29.0,42.8125,,3.84375,,,33.84375,,26.75,3.385434,
1998-02-12,,,17.375,,5.65625,50.6875,5.796875,,28.5625,,3.07083026,,4.429595,17.34375,29.375,43.1875,,3.6875,,,34.03125,,26.5625,3.416684,
1998-02-13,,,16.625,,5.5625,50.8125,5.734375,,27.875,,3.05833028,,4.295365,17.375,29.5,43.125,,3.703125,,,33.40625,,26.5,3.343767,
1998-02-17,,,16.6875,,5.554688,50.5625,5.8945315,,28.0,,3.07083026,,4.429595,16.8125,30.5,42.9375,,3.570313,,,33.8125,,26.875,3.375017,
1998-02-18,,,16.71875,,5.585938,50.9375,6.2421875,,28.1875,,3.08333025,,4.295365,16.875,30.6875,42.9375,,3.648438,,,33.96875,,26.75,3.479184,
1998-02-19,,,17.1875,,5.59375,51.125,6.1132815,,29.125,,3.08333025,,4.295365,17.0,30.4375,42.9375,,3.46875,,,34.03125,,26.25,3.520851,
1998-02-20,,,17.03125,,5.625,51.0,6.0625,,29.25,,3.12499688,,4.295365,17.0,29.875,43.125,,3.484375,,,34.40625,,26.4375,3.250016,
1998-02-23,,,17.0,,5.585938,50.9375,6.15625,,29.4375,,3.10833022,,4.295365,16.84375,29.8125,43.5625,,3.519531,,,34.28125,,26.9375,3.354183,
1998-02-24,,,16.8125,,5.617188,50.1875,6.125,,29.65625,,3.1333302,,4.161135,16.8125,30.625,43.3125,,3.421875,,,34.09375,,26.8125,3.229183,
1998-02-25,,,16.625,,5.65625,51.625,6.109375,,29.390505,,3.1333302,,4.295365,16.78125,31.75,43.6875,,3.414063,,,34.5625,,27.3125,3.27085,
1998-02-26,,,16.625,,5.734375,50.625,6.390625,,29.5625,,3.08749691,,4.295365,17.34375,32.25,44.1875,,3.421875,,,34.84375,,27.375,3.354183,
1998-02-27,,,16.59375,,5.6875,50.375,6.4375,,29.59375,,3.02499697,,4.161135,17.03125,32.375,44.25,,3.6875,,,35.03125,,27.625,3.33335,
1998-03-02,,,16.90625,,5.625,49.4375,6.5625,,30.453125,,3.03749696,,4.161135,17.375,33.0,44.3125,,3.976563,,,34.96875,,27.625,3.27085,
1998-03-03,,,17.46875,,5.585938,49.5,6.609375,,30.25,,3.01666365,,4.295365,17.71875,33.1875,44.6875,,3.890625,,,35.0625,,27.5625,3.250016,
1998-03-04,,,17.21875,,5.5,49.875,6.5234375,,29.75,,3.00833033,,4.161135,17.625,33.125,44.5,,3.976563,,,34.625,,27.875,3.229183,
1998-03-05,,,16.75,,5.34375,49.25,6.515625,,29.0,,2.98333035,,4.161135,17.25,33.625,44.125,,3.578125,,,34.375,,27.75,3.187516,
1998-03-06,,,17.25,,5.429688,50.625,6.46875,,28.9375,,2.98333035,,4.295365,17.09375,33.5,44.0,,3.71875,,,35.34375,,28.0625,3.27085,
1998-03-09,,,17.3125,,5.398438,49.9375,6.7578125,,28.34375,,3.01666365,,4.161135,17.34375,33.4375,44.125,,3.515625,,,34.75,,28.0,3.187516,
1998-03-10,,,17.28125,,5.351563,50.0,6.890625,,28.875,,2.98333035,,4.161135,18.125,33.0,44.75,,3.742188,,,35.125,,27.875,3.166683,
1998-03-11,,,17.375,,5.328125,50.9375,7.0,,29.09375,,3.04583029,,4.026905,18.25,32.125,44.8125,,3.804688,,,35.75,,28.0,3.218766,
1998-03-12,,,17.5,,5.445313,51.1875,7.46875,,28.375,,3.04166363,,4.161135,18.375,33.75,44.625,,3.859375,,,35.375,,27.8125,3.197933,
1998-03-13,,,17.375,,5.445313,50.125,7.640625,,27.15625,,3.02499697,,4.295365,18.46875,32.375,44.875,,4.015625,,,36.125,,27.875,3.083349,
1998-03-16,,,17.4375,,5.5,50.4375,7.625,,27.34375,,2.98333035,,4.161135,18.09375,32.5,44.6875,,4.09375,,,36.875,,28.5,3.062515,
1998-03-17,,,17.8125,,5.695313,50.0625,7.46875,,26.9375,,2.98749701,,4.295365,17.5625,31.375,44.75,,4.03125,,,37.4375,,29.0,3.041682,
1998-03-18,,,17.6875,,5.78125,50.625,7.375,,27.0,,2.94999705,,4.026905,17.84375,31.9375,44.8125,,3.972656,,,37.625,,29.9375,2.979182,
1998-03-19,,,18.4375,,5.601563,50.0,7.46875,,27.625,,2.90833042,,4.161135,17.6875,31.75,45.3125,,3.953125,,,38.4375,,29.875,3.005223,
1998-03-20,,,18.125,,5.578125,49.5,7.734375,,26.90625,,2.88333045,,4.161135,18.1875,31.75,45.9375,,3.851563,,,38.5625,,30.0625,2.979182,
1998-03-23,,,17.71875,,5.53125,51.0,7.875,,27.1875,,2.91666375,,4.026905,19.75,31.0,46.25,,4.089844,,,37.8125,,29.9375,2.916681,
1998-03-24,,,17.65625,,5.679688,51.375,7.765625,,28.3125,,2.9333304,,4.161135,20.125,31.375,46.0,,4.265625,,,38.4375,,30.1875,2.947931,
1998-03-25,,,17.375,,5.632813,50.6875,7.484375,,28.875,,2.93749706,,4.161135,20.21875,31.5625,47.0,,4.25,,,37.75,,30.1875,2.968765,
1998-03-26,,,17.40625,,5.703125,51.5625,7.265625,,28.71875,,2.94583039,,4.295365,20.4375,30.875,46.3125,,4.25,,,37.8125,,29.75,2.989598,
1998-03-27,,,17.46875,,5.632813,50.25,7.46875,,27.9375,,2.92499708,,4.026905,19.5,30.5,46.4375,,4.40625,,,37.9375,,29.25,3.000015,
1998-03-30,,,17.140625,,5.75,50.8125,7.34375,,28.1875,,2.8999971,,4.026905,19.5625,30.25,46.4375,,4.53125,,,37.4375,,29.0,2.958348,
1998-03-31,,,17.59375,,5.8125,50.375,7.234375,,27.0,,2.91666375,,4.161135,19.4375,31.5625,46.9375,,4.4375,,,37.8125,,29.375,2.968765,
1998-04-01,,,17.8125,,5.875,51.0625,7.4453125,,26.6875,,2.9666637,,4.026905,19.34375,31.625,46.3125,,4.421875,,,37.5625,,29.25,2.947931,
1998-04-02,,,18.148438,,5.976563,52.1875,7.71875,,27.0625,,2.9333304,,4.161135,19.125,31.75,46.9375,,4.390625,,,38.4375,,29.6875,2.989598,
1998-04-03,,,17.859375,,5.890625,51.3125,7.671875,,27.25,,2.9666637,,4.161135,19.09375,31.1875,46.75,,4.296875,,,38.5,,29.625,2.979182,
1998-04-06,,,18.3125,,6.03125,50.6875,7.6875,,27.0,,2.91666375,,4.295365,18.5625,32.125,46.4375,,4.128906,,,38.5,,29.375,2.875014,
1998-04-07,,,18.15625,,6.070313,50.125,7.453125,,26.4375,,2.9666637,,4.161135,18.4375,31.9375,46.1875,,3.9375,,,38.4375,,29.1875,2.895848,
1998-04-08,,,17.875,,6.03125,50.3125,7.5,,25.9375,,3.00416366,,4.295365,18.84375,32.5625,46.5,,4.140625,,,38.375,,28.875,2.958348,
1998-04-09,,,18.109375,,6.140625,49.5,7.59375,,27.0625,,3.02083031,,4.161135,18.75,34.875,46.5,,4.09375,,,39.125,,29.0625,2.958348,
1998-04-13,,,18.34375,,6.15625,50.0,7.640625,,26.5,,3.02083031,,4.161135,18.25,35.5625,45.75,,4.1875,,,40.375,,28.75,3.020848,
1998-04-14,,,18.15625,,6.15625,50.0,7.609375,,27.0,,3.04166363,,4.161135,18.46875,34.25,46.3125,,4.289063,,,43.125,,29.3125,3.000015,
1998-04-15,,,17.78125,,6.21875,51.125,7.515625,,26.625,,3.09166358,,4.161135,18.625,35.625,46.25,,4.3125,,,42.375,,29.1875,2.979182,
1998-04-16,,,18.375,,6.15625,51.0,7.453125,,26.0,,3.04999695,,4.161135,18.5625,34.75,45.875,,4.257813,,,41.375,,28.9375,3.000015,
1998-04-17,,,18.84375,,6.304688,50.4375,7.46875,,26.8125,,3.0666636,,4.161135,18.6875,34.9375,46.25,,4.3125,,,41.5,,29.6875,3.135432,
1998-04-20,,,19.21875,,6.296875,50.25,7.4375,,27.125,,3.11666355,,4.429595,18.875,35.375,45.625,,4.296875,,,41.25,,29.0,3.208349,
1998-04-21,,,18.84375,,6.28125,50.1875,7.640625,,27.5,,3.1333302,,4.295365,18.9375,36.25,45.0,,4.46875,,,40.625,,29.0625,3.229183,
1998-04-22,,,19.46875,,6.351563,50.1875,7.375,,27.0,,3.11249689,,4.295365,18.9375,35.875,44.5,,4.421875,,,41.75,,29.125,3.145849,
1998-04-23,,,19.546875,,6.75,49.5625,7.140625,,26.75,,3.11666355,,4.563825,18.75,37.25,43.875,,4.421875,,,40.625,,28.375,3.114599,
1998-04-24,,,19.125,,6.664063,49.0625,6.9375,,26.875,,3.1333302,,4.563825,18.78125,36.0625,43.75,,4.40625,,,40.1875,,28.5,3.093765,
1998-04-27,,,17.96875,,6.296875,48.5,6.78125,,26.75,,3.08749691,,5.234976,18.25,35.0,43.4375,,4.140625,,,38.75,,28.0625,3.062515,
1998-04-28,,,17.84375,,6.15625,48.9375,6.5,,28.0,,3.09166358,,5.234976,18.25,33.75,43.375,,4.402344,,,38.875,,28.25,3.104182,
1998-04-29,,,18.25,,6.203125,48.75,6.640625,,28.6875,,3.0333303,,5.637667,19.53125,33.5,43.5625,,4.578125,,,39.0625,,28.75,3.104182,
1998-04-30,,,18.875,,6.398438,49.3125,6.8671875,,29.40625,,3.0333303,,5.369206,19.9375,34.625,43.6875,,4.507813,,,39.75,,29.8125,3.083349,
1998-05-01,,,18.5,,6.4375,49.25,7.09375,,29.5625,,3.01666365,,5.369206,19.9375,34.75,43.6875,,4.609375,,,40.375,,29.375,3.041682,
1998-05-04,,,18.0,,6.5625,49.5,7.203125,,30.15625,,2.98333035,,5.369206,20.09375,34.5,43.3125,,4.796875,,,39.5625,,29.875,3.093765,
1998-05-05,,,18.1875,,6.625,49.5,6.9375,,29.75,,2.94999705,,5.369206,20.09375,34.625,42.9375,,4.703125,,,38.5,,30.0,3.072932,
1998-05-06,,,18.25,,6.710938,48.875,6.8671875,,29.0625,,2.94583039,,5.234976,19.75,34.0,42.9375,,4.65625,,,38.125,,29.6875,3.072932,
1998-05-07,,,17.5,,6.734375,48.3125,6.7109375,,28.5,,2.8999971,,5.234976,19.1875,33.375,42.9375,,4.640625,,,37.5,,29.625,3.135432,
1998-05-08,,,17.6875,,6.710938,49.0625,6.75,,28.375,,2.85833047,,5.369206,19.875,33.375,42.8125,,4.734375,,,39.0625,,29.25,3.104182,
1998-05-11,,,17.9375,,6.75,49.25,6.78125,,28.5625,,2.88333045,,5.234976,19.46875,33.625,42.8125,,4.570313,,,38.875,,29.3125,3.156266,
1998-05-12,,,18.1875,,6.8125,48.3125,6.78125,,28.875,,2.85833047,,5.234976,19.15625,33.75,42.625,,4.539063,,,39.3125,,29.0,3.187516,
1998-05-13,,,18.28125,,7.007813,48.1875,6.78125,,28.875,,2.88333045,,5.100746,19.5625,33.5,42.0,,4.515625,,,39.0,,28.75,3.208349,
1998-05-14,,,17.875,,7.0,49.0,6.6875,,28.5,,2.87499713,,5.234976,19.59375,33.8125,42.0,,4.453125,,,38.5625,,28.4375,3.208349,
1998-05-15,,,17.0,,6.867188,48.875,6.828125,,28.375,,2.88333045,,5.100746,19.46875,33.5625,41.5,,4.46875,,,38.5625,,28.0625,3.166683,
