datetime,FTV,J,FFIV,SNA,DECK,ZBRA,PNR,LUV,LNT,BALL,EVRG,DPZ,HRL,CLX,FDS,BG,CF,ALGN,APTV,BAX,INCY,KIM,HOLX,BLDR,COO
1997-08-12,,,,,0.42360768,,,,,,,,,,,,,,,,,,,,
1997-08-13,,,,,0.38194143,,,,,,,,,,,,,,,,,,,,
1997-08-14,,,,,0.42360768,,,,,,,,,,,,,,,,,,,,
1997-08-15,,,,,0.40277464,,,,,,,,,,,,,,,,,,,,
1997-08-18,,,,,0.39583012,,,,,,,,,,,,,,,,,,,,
1997-08-19,,,,,0.39583012,,,,,,,,,,,,,,,,,,,,
1997-08-20,,,,,0.40971899,,,,,,,,,,,,,,,,,,,,
1997-08-21,,,,,0.43055219,,,,,,,,,,,,,,,,,,,,
1997-08-22,,,,,0.43055219,,,,,,,,,,,,,,,,,,,,
1997-08-25,,,,,0.40971899,,,,,,,,,,,,,,,,,,,,
1997-08-26,,,,,0.38888578,,,,,,,,,,,,,,,,,,,,
1997-08-27,,,,,0.41666333,,,,,,,,,,,,,,,,,,,,
1997-08-28,,,,,0.41319116,,,,,,,,,,,,,,,,,,,,
1997-08-29,,,,,0.41666333,,,,,,,,,,,,,,,,,,,,
1997-09-02,,,,,0.40624681,,,,,,,,,,,,,,,,,,,,
1997-09-03,,,,,0.41319116,,,,,,,,,,,,,,,,,,,,
1997-09-04,,,,,0.41319116,,,,,,,,,,,,,,,,,,,,
1997-09-05,,,,,0.40624681,,,,,,,,,,,,,,,,,,,,
1997-09-08,,,,,0.40277464,,,,,,,,,,,,,,,,,,,,
1997-09-09,,,,,0.41666333,,,,,,,,,,,,,,,,,,,,
1997-09-10,,,,,0.41666333,,,,,,,,,,,,,,,,,,,,
1997-09-11,,,,,0.40971899,,,,,,,,,,,,,,,,,,,,
1997-09-12,,,,,0.41666333,,,,,,,,,,,,,,,,,,,,
1997-09-15,,,,,0.41666333,,,,,,,,,,,,,,,,,,,,
1997-09-16,,,,,0.40624681,,,,,,,,,,,,,,,,,,,,
1997-09-17,,,,,0.41319116,,,,,,,,,,,,,,,,,,,,
1997-09-18,,,,,0.43055219,,,,,,,,,,,,,,,,,,,,
1997-09-19,,,,,0.44096872,,,,,,,,,,,,,,,,,,,,
1997-09-22,,,,,0.41666333,,,,,,,,,,,,,,,,,,,,
1997-09-23,,,,,0.42360768,,,,,,,,,,,,,,,,,,,,
1997-09-24,,,,,0.45832975,,,,,,,,,,,,,,,,,,,,
1997-09-25,,,,,0.44444089,,,,,,,,,,,,,,,,,,,,
1997-09-26,,,,,0.42013551,,,,,,,,,,,,,,,,,,,,
1997-09-29,,,,,0.42360768,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,,,0.43402437,,,,,,,,,,6.666733,,,,,,,,,,
1997-10-01,,6.28863732,,46.125,0.43055219,15.611267,12.863843,6.284076,14.8125,2.183594,34.625,,4.054688,37.4375,6.694511,,,,,13.805892,21.0,11.625058,6.90625,,4.46875
1997-10-02,,6.26281129,,45.75,0.42360768,15.611267,12.884828,6.345806,14.875,2.1875,35.0,,4.0625,36.84375,6.763957,,,,,13.870861,21.5625,11.625058,7.21875,,4.648438
1997-10-03,,6.30155033,,45.0625,0.42360768,15.666823,12.758918,6.284076,14.65625,2.191406,35.0,,4.03125,36.71875,6.958403,,,,,13.838376,22.125,11.708392,7.125,,4.617188
1997-10-06,,6.34028937,,44.875,0.43749654,15.805714,12.947784,6.39519,14.9375,2.210938,34.625,,3.992188,36.96875,7.083404,,,,,14.146979,21.9375,11.708392,7.09375,,4.429688
1997-10-07,,6.35320238,,44.75,0.44444089,16.055716,12.968769,6.444573,14.65625,2.234375,34.375,,4.054688,37.375,7.166738,,,,,14.601761,22.0,11.687558,7.15625,,4.359375
1997-10-08,,6.32737635,,43.875,0.44444089,15.666823,12.821873,6.432227,14.53125,2.199219,33.75,,4.015625,37.25,7.236183,,,,,14.569277,21.5,11.708392,7.0,,4.476563
1997-10-09,,6.30155033,,43.875,0.54166242,15.611267,12.716948,6.518649,14.625,2.214844,33.9375,,4.054688,36.875,7.208405,,,,,14.439339,21.25,11.645892,7.125,,4.351563
1997-10-10,,6.32737635,,43.75,0.52082921,16.083494,12.633008,6.592724,14.625,2.207031,34.0,,3.96875,36.375,7.458408,,,,,14.146979,21.0,11.33339,7.1875,,4.429688
1997-10-13,,6.26281129,,44.0,0.50694035,16.833502,12.947784,6.617416,14.75,2.210938,34.1875,,3.992188,36.40625,7.305629,,,,,14.390612,20.71875,11.479224,7.25,,4.390625
1997-10-14,,6.30155033,,43.5625,0.5347179,16.722389,13.010739,6.913719,14.8125,2.21875,34.4375,,3.984375,36.21875,7.13896,,,,,14.423097,20.625,11.562558,6.90625,,4.359375
1997-10-15,,6.30155033,,43.1875,0.53819008,16.555721,13.031724,7.074216,15.0625,2.25,34.75,,3.976563,35.71875,7.069515,,,,,14.276916,20.875,11.583391,6.9375,,4.304688
1997-10-16,,6.26281129,,43.375,0.52082921,14.722369,12.989754,6.851989,14.84375,2.15625,34.6875,,3.953125,35.34375,6.444509,,,,,14.033283,20.15625,11.500058,6.96875,,4.273438
1997-10-17,,6.15950719,,43.9375,0.49305165,15.111262,13.031724,6.716184,14.71875,2.136719,34.4375,,3.875,34.90625,6.305619,,,,,14.033283,20.125,11.437557,6.53125,,4.242188
1997-10-20,,6.23698526,,44.9375,0.49305165,15.222374,13.178619,6.864335,14.96875,2.25,34.875,,3.882813,34.875,6.375064,,,,,14.179463,19.9375,11.375057,6.9375,,4.289063
1997-10-21,,6.24989828,,46.0,0.47916279,15.333487,13.094679,7.037178,14.84375,2.296875,35.3125,,3.820313,35.25,6.416731,,,,,14.406854,19.84375,11.291723,6.984375,,4.375
1997-10-22,,6.18533321,,45.875,0.44791306,15.277931,13.178619,7.074216,14.8125,2.242188,35.1875,,3.773438,34.40625,6.250063,,,,,14.52055,20.4375,10.979222,6.921875,,4.46875
1997-10-23,,6.13368116,,44.9375,0.45138524,14.500145,12.423157,6.975448,14.59375,2.207031,35.125,,3.703125,34.5,6.333397,,,,,13.64347,20.25,10.979222,6.65625,,4.460938
1997-10-24,,6.1724202,,44.6875,0.49305165,15.00015,12.968769,6.716184,15.0625,2.199219,35.5,,3.648438,34.625,6.13895,,,,,12.847601,20.484375,11.000055,6.5,,4.484375
1997-10-27,,5.75920378,,42.25,0.44444089,14.111252,12.695963,5.950736,14.5625,2.019531,35.625,,3.578125,34.25,5.86117,,,,,11.434527,18.46875,10.416719,6.09375,,4.328125
1997-10-28,,5.65589968,,43.5625,0.4652741,13.944584,12.842858,6.456919,14.71875,2.171875,35.75,,3.679688,33.46875,5.805614,,,,,12.149185,18.75,10.66672,6.28125,,4.195313
1997-10-29,,5.74629077,,43.5625,0.45832975,13.833472,12.926799,6.481611,14.5,2.226563,36.3125,,3.757813,34.25,6.00006,,,,,12.457787,20.25,10.66672,6.28125,,4.507813
1997-10-30,,5.5784216,,43.1875,0.44444089,13.833472,12.402172,6.419881,14.5,2.191406,36.375,,3.757813,35.28125,5.972282,,,,,12.1167,20.625,10.66672,6.3125,,4.429688
1997-10-31,,5.5784216,,43.0,0.43749654,13.889028,12.968769,6.444573,14.59375,2.1875,37.25,,3.757813,35.0625,5.930615,,,,,12.051732,20.125,10.66672,6.40625,,4.46875
1997-11-03,,5.52676955,,43.1875,0.45832975,13.972362,13.220589,6.691492,14.90625,2.195313,37.125,,3.796875,35.71875,6.13895,,,,,12.311607,20.25,10.583386,6.4375,,4.726563
1997-11-04,,5.46220449,,44.125,0.45832975,14.027918,13.136649,6.802605,14.53125,2.164063,36.9375,,3.8125,35.3125,6.13895,,,,,12.311607,20.84375,10.66672,6.90625,,4.625
1997-11-05,,5.52676955,,44.5625,0.45832975,13.889028,13.30453,6.864335,14.6875,2.234375,36.625,,3.835938,35.40625,6.111172,,,,,12.376576,21.75,11.083389,7.125,,4.640625
1997-11-06,,5.5784216,,44.25,0.46006575,13.833472,13.178619,7.012486,14.3125,2.253906,36.4375,,3.75,35.71875,6.083394,,,,,12.327849,21.3125,11.000055,7.125,,4.648438
1997-11-07,,5.4751175,,43.625,0.4652741,13.444579,12.633008,6.679146,14.3125,2.175781,36.125,,3.6875,35.25,5.958393,,,,,12.181669,21.0625,10.875054,6.78125,,4.640625
1997-11-10,,5.44929147,,44.125,0.47916279,13.611247,12.968769,6.481611,14.53125,2.238281,36.375,,3.828125,35.28125,5.833392,,,,,12.165427,20.5,10.937555,6.6875,,4.578125
1997-11-11,,5.39763942,,44.125,0.49305165,13.555691,12.800888,6.543341,14.625,2.238281,37.6875,,3.796875,35.625,5.750058,,,,,11.954278,21.0625,10.937555,6.9375,,4.515625
1997-11-12,,5.25559628,,43.75,0.46874627,13.333467,12.633008,6.617416,14.5625,2.25,37.4375,,3.765625,35.0,5.625056,,,,,11.743129,19.96875,10.937555,6.46875,,4.414063
1997-11-13,,5.21685724,,43.8125,0.4652741,13.333467,12.674978,6.703838,14.5,2.25,37.4375,,3.8125,36.03125,5.666723,,,,,12.019247,20.375,11.000055,6.28125,,4.414063
1997-11-14,,5.33307436,,43.75,0.47221844,13.666803,12.674978,6.864335,14.78125,2.265625,37.5,,3.828125,36.75,5.611167,,,,,12.149185,20.5,11.062555,6.4375,,4.445313
1997-11-17,,5.29433532,,43.3125,0.45832975,14.389033,12.926799,6.913719,14.90625,2.316406,37.875,,3.859375,37.875,5.777836,,,,,12.230396,20.125,11.187556,6.8125,,4.632813
1997-11-18,,5.37181339,,43.75,0.47221844,14.722369,12.842858,7.012486,14.65625,2.339844,37.4375,,3.78125,37.875,5.763947,,,,,12.246638,19.8125,11.291723,6.75,,4.84375
1997-11-19,,5.32016134,,42.6875,0.47221844,14.444589,12.674978,7.012486,14.71875,2.359375,37.1875,,3.796875,38.28125,5.777836,,,,,12.392818,20.625,11.208389,6.5,,4.945313
1997-11-20,,5.32016134,,44.5625,0.47221844,15.00015,12.633008,7.284096,14.96875,2.386719,38.0,,3.796875,38.6875,5.750058,,,,,12.766389,20.375,11.166723,6.46875,,4.96875
1997-11-21,,5.37181339,,44.875,0.4652741,14.777926,12.444142,7.024832,14.84375,2.433594,38.1875,,3.851563,38.71875,5.875059,,,,,13.20493,20.5625,11.250056,6.515625,,4.867188
1997-11-24,,5.39763942,,44.625,0.46180192,14.333477,12.633008,7.172983,14.75,2.398438,38.6875,,3.929688,38.09375,5.888948,,,,,12.863843,20.375,11.27089,6.5,,4.757813
1997-11-25,,5.30724833,,44.3125,0.45832975,14.389033,12.570052,7.296442,15.15625,2.410156,39.0,,3.9375,38.75,5.70839,,,,,13.074992,20.4375,11.33339,6.4375,,4.84375
1997-11-26,,5.41055243,,44.125,0.4652741,14.527923,12.653993,7.185329,15.0625,2.402344,39.0,,3.875,38.96875,5.652834,,,,,13.042507,20.0,11.33339,6.4375,,4.875
1997-11-28,,5.46220449,,43.9375,0.46180192,14.166808,12.674978,7.240849,15.25,2.40625,39.0625,,3.8125,38.96875,5.611167,,,,,13.156203,20.125,11.458391,6.46875,,4.882813
1997-12-01,,5.39763942,,43.875,0.47221844,14.666813,12.633008,6.981586,15.4375,2.421875,39.125,,3.742188,39.375,5.694501,,,,,13.139961,21.0,11.604225,6.53125,,5.0
1997-12-02,,5.33307436,,44.5,0.47221844,15.111262,12.423157,6.907511,15.21875,2.417969,38.8125,,3.734375,39.5,5.70839,,,,,13.416079,20.8125,11.645892,6.453125,,4.859375
1997-12-03,,5.42346545,,44.8125,0.47916279,14.750148,12.486112,7.018624,15.21875,2.375,38.6875,,3.75,39.28125,5.625056,,,,,13.724681,19.5,11.541724,6.5,,4.945313
1997-12-04,,5.51385654,,44.5,0.47221844,14.750148,12.528082,7.092699,15.125,2.382813,38.8125,,3.757813,39.4375,5.513944,,,,,13.513532,18.8125,11.500058,6.8125,,4.984375
1997-12-05,,5.39763942,,45.0,0.47916279,14.666813,12.633008,7.148255,15.3125,2.347656,38.5,,3.742188,39.40625,5.444499,,,,,13.854619,18.5,11.541724,6.84375,,5.007813
1997-12-08,,5.34598737,,45.125,0.46180192,15.055706,12.821873,7.370481,15.4375,2.359375,38.5,,3.734375,39.46875,5.416721,,,,,13.334867,18.3125,11.375057,7.0,,5.078125
1997-12-09,,5.13937916,,45.3125,0.46180192,15.055706,12.905813,7.296406,15.5,2.34375,38.75,,3.75,39.75,5.305609,,,,,13.172445,17.875,11.33339,6.9375,,5.140625
1997-12-10,,5.29433532,,45.375,0.47221844,14.889038,12.591037,7.351962,15.46875,2.308594,39.0625,,3.734375,39.75,5.263942,,,,,13.464805,17.375,11.229223,6.875,,5.132813
1997-12-11,,5.22977025,,45.375,0.45832975,14.819593,12.423157,7.351962,15.1875,2.277344,38.875,,3.679688,39.59375,5.194496,,,,,13.20493,15.84375,11.104222,7.0,,4.9375
1997-12-12,,5.30724833,,45.375,0.44444089,14.639035,12.360202,7.592706,15.21875,2.320313,39.4375,,3.71875,39.59375,5.250053,,,,,13.123718,17.25,11.104222,6.84375,,4.828125
1997-12-15,,5.38472641,,45.5,0.43749654,14.333477,12.486112,7.611225,15.5625,2.328125,40.125,,3.742188,40.0,5.402832,,,,,13.237414,17.0,11.125056,7.03125,,4.882813
1997-12-16,,5.30724833,,45.5,0.43749654,14.444589,12.444142,7.426037,15.53125,2.296875,40.4375,,3.679688,39.59375,5.583389,,,,,13.221172,17.0625,11.145889,7.03125,,5.0
1997-12-17,,5.26850929,,45.3125,0.44444089,14.333477,12.318232,7.444556,15.5,2.25,40.6875,,3.664063,39.21875,5.888948,,,,,12.977538,17.75,11.458391,6.484375,,4.945313
1997-12-18,,5.16520519,,44.25,0.43055219,14.333477,12.255276,7.351962,15.5,2.234375,40.75,,3.78125,38.1875,6.56951,,,,,12.733905,18.0,11.33339,6.28125,,4.898438
1997-12-19,,5.19103121,,43.625,0.41666333,14.166808,12.213306,7.185293,15.78125,2.246094,41.25,,3.796875,37.9375,6.527843,,,,,12.441545,18.375,11.187556,6.28125,,4.9375
1997-12-22,,5.13937916,,43.5625,0.38888578,13.611247,12.003456,6.92603,16.03125,2.199219,42.875,,3.929688,37.59375,6.763957,,,,,12.392818,16.5625,11.33339,6.34375,,4.898438
1997-12-23,,5.15229217,,42.6875,0.39583012,13.389023,11.877545,6.666767,16.5625,2.175781,42.9375,,3.875,37.125,6.805624,,,,,12.197912,18.25,11.437557,5.203125,,4.835938
1997-12-24,,5.15229217,,43.125,0.41666333,13.444579,11.77262,6.666767,16.53125,2.121094,43.0,,3.890625,37.03125,6.638955,,,,,12.197912,18.0,11.479224,5.28125,,4.84375
1997-12-26,,5.15229217,,43.25,0.42013551,13.444579,11.457844,6.722323,16.375,2.148438,42.8125,,3.90625,37.125,6.625066,,,,,12.295365,19.25,11.562558,5.25,,4.859375
1997-12-29,,5.16520519,,42.875,0.42013551,13.555691,11.583755,6.796398,16.875,2.164063,43.0,,3.953125,38.84375,6.666733,,,,,12.571483,20.0,11.687558,5.125,,4.992188
1997-12-30,,5.19103121,,43.1875,0.41666333,13.222354,11.64671,7.111218,16.90625,2.21875,43.0,,4.046875,39.90625,6.833402,,,,,12.91257,20.625,11.750059,5.28125,,5.054688
1997-12-31,,5.24268326,,43.625,0.41666333,13.222354,12.066411,7.296406,16.5625,2.210938,43.0,,4.09375,39.6875,6.833402,,,,,13.107476,22.5,11.750059,5.171875,,5.109375
1998-01-02,,5.2814223,,42.375,0.43055219,13.222354,11.667695,7.185293,16.5625,2.207031,42.5625,,4.117188,39.5625,6.777846,,,,,13.026265,21.375,11.791726,5.296875,,5.046875
1998-01-05,,5.29433532,,42.1875,0.43055219,13.083464,12.381187,7.518631,16.34375,2.195313,42.0,,4.023438,39.5625,6.680622,,,,,13.221172,21.125,11.770892,5.3125,,5.0625
1998-01-06,,5.35890038,,42.125,0.42360768,13.111242,12.297247,7.259368,16.15625,2.15625,41.375,,3.96875,39.03125,6.56951,,,,,13.172445,20.5,11.770892,5.359375,,5.078125
1998-01-07,,5.33307436,,42.25,0.43749654,13.027908,12.381187,7.53715,16.1875,2.132813,41.1875,,4.023438,38.65625,6.444509,,,,,13.237414,20.4375,11.770892,5.296875,,5.1875
1998-01-08,,5.33307436,,41.5625,0.43055219,13.00013,12.339217,7.407519,16.25,2.105469,41.3125,,4.023438,38.4375,6.263952,,,,,13.253656,20.125,11.770892,5.03125,,5.242188
1998-01-09,,5.16520519,,40.625,0.42013551,11.833452,12.087396,7.111218,15.96875,1.949219,40.75,,3.914063,38.75,6.263952,,,,,12.993781,19.6875,11.750059,5.03125,,5.023438
1998-01-12,,5.21685724,,40.4375,0.41666333,11.805674,12.024441,7.407519,16.3125,2.039063,41.0,,3.882813,38.5,6.166728,,,,,12.652694,18.0,11.625058,4.9375,,4.984375
1998-01-13,,5.35890038,,39.625,0.42360768,12.277901,12.003456,7.444556,16.21875,2.0,41.3125,,3.976563,38.5625,6.166728,,,,,12.652694,19.0,11.500058,5.3125,,5.171875
1998-01-14,,5.46220449,,40.0,0.44444089,11.611227,12.108381,7.389,16.21875,1.933594,41.1875,,3.929688,39.53125,6.29173,,,,,12.961296,20.0625,11.437557,5.40625,,5.242188
1998-01-15,,5.41055243,,40.0625,0.43402437,11.555671,11.982471,7.277887,16.15625,1.933594,40.625,,3.890625,38.75,6.166728,,,,,13.042507,20.5,11.33339,5.21875,,5.273438
1998-01-16,,5.5784216,,40.5625,0.43055219,12.444569,11.961486,7.53715,16.40625,1.980469,40.75,,4.007813,38.75,6.194506,,,,,13.513532,21.625,11.208389,5.28125,,5.492188
1998-01-20,,5.74629077,,40.9375,0.43055219,12.611237,11.919516,8.037158,16.40625,1.949219,40.5625,,4.0625,38.21875,6.125061,,,,,13.35111,22.515625,11.250056,5.25,,5.757813
1998-01-21,,5.69463872,,40.25,0.42707985,12.722349,11.835575,8.296421,16.4375,2.0,40.4375,,4.078125,37.53125,6.055616,,,,,13.107476,22.125,11.312557,5.125,,5.9375
1998-01-22,,5.61716064,,39.96899,0.42360768,12.694571,11.751635,8.00012,16.1875,1.90625,40.6875,,4.078125,38.34375,6.125061,,,,,13.026265,21.75,11.416724,5.0625,,5.71875
1998-01-23,,5.56550859,,39.71875,0.41666333,12.805684,11.478829,7.722338,16.0625,1.914063,40.5,,4.054688,37.96875,6.152839,,,,,13.042507,21.75,11.458391,5.1875,,5.710938
1998-01-26,,5.5784216,,39.625,0.45832975,12.555681,11.667695,7.777894,15.8125,1.957031,40.75,,4.085938,38.0625,6.125061,,,,,13.302383,21.375,11.416724,5.1875,,5.757813
1998-01-27,,5.5784216,,40.375,0.45138524,12.389013,11.625725,7.592706,16.40625,1.9375,40.5625,,4.085938,38.21875,6.097283,,,,,13.269898,21.4375,11.479224,5.125,,5.8125
1998-01-28,,5.61716064,,39.875,0.43749654,12.277901,11.64671,8.185308,16.25,1.984375,40.25,,4.09375,38.03125,6.208395,,,,,13.49729,21.875,11.500058,5.125,,5.976563
1998-01-29,,5.63007365,,40.625,0.45138524,12.333457,11.64671,7.981601,16.1875,2.015625,40.5625,,4.21875,38.28125,6.250063,,,,,13.822134,22.0,11.479224,4.9375,,5.96875
1998-01-30,,5.56550859,,39.1875,0.45485741,12.333457,11.499814,7.722338,16.03125,2.03125,40.75,,4.15625,38.3125,6.222284,,,,,14.471823,21.6875,11.500058,4.84375,,6.203125
1998-02-02,,5.5784216,,39.5625,0.44791306,12.889018,11.982471,8.277902,16.125,2.0,41.125,,4.21875,39.0625,6.13895,,,,,14.975332,23.5,11.562558,4.6875,,6.390625
1998-02-03,,5.79794282,,39.75,0.44444089,13.111242,12.129366,8.111233,16.28125,2.03125,41.125,,4.234375,39.5,6.444509,,,,,14.894121,24.5,11.562558,5.25,,6.234375
1998-02-04,,5.82376885,,39.625,0.44444089,14.055696,12.423157,8.185308,16.15625,2.035156,41.125,,4.242188,39.25,6.541732,,,,,14.634245,25.1875,11.500058,5.171875,,6.25
1998-02-05,,6.05620308,,40.125,0.45138524,13.722359,12.968769,8.185308,16.0625,2.027344,41.4375,,4.210938,39.25,6.513954,,,,,14.536792,24.375,11.520891,5.3125,,6.304688
1998-02-06,,5.978725,,40.125,0.45138524,14.111252,12.758918,8.31494,16.0625,2.007813,42.0,,4.296875,39.71875,6.513954,,,,,14.618003,25.0,11.583391,5.859375,,6.28125
1998-02-09,,6.04329007,,40.0,0.45832975,14.222364,12.947784,8.574203,15.9375,2.011719,42.0,,4.3125,39.625,6.666733,,,,,14.423097,25.0625,11.520891,5.9375,,6.210938
1998-02-10,,6.12076815,,40.0,0.45138524,13.777916,13.136649,8.777909,16.0625,2.003906,41.8125,,4.375,39.90625,6.902847,,,,,14.699214,24.15625,11.625058,5.96875,,6.257813
1998-02-11,,6.14659417,,40.0,0.43749654,13.805694,13.157634,8.759391,16.125,2.007813,41.4375,,4.429688,40.4375,6.944514,,,,,14.81291,23.6875,11.666725,6.0625,,6.25
1998-02-12,,6.04329007,,40.0,0.44791306,13.833472,13.787186,8.907541,16.1875,1.992188,41.125,,4.484375,41.15625,7.055626,,,,,14.585519,23.5625,11.541724,6.0,,6.171875
1998-02-13,,6.12076815,,39.6875,0.44444089,13.833472,13.619306,8.870503,16.25,1.996094,41.0,,4.515625,41.375,7.097293,,,,,14.553034,23.75,11.520891,6.0625,,6.1875
1998-02-17,,6.09494212,,40.3125,0.43055219,13.722359,13.682261,8.889022,16.3125,2.011719,41.0,,4.367188,40.8125,6.986181,,,,,14.601761,23.5,11.541724,6.0625,,6.03125
1998-02-18,,6.09494212,,40.9375,0.44444089,13.722359,13.640291,8.666797,16.25,2.019531,40.9375,,4.4375,41.3125,6.944514,,,,,14.764183,23.5,11.500058,6.109375,,6.109375
1998-02-19,,6.19824622,,41.0625,0.43055219,13.500135,13.682261,8.500128,16.0625,2.011719,41.0,,4.429688,41.46875,6.902847,,,,,14.601761,23.125,11.604225,5.96875,,5.992188
1998-02-20,,6.22407225,,41.125,0.44444089,13.00013,13.598321,8.222346,16.0,2.011719,41.0,,4.421875,42.28125,6.86118,,,,,14.455581,23.375,11.562558,5.9375,,5.867188
1998-02-23,,6.15950719,,41.3125,0.44096872,13.611247,13.38847,8.574203,16.0,2.015625,41.1875,,4.421875,42.75,6.847291,,,,,14.66673,23.4375,11.708392,5.78125,,5.65625
1998-02-24,,6.13368116,,41.375,0.44096872,12.611237,13.661276,8.426052,16.0,2.015625,40.875,,4.429688,42.71875,6.833402,,,,,14.488065,23.1875,11.625058,5.625,,5.5
1998-02-25,,6.12076815,,42.0625,0.43749654,12.889018,13.577335,8.629759,16.09375,2.042969,40.9375,,4.585938,43.28125,6.86118,,,,,14.618003,23.5,11.708392,5.9375,,5.6875
1998-02-26,,6.13368116,,43.0625,0.43749654,13.111242,13.493395,8.592721,16.03125,2.050781,40.9375,,4.632813,43.46875,6.680622,,,,,14.536792,23.625,11.770892,5.6875,,5.921875
1998-02-27,,6.18533321,,42.5,0.43749654,12.833462,13.829156,8.500128,15.9375,2.039063,41.0,,4.640625,43.875,6.638955,,,,,14.715457,22.75,11.708392,5.71875,,5.84375
1998-03-02,,6.23698526,,42.25,0.44096872,12.889018,13.850141,8.61124,16.0,2.054688,41.25,,4.53125,43.84375,6.694511,,,,,14.747941,22.625,11.750059,5.625,,5.882813
1998-03-03,,6.2757243,,43.1875,0.43055219,12.777906,13.766201,8.814947,15.96875,2.0625,41.375,,4.65625,44.1875,6.611177,,,,,14.747941,22.875,11.833393,5.65625,,5.71875
1998-03-04,,6.26281129,,42.9375,0.41666333,12.833462,13.619306,8.648278,15.9375,2.046875,41.4375,,4.664063,42.90625,6.638955,,,,,14.504308,22.8125,11.812559,5.6875,,5.734375
1998-03-05,,6.22407225,,42.6875,0.41666333,14.750148,13.934082,8.537165,15.875,2.050781,41.0,,4.609375,43.0625,6.694511,,,,,14.211948,22.515625,11.854226,5.78125,,5.710938
1998-03-06,,6.22407225,,42.375,0.43055219,15.555711,14.353783,8.851985,16.125,2.070313,41.125,,4.671875,43.625,6.777846,,,,,14.390612,23.78125,11.854226,5.71875,,5.757813
1998-03-09,,6.19824622,,42.5625,0.45138524,15.611267,14.143932,8.981616,16.09375,2.03125,41.625,,4.695313,44.5,6.638955,,,,,14.618003,23.0,11.833393,5.960938,,5.890625
1998-03-10,,6.23698526,,42.875,0.43749654,16.00016,14.290828,8.963097,16.4375,2.074219,41.875,,4.703125,44.4375,6.875069,,,,,14.699214,22.46875,11.916726,6.28125,,5.820313
1998-03-11,,6.39194142,,42.8125,0.42013551,15.944604,14.206887,8.889022,16.375,2.078125,42.0625,,4.703125,44.34375,6.86118,,,,,15.10527,21.5,11.729225,6.171875,,5.875
1998-03-12,,6.34028937,,43.25,0.42013551,15.555711,14.185902,9.037173,16.46875,2.050781,42.3125,,4.742188,43.90625,6.722289,,,,,14.991574,21.625,11.750059,6.3125,,5.8125
1998-03-13,,6.41776744,,43.625,0.42360768,15.389043,14.311813,9.148285,16.40625,2.039063,42.3125,,4.773438,43.40625,6.722289,,,,,14.81291,22.3125,11.645892,7.109375,,5.625
1998-03-16,,6.48233251,,43.5625,0.42360768,15.333487,14.143932,9.203842,16.4375,2.039063,43.0625,,4.78125,43.34375,6.986181,,,,,14.877879,22.5,11.687558,7.375,,5.257813
1998-03-17,,6.54689757,,43.0625,0.42707985,15.500155,14.248857,9.463105,16.4375,2.042969,43.0625,,4.757813,43.4375,6.958403,,,,,15.072786,22.03125,11.729225,6.5625,,5.242188
1998-03-18,,6.52107155,,42.9375,0.43055219,16.00016,14.164917,9.203842,16.65625,2.023438,43.125,,4.765625,43.75,6.833402,,,,,15.413872,22.34375,11.770892,6.9375,,5.328125
1998-03-19,,6.54689757,,44.0625,0.42707985,15.889048,14.542648,9.185323,16.65625,1.992188,43.25,,4.726563,44.125,7.069515,,,,,15.446357,22.1875,11.812559,7.0,,5.1875
1998-03-20,,6.54689757,,44.125,0.41666333,16.027938,14.563633,8.92606,16.75,1.96875,43.875,,4.734375,44.28125,7.402852,,,,,15.966108,23.0625,11.770892,6.984375,,5.125
1998-03-23,,6.53398456,,44.375,0.41666333,16.500165,14.479693,8.407534,16.75,1.992188,43.5625,,4.851563,43.84375,7.666743,,,,,15.787444,23.125,11.750059,7.125,,5.09375
1998-03-24,,6.61146264,,45.1875,0.41666333,16.500165,14.563633,8.61124,16.875,1.984375,43.5,,4.875,43.53125,7.583409,,,,,16.031077,22.90625,11.770892,7.125,,4.921875
1998-03-25,,6.52107155,,45.1875,0.42013551,16.333497,14.983335,8.740872,16.71875,2.023438,43.0625,,4.6875,43.0,7.43063,,,,,15.884897,23.875,11.750059,7.0,,4.96875
1998-03-26,,6.59854963,,44.875,0.41666333,16.666833,15.193185,8.518646,16.625,2.03125,42.5,,4.664063,43.3125,7.472297,,,,,15.25145,23.5,11.770892,7.0,,4.890625
1998-03-27,,6.62437565,,45.0625,0.41666333,16.777946,15.21417,8.555684,16.5625,2.046875,42.25,,4.5625,42.0,7.375074,,,,,15.072786,23.5,11.833393,7.125,,4.9375
1998-03-30,,6.5727236,,44.75,0.41666333,16.500165,15.298111,8.592721,16.5,2.046875,42.1875,,4.617188,42.53125,7.694521,,,,,14.747941,23.90625,11.833393,6.96875,,5.054688
1998-03-31,,6.68894072,,45.625,0.40277464,17.111282,15.025305,8.759391,16.84375,2.046875,42.75,,4.851563,42.96875,7.944524,,,,,14.325643,23.375,11.791726,6.9375,,5.304688
1998-04-01,,6.74059277,,46.125,0.40277464,17.333507,15.151215,8.796428,16.84375,2.078125,42.375,,4.75,43.65625,7.819523,,,,,14.309401,23.25,11.791726,7.375,,5.203125
1998-04-02,,6.75350578,,45.6875,0.40971899,17.00017,15.151215,8.889022,16.8125,2.105469,42.6875,,4.804688,44.28125,7.847301,,,,,14.260674,23.625,11.708392,7.21875,,5.359375
