datetime,VLO,F,PEG,OXY,FANG,DHI,MSCI,FIS,KMB,KVUE,XEL,VRSK,AME,TTD,TTWO,RMD,YUM,CSGP,CCL,ROK,ETR,CHTR,SYY,MCHP,CAH
1997-08-29,,,,,,,,,,,,,,,5.000025,,,,,,,,,,
1997-09-02,,,,,,,,,,,,,,,5.000025,,,,,,,,,,
1997-09-03,,,,,,,,,,,,,,,5.166693,,,,,,,,,,
1997-09-04,,,,,,,,,,,,,,,4.916691,,,,,,,,,,
1997-09-05,,,,,,,,,,,,,,,4.833358,,,,,,,,,,
1997-09-09,,,,,,,,,,,,,,,5.000025,,,,,,,,,,
1997-09-10,,,,,,,,,,,,,,,4.916691,,,,,,,,,,
1997-09-11,,,,,,,,,,,,,,,4.916691,,,,,,,,,,
1997-09-12,,,,,,,,,,,,,,,5.125026,,,,,,,,,,
1997-09-16,,,,,,,,,,,,,,,4.916691,,,,,,,,,,
1997-09-17,,,,,,,,,,,,,,,4.916691,,,,,,,,,,
1997-09-18,,,,,,,,,,,,,,,5.33336,,,,,,,,,,
1997-09-19,,,,,,,,,,,,,,,5.083359,,,,,,,,,,
1997-09-22,,,,,,,,,,,,,,,5.250026,,,,,,,,,,
1997-09-23,,,,,,,,,,,,,,,5.000025,,,,,,,,,,
1997-09-24,,,,,,,,,,,,,,,5.000025,,,,,,,,,,
1997-09-25,,,,,,,,,,,,,,,5.000025,,,,,,,,,,
1997-09-26,,,,,,,,,,,,,,,5.000025,,,,,,,,,,
1997-09-29,,,,,,,,,,,,,,,5.000025,,,,,,,,,,
1997-09-30,,,,,,,,,,,,,,,5.291693,1.625,,,,,,,,,
1997-10-01,7.47906,16.77087,13.09375,12.470377,,4.339235,,,45.821179,,25.28125,,3.555609,,5.000025,1.59375,5.572669,,23.78125,20.165142,12.65625,,9.34375,6.759361,22.678481
1997-10-02,7.550425,17.207373,13.09375,12.650238,,4.511427,,,46.115659,,25.375,,3.611165,,5.000025,1.59375,5.550198,,24.5,20.256181,12.9375,,9.28125,6.833436,23.057453
1997-10-03,7.693155,17.092504,13.21875,12.860076,,4.563084,,,46.704621,,25.1875,,3.555609,,5.250026,1.609375,5.628845,,24.28125,20.438259,12.9375,,9.484375,7.092699,23.276858
1997-10-06,7.735974,17.460084,13.3125,14.209035,,4.700838,,,46.233452,,25.125,,3.500053,,5.000025,1.59375,5.752432,,24.1875,21.030013,12.65625,,9.5,7.120477,23.496263
1997-10-07,7.707428,17.597927,13.375,14.149081,,4.769715,,,46.940205,,25.25,,3.555609,,5.000025,1.625,5.595139,,23.96875,20.893454,12.40625,,9.515625,7.129737,23.695722
1997-10-08,7.493333,17.73577,13.0625,13.999197,,4.735276,,,47.47027,,24.875,,3.583387,,5.000025,1.59375,5.516492,,23.75,20.711376,12.25,,9.515625,7.092699,23.536155
1997-10-09,7.47906,18.195246,12.9375,13.879289,,4.64918,,,47.234686,,24.96875,,3.500053,,5.000025,1.59375,5.741197,,24.0625,20.438259,12.3125,,9.390625,7.166774,23.436425
1997-10-10,7.47906,18.103351,13.125,13.789359,,4.6664,,,46.999101,,24.9375,,3.518571,,5.166693,1.59375,5.673785,,23.875,20.643097,12.53125,,9.515625,7.111218,23.635884
1997-10-13,7.407695,18.333089,13.21875,13.909266,,4.614742,,,47.234686,,25.03125,,3.583387,,5.166693,1.625,5.763667,,23.9375,20.711376,12.625,,9.546875,6.842695,23.276858
1997-10-14,7.421968,18.21822,13.25,13.819336,,4.614742,,,46.763517,,25.1875,,3.53709,,5.250026,1.625,5.729962,,23.875,20.984493,12.6875,,9.4375,6.555654,23.276858
1997-10-15,7.536152,18.057403,13.125,13.549544,,4.614742,,,46.999101,,25.34375,,3.555609,,5.250026,1.609375,5.707491,,23.875,20.938974,12.6875,,9.703125,6.666767,22.997616
1997-10-16,7.493333,17.620901,13.125,13.789359,,4.44255,,,46.940205,,25.25,,3.527831,,5.083359,1.625,5.707491,,24.03125,20.984493,12.71875,,9.734375,6.222316,23.057453
1997-10-17,7.222146,17.437111,13.09375,13.789359,,4.322016,,,46.174556,,25.09375,,3.555609,,5.083359,1.59375,5.606374,,23.4375,19.937544,12.8125,,9.671875,6.370466,22.698427
1997-10-20,7.136508,17.551979,13.125,13.879289,,4.494208,,,46.527932,,25.3125,,3.509312,,5.083359,1.59375,5.797373,,23.125,20.028583,12.78125,,9.9375,6.203797,23.795451
1997-10-21,6.851048,17.827665,13.21875,13.96922,,4.580304,,,49.119361,,25.46875,,3.564868,,5.083359,1.625,6.033312,,23.5625,20.187902,13.0,,9.953125,6.222316,23.536155
1997-10-22,6.893867,17.529006,13.0625,14.119104,,4.614742,,,48.765985,,25.28125,,3.53709,,5.083359,1.625,5.932196,,24.125,19.983064,12.875,,9.890625,6.092684,24.413774
1997-10-23,6.779682,17.207373,12.9375,13.939243,,4.425331,,,48.589296,,25.03125,,3.481534,,5.083359,1.625,5.932196,,24.3125,19.823746,12.78125,,9.875,6.074165,23.815397
1997-10-24,6.950959,17.06953,13.03125,14.029174,,4.597523,,,49.943907,,25.28125,,3.509312,,5.083359,1.625,5.932196,,24.40625,19.277512,12.8125,,9.8125,5.833421,23.396534
1997-10-27,6.494222,16.173552,12.96875,13.249775,,4.408112,,,48.059231,,24.75,,3.342643,,4.500023,1.671875,5.595139,,22.875,17.911926,12.25,,9.53125,5.38897,21.900592
1997-10-28,6.665498,16.541133,12.96875,13.369683,,4.253139,,,48.648192,,25.4375,,3.314865,,4.895858,1.71875,5.561433,,24.1875,17.934686,12.375,,9.703125,5.759346,22.917832
1997-10-29,6.851048,16.77087,13.0,13.48959,,4.476988,,,49.001569,,25.09375,,3.361162,,4.583356,1.71875,5.449081,,24.09375,17.843647,12.4375,,9.609375,5.888977,22.359347
1997-10-30,6.836774,16.127604,12.875,13.309729,,4.201482,,,48.177023,,24.875,,3.416718,,4.708357,1.703125,5.303023,,23.9375,17.752608,12.40625,,9.65625,5.703789,22.758265
1997-10-31,6.879594,16.058683,12.96875,13.339706,,4.132605,,,48.942673,,25.1875,,3.490793,,4.500023,1.75,5.449081,,24.25,17.843647,12.1875,,10.0,5.907496,23.695722
1997-11-03,6.979505,17.023582,13.0,13.639474,,4.287577,,,49.943907,,25.65625,,3.53709,,4.708357,1.71875,5.482787,,24.5625,18.207803,12.375,,10.03125,5.972312,23.935073
1997-11-04,7.093689,17.06953,13.1875,13.639474,,4.322016,,,49.826115,,25.5,,3.490793,,4.500023,1.726563,5.415375,,24.8125,18.116764,12.34375,,10.09375,5.990831,23.436425
1997-11-05,6.979505,17.06953,13.15625,13.789359,,4.563084,,,49.354946,,25.40625,,3.546349,,4.500023,1.773438,5.426611,,25.0,17.843647,12.3125,,10.125,6.009349,23.895181
1997-11-06,6.836774,17.000608,13.125,13.909266,,4.6664,,,49.119361,,25.4375,,3.53709,,4.708357,1.75,5.685021,,24.96875,17.456731,12.21875,,10.109375,5.648233,24.154478
1997-11-07,6.993778,16.816818,13.125,13.699428,,4.494208,,,48.059231,,25.53125,,3.509312,,4.916691,1.757813,5.752432,,24.65625,16.364263,11.71875,,10.0,5.592676,23.715668
1997-11-10,7.065143,16.633028,13.1875,13.819336,,4.270358,,,48.883777,,25.5,,3.509312,,4.500023,1.796875,6.078253,,24.78125,16.751179,12.03125,,10.078125,5.370451,23.635884
1997-11-11,7.022324,16.58708,13.3125,14.029174,,4.545865,,,47.764751,,25.71875,,3.481534,,4.708357,1.820313,6.022077,,24.9375,16.61462,12.09375,,10.203125,5.53712,23.576047
1997-11-12,6.993778,15.874892,13.28125,13.879289,,4.425331,,,47.057997,,26.03125,,3.472274,,4.66669,1.796875,5.89849,,24.53125,16.478062,12.28125,,10.15625,5.370451,23.197075
1997-11-13,6.965232,15.760023,13.40625,13.759382,,4.545865,,,47.116893,,26.0,,3.509312,,4.583356,1.921875,6.022077,,24.375,16.364263,12.1875,,10.421875,5.194522,23.396534
1997-11-14,6.950959,15.943814,13.53125,13.789359,,4.528646,,,47.057997,,26.40625,,3.500053,,4.72919,1.914063,6.336663,,24.3125,16.66014,12.0625,,10.21875,5.509342,23.256912
1997-11-17,6.979505,16.127604,13.71875,13.789359,,4.6664,,,47.705855,,26.78125,,3.546349,,4.500023,1.90625,6.347899,,25.09375,17.297413,12.375,,10.453125,5.574158,23.915127
1997-11-18,6.979505,16.081657,13.78125,13.819336,,4.683619,,,47.646958,,26.59375,,3.53709,,4.500023,1.898438,6.078253,,24.84375,16.63738,12.28125,,10.265625,5.370451,24.473612
1997-11-19,6.965232,15.668128,14.0625,13.879289,,4.838591,,,47.823647,,26.8125,,3.518571,,4.583356,1.9375,6.111959,,24.75,17.160854,12.25,,10.625,5.342673,24.43372
1997-11-20,7.207873,15.73705,14.15625,14.239012,,4.924687,,,48.883777,,27.09375,,3.490793,,4.833358,1.890625,6.134429,,25.15625,17.251893,12.53125,,10.953125,5.490823,24.453666
1997-11-21,7.1936,15.760023,14.28125,14.388896,,5.131318,,,50.65066,,27.09375,,3.500053,,4.812524,1.890625,6.201841,,25.65625,17.57053,12.6875,,11.09375,5.463045,24.812692
1997-11-24,7.065143,15.691102,14.28125,14.298966,,4.838591,,,47.411374,,27.1875,,3.453756,,4.500023,1.898438,6.022077,,25.625,17.229134,12.71875,,11.140625,5.407489,24.573341
1997-11-25,6.936686,15.622181,14.53125,14.388896,,4.752495,,,48.824881,,27.5,,3.490793,,4.250021,1.875,5.887255,,25.5,17.456731,12.625,,11.234375,5.064891,24.513504
1997-11-26,7.165054,15.599207,14.4375,14.179058,,4.907468,,,48.059231,,27.40625,,3.527831,,4.333355,1.875,5.965901,,25.53125,17.707089,12.8125,,11.125,5.129707,24.234261
1997-11-28,7.165054,15.805971,14.59375,14.209035,,4.907468,,,49.060465,,27.4375,,3.518571,,4.333355,1.875,6.078253,,27.03125,17.752608,13.0,,11.140625,5.185263,24.174423
1997-12-01,7.1936,16.311395,14.8125,14.119104,,4.907468,,,49.531634,,27.59375,,3.592646,,4.250021,1.890625,6.111959,,26.0625,18.139524,13.21875,,11.140625,5.426007,24.09464
1997-12-02,7.307784,16.77087,14.71875,14.149081,,5.028002,,,48.883777,,27.28125,,3.611165,,4.333355,1.890625,6.123194,,26.0625,18.002965,13.15625,,11.21875,4.759331,24.014856
1997-12-03,7.364876,16.472211,14.71875,14.268989,,5.320729,,,49.178257,,27.21875,,3.629684,,4.333355,1.875,6.235546,,26.125,17.525011,13.125,,11.3125,4.888962,24.43372
1997-12-04,7.222146,16.58708,14.75,14.298966,,5.269071,,,48.5304,,27.1875,,3.620425,,4.166688,1.875,6.258017,,26.5,17.889167,13.03125,,11.234375,5.07415,24.832638
1997-12-05,7.1936,16.977635,14.75,14.508804,,5.51014,,,47.882543,,27.15625,,3.629684,,4.250021,1.8125,6.224311,,26.65625,18.321602,13.125,,11.09375,5.07415,24.453666
1997-12-08,7.036597,16.885739,14.28125,14.53878,,5.613455,,,47.057997,,27.03125,,3.657462,,4.250021,1.78125,6.201841,,26.75,18.276082,13.21875,,10.890625,5.222301,24.294099
1997-12-09,7.079416,17.000608,14.375,14.478827,,5.579016,,,46.763517,,26.96875,,3.657462,,4.416689,1.828125,6.145665,,26.0625,18.253323,13.21875,,11.0625,5.138966,24.194369
1997-12-10,7.122235,17.529006,14.1875,14.388896,,5.49292,,,46.645724,,27.125,,3.601906,,4.00002,1.78125,5.797373,,26.34375,18.389881,13.4375,,11.046875,4.926,24.054748
1997-12-11,7.107962,17.000608,14.0625,14.328942,,5.28629,,,47.116893,,27.0625,,3.527831,,4.00002,1.78125,5.595139,,26.0,18.230563,13.4375,,11.078125,4.203767,23.715668
1997-12-12,7.122235,17.25332,14.375,14.179058,,5.458482,,,46.351244,,27.34375,,3.527831,,4.00002,1.796875,5.460316,,25.78125,17.911926,13.75,,11.03125,4.370436,23.556101
1997-12-15,7.393422,17.299268,14.75,14.268989,,5.096879,,,46.763517,,27.78125,,3.509312,,4.00002,1.78125,5.426611,,25.59375,18.594719,13.71875,,11.1875,4.018579,23.177129
1997-12-16,7.307784,17.827665,14.78125,14.209035,,5.234633,,,46.469036,,27.9375,,3.629684,,4.00002,1.78125,5.527728,,25.96875,19.163713,13.78125,,11.234375,4.14821,23.037507
1997-12-17,7.307784,17.988482,14.84375,14.149081,,5.372386,,,45.291114,,28.25,,3.611165,,3.833352,1.8125,5.460316,,25.59375,19.095434,13.8125,,11.328125,3.990801,23.615938
1997-12-18,7.350603,17.414137,14.84375,14.029174,,5.303509,,,44.819945,,28.34375,,3.666722,,3.833352,1.78125,5.370435,,25.1875,18.890596,13.875,,11.78125,4.240804,23.157183
1997-12-19,7.364876,16.862766,14.96875,13.999197,,4.6664,,,44.58436,,28.59375,,3.703759,,3.916686,1.765625,5.359199,,25.375,18.708518,13.9375,,11.625,4.231545,22.598698
1997-12-22,7.136508,17.000608,15.375,14.089127,,4.700838,,,45.585594,,28.59375,,3.740797,,3.583351,1.75,5.359199,,25.75,18.890596,14.3125,,11.515625,4.518586,22.339401
1997-12-23,7.093689,17.023582,15.40625,13.849313,,4.563084,,,45.291114,,29.03125,,3.731537,,3.833352,1.75,5.100789,,26.6875,18.50368,14.3125,,11.140625,4.30562,22.937778
1997-12-24,7.05087,17.023582,15.28125,13.759382,,4.545865,,,45.173322,,29.03125,,3.722278,,3.666685,1.757813,5.168201,,26.46875,18.344362,14.53125,,11.03125,4.222286,22.798157
1997-12-26,7.008051,17.184399,15.375,13.789359,,4.563084,,,45.173322,,29.03125,,3.740797,,3.666685,1.78125,5.089554,,26.5,18.640238,14.46875,,11.203125,4.166729,22.578752
1997-12-29,7.05087,17.276294,15.4375,13.96922,,4.64918,,,45.35001,,29.375,,3.925985,,3.33335,1.757813,5.100789,,26.875,18.822317,14.875,,11.125,4.092654,23.157183
1997-12-30,7.022324,18.011455,15.625,13.999197,,4.821372,,,46.645724,,29.1875,,4.064876,,3.33335,1.75,5.269318,,27.28125,18.936115,14.96875,,11.125,4.222286,23.675776
1997-12-31,7.179327,17.850639,15.90625,14.059151,,4.786934,,,46.469036,,29.125,,4.00006,,3.416684,1.757813,5.224377,,27.6875,19.027154,14.96875,,11.390625,4.444511,23.974964
1998-01-02,7.150781,17.73577,15.90625,13.96922,,4.700838,,,46.940205,,28.9375,,3.916725,,3.416684,1.75,5.235612,,27.1875,19.573388,14.875,,11.171875,4.444511,24.393828
1998-01-05,7.150781,17.827665,15.65625,13.819336,,4.614742,,,46.174556,,28.6875,,3.907466,,3.416684,1.75,5.078319,,27.5,19.277512,14.5625,,11.125,4.722293,24.812692
1998-01-06,6.90814,17.529006,15.4375,13.309729,,4.769715,,,45.467802,,28.28125,,4.00006,,3.666685,1.75,4.86485,,27.0,19.505109,14.34375,,11.265625,4.490808,24.732908
1998-01-07,6.851048,17.322242,15.375,13.249775,,4.907468,,,46.41014,,28.0,,3.888947,,4.083354,1.75,4.853615,,27.75,18.936115,14.25,,11.578125,4.101913,24.493558
1998-01-08,6.851048,16.564106,15.59375,12.92003,,4.976345,,,45.762283,,28.0625,,3.907466,,4.00002,1.765625,4.662616,,27.8125,18.52644,14.25,,11.359375,3.944504,23.695722
1998-01-09,6.565587,16.081657,15.5,12.470377,,4.838591,,,44.761049,,27.78125,,3.833391,,3.916686,1.75,4.673851,,26.625,17.752608,13.9375,,11.0625,3.879688,22.63859
1998-01-12,6.322946,16.633028,15.6875,12.380446,,5.010783,,,47.116893,,28.03125,,3.759316,,3.916686,1.78125,4.696321,,26.59375,17.820887,14.28125,,11.21875,3.777834,23.017562
1998-01-13,6.422857,17.322242,15.59375,12.740168,,5.200194,,,49.237154,,28.03125,,3.870428,,3.833352,1.78125,4.696321,,26.25,18.435401,14.34375,,11.15625,3.740797,22.917832
1998-01-14,6.465676,17.827665,15.59375,12.860076,,5.337948,,,48.294816,,27.90625,,3.925985,,3.750019,1.78125,4.696321,,26.5,18.549199,14.25,,11.28125,4.092654,22.678481
1998-01-15,6.479949,17.873613,15.53125,12.950007,,5.337948,,,47.823647,,27.46875,,3.814872,,4.00002,1.78125,4.808674,,26.5,18.799557,13.90625,,11.25,4.111173,22.63859
1998-01-16,6.422857,18.011455,15.625,13.099891,,5.372386,,,48.942673,,27.5625,,3.925985,,3.916686,1.796875,4.842379,,27.125,18.936115,14.0,,11.34375,3.240789,22.658535
1998-01-20,6.594133,17.873613,15.78125,13.00996,,5.579016,,,49.826115,,27.59375,,3.916725,,3.916686,1.835938,4.988437,,27.5,19.254752,14.125,,11.578125,3.435237,22.818103
1998-01-21,7.079416,18.126324,16.125,12.979983,,5.527359,,,50.002803,,27.625,,3.916725,,3.916686,1.828125,4.921026,,27.4375,19.140953,14.34375,,11.484375,3.38894,22.53886
1998-01-22,7.022324,17.91956,16.125,12.620261,,5.527359,,,50.120595,,27.6875,,4.00006,,3.93752,1.828125,4.876085,,27.625,19.140953,14.3125,,11.640625,3.416718,22.339401
1998-01-23,6.736863,17.643875,15.90625,12.230562,,5.475701,,,49.885011,,27.34375,,4.009319,,4.083354,1.882813,4.808674,,27.65625,19.095434,14.28125,,11.5,3.407459,22.738319
1998-01-26,6.993778,17.73577,15.96875,12.260539,,5.458482,,,49.649426,,27.40625,,3.85191,,4.166688,1.84375,4.786203,,27.875,19.163713,14.25,,11.5,3.393569,23.097345
1998-01-27,7.079416,18.333089,15.6875,12.320492,,5.406825,,,49.354946,,27.0625,,3.907466,,4.333355,1.84375,4.774968,,28.0,19.709947,14.21875,,11.609375,3.37968,23.137237
1998-01-28,7.250692,18.356062,15.46875,12.170608,,5.458482,,,49.826115,,26.8125,,3.963022,,4.166688,1.984375,4.921026,,28.1875,19.687187,14.25,,11.3125,3.38894,24.373882
1998-01-29,7.165054,18.654722,15.53125,12.260539,,5.51014,,,50.002803,,26.84375,,3.990801,,4.00002,1.992188,4.932261,,28.1875,19.914785,14.5,,11.390625,3.444496,24.892476
1998-01-30,7.207873,18.746617,15.5,12.230562,,5.441263,,,49.178257,,26.8125,,3.861169,,4.416689,2.023438,4.909791,,27.90625,20.34722,14.3125,,11.1875,3.421348,24.712963
1998-02-02,7.264965,19.06825,15.65625,12.260539,,5.527359,,,51.062933,,27.03125,,3.861169,,4.333355,2.078125,5.010908,,28.1875,20.278941,14.46875,,11.484375,3.805613,25.371177
1998-02-03,7.421968,18.930407,15.625,12.380446,,5.630674,,,51.121829,,26.96875,,3.935244,,4.541689,2.0,4.965967,,27.75,20.415499,14.53125,,11.59375,3.963022,25.710257
1998-02-04,7.379149,18.861486,15.5,12.410423,,5.768427,,,51.357414,,26.65625,,3.990801,,4.66669,2.03125,5.100789,,27.8125,20.734136,14.5,,11.78125,4.018579,24.932367
1998-02-05,7.550425,18.40201,15.65625,12.410423,,5.9234,,,52.064167,,26.625,,3.990801,,4.66669,2.078125,5.033378,,27.96875,21.030013,14.46875,,11.78125,3.824131,24.553395
1998-02-06,7.536152,18.907433,15.875,12.53033,,5.854523,,,51.710791,,26.8125,,4.00006,,4.583356,2.094751,5.156965,,28.28125,21.758325,14.5,,11.796875,3.763945,25.251502
1998-02-09,7.593244,19.343936,15.8125,12.380446,,5.906181,,,51.121829,,26.96875,,4.055616,,4.916691,2.125,5.078319,,28.53125,21.940403,14.28125,,11.78125,3.713019,25.11188
1998-02-10,7.735974,19.389883,15.9375,12.4404,,6.009496,,,50.827349,,27.0,,4.037098,,4.916691,2.063476,5.112025,,28.75,21.644526,14.375,,11.828125,3.759316,25.790041
1998-02-11,7.721701,19.481778,15.875,12.380446,,5.957839,,,50.061699,,26.8125,,4.018579,,4.833358,2.0625,5.067084,,29.28125,21.621766,14.34375,,12.078125,3.750056,25.949608
1998-02-12,7.793067,19.757464,15.875,12.350469,,6.009496,,,50.827349,,26.875,,4.037098,,5.250026,2.109375,4.943496,,28.6875,21.667286,14.28125,,11.90625,3.703759,26.149067
1998-02-13,7.764521,19.711516,15.875,12.380446,,6.009496,,,51.357414,,26.9375,,4.018579,,5.000025,2.117188,4.898555,,28.59375,21.394169,14.40625,,11.890625,3.68524,25.9895
1998-02-17,7.564698,20.193966,16.0,12.470377,,6.13003,,,51.239622,,27.125,,3.981541,,4.750024,2.125,4.797438,,28.21875,21.394169,14.34375,,11.8125,3.6945,25.670365
1998-02-18,7.80734,19.987202,15.9375,12.53033,,6.302222,,,52.240856,,27.21875,,4.037098,,4.66669,2.125,4.696321,,28.75,21.826604,14.46875,,12.015625,3.703759,26.009446
1998-02-19,7.935797,19.987202,15.75,12.050701,,6.267784,,,52.181959,,26.9375,,4.018579,,4.66669,2.125,4.86485,,28.8125,21.621766,14.46875,,11.875,3.833391,25.969554
1998-02-20,8.007162,20.308835,15.84375,12.140631,,6.198907,,,51.828583,,27.34375,,4.018579,,4.833358,2.078125,4.808674,,28.75,21.849364,14.46875,,12.0,3.759316,25.750149
1998-02-23,8.007162,20.331809,16.125,12.020724,,6.302222,,,51.651894,,27.125,,4.027838,,4.66669,2.0625,4.786203,,28.6875,21.803844,14.46875,,12.0,3.796353,27.44555
1998-02-24,8.007162,20.079097,16.0,12.050701,,6.285003,,,51.239622,,27.125,,4.018579,,4.66669,2.063476,4.876085,,28.53125,20.916214,14.5,,11.578125,3.703759,25.470907
1998-02-25,8.049981,20.423704,16.09375,11.930793,,6.198907,,,51.887479,,27.3125,,4.018579,,4.750024,2.070313,4.853615,,29.0625,21.803844,14.5,,11.765625,3.703759,25.969554
1998-02-26,8.221257,20.40073,16.03125,12.050701,,6.250565,,,52.712024,,27.40625,,4.037098,,4.541689,2.085938,5.022143,,29.28125,21.690046,14.5,,11.6875,3.648203,26.109175
1998-02-27,8.107073,20.791285,16.125,12.260539,,6.422757,,,52.47644,,27.46875,,3.981541,,4.750024,2.125,5.12326,,29.4375,22.031442,14.46875,,11.765625,3.583387,26.129121
1998-03-02,8.321168,20.88318,16.0625,12.230562,,6.336661,,,52.888713,,27.53125,,4.027838,,4.750024,2.085938,5.291788,,29.6875,21.485208,14.46875,,12.09375,3.592646,26.069283
1998-03-03,8.221257,21.664289,16.1875,12.410423,,6.336661,,,53.53657,,27.625,,4.027838,,4.750024,2.109375,5.303023,,29.6875,21.075532,14.4375,,12.265625,3.421348,25.21161
1998-03-04,8.007162,21.388603,16.15625,12.53033,,6.388318,,,53.889947,,27.6875,,4.018579,,4.541689,2.109375,5.392905,,30.0,21.439688,14.53125,,12.234375,3.463015,25.470907
1998-03-05,7.892978,21.273734,16.21875,12.590284,,6.35388,,,53.300986,,27.6875,,3.963022,,4.750024,2.0625,5.392905,,30.25,21.30313,14.40625,,12.0625,3.435237,25.071989
1998-03-06,7.793067,22.03187,16.25,12.380446,,6.319441,,,54.066635,,28.09375,,3.981541,,4.66669,2.070313,5.303023,,30.90625,21.712805,14.0,,12.359375,3.38894,25.530744
1998-03-09,7.750247,21.802132,16.25,12.140631,,6.250565,,,54.184427,,28.3125,,4.009319,,4.750024,2.023438,5.168201,,31.4375,21.121052,14.1875,,12.484375,3.185233,25.849878
1998-03-10,7.864432,22.100791,16.3125,12.470377,,6.181688,,,55.303454,,28.75,,4.064876,,4.583356,2.03125,5.246847,,31.0,21.052772,14.21875,,12.390625,3.277827,26.508093
1998-03-11,7.964343,21.710236,16.3125,12.650238,,6.13003,,,55.539038,,28.71875,,4.111173,,4.583356,2.03125,5.336729,,30.375,21.690046,14.09375,,12.375,3.416718,26.887065
1998-03-12,8.007162,21.089944,16.375,12.950007,,6.336661,,,53.831051,,28.71875,,4.166729,,5.125026,2.0625,5.347964,,30.75,21.621766,13.90625,,12.4375,3.509312,27.425604
1998-03-13,7.992889,21.793516,16.21875,13.039937,,6.336661,,,47.764751,,28.8125,,4.296361,,5.208359,2.054688,5.336729,,30.46875,21.781085,13.875,,12.34375,3.472274,27.305929
1998-03-16,7.95007,22.123765,16.375,13.339706,,6.457195,,,47.411374,,28.9375,,4.370436,,5.166693,2.0625,5.359199,,30.3125,22.122481,13.90625,,12.40625,3.472274,27.425604
1998-03-17,7.650336,22.514319,16.96875,13.279752,,6.405537,,,46.704621,,28.78125,,4.342658,,5.000025,2.0625,5.370435,,31.59375,21.621766,14.15625,,12.75,3.38894,27.365766
1998-03-18,7.793067,22.606214,17.125,13.549544,,6.319441,,,47.293582,,28.75,,4.379695,,5.166693,2.023438,5.246847,,31.5625,22.031442,14.03125,,12.75,3.370421,26.926957
1998-03-19,7.878705,22.950821,17.4375,13.549544,,6.14725,,,47.116893,,28.75,,4.388955,,5.166693,2.0625,5.314258,,32.71875,19.823746,14.0625,,12.796875,3.314865,26.687606
1998-03-20,7.978616,23.387323,18.125,14.029174,,6.061154,,,46.940205,,29.375,,4.370436,,5.416694,2.03125,5.505257,,33.28125,19.846505,14.5,,12.921875,3.259308,27.166307
1998-03-23,8.007162,23.180559,18.4375,14.268989,,5.820085,,,47.057997,,29.40625,,4.342658,,5.375027,2.023438,5.370435,,33.125,19.573388,14.53125,,13.15625,3.324124,27.645009
1998-03-24,7.707428,23.341376,18.53125,14.298966,,5.785647,,,47.47027,,29.625,,4.388955,,5.416694,2.0,5.505257,,33.125,19.914785,14.53125,,13.0,3.342643,27.78463
1998-03-25,7.707428,23.318402,18.59375,14.149081,,5.820085,,,47.17579,,29.59375,,4.388955,,5.416694,1.90625,5.494022,,33.8125,20.529298,14.53125,,12.9375,3.333383,27.645009
1998-03-26,7.707428,23.708957,18.84375,14.089127,,6.009496,,,46.763517,,29.28125,,4.388955,,5.250026,1.953125,5.40414,,33.84375,20.643097,14.5,,13.0,3.287086,27.844468
1998-03-27,7.693155,23.915721,18.65625,14.209035,,5.975058,,,46.822413,,28.96875,,4.370436,,5.166693,2.1875,5.40414,,32.90625,20.938974,14.53125,,13.25,3.213011,27.764684
1998-03-30,7.721701,23.525166,18.625,14.059151,,5.854523,,,47.234686,,29.0625,,4.351917,,5.125026,2.1875,5.314258,,33.90625,20.893454,14.71875,,13.0,3.26168,27.664955
1998-03-31,7.62179,23.823826,18.875,13.999197,,5.871743,,,47.234686,,29.5,,4.435252,,5.33336,2.21875,5.40414,,34.875,20.893454,14.875,,12.8125,3.111158,28.143656
1998-04-01,8.021435,23.456245,18.625,13.879289,,5.682332,,,47.116893,,29.375,,4.416733,,5.291693,2.21875,5.66255,,35.6875,20.756896,14.75,,13.0625,3.129677,29.061167
1998-04-02,8.021435,23.272454,18.84375,13.909266,,5.9234,,,48.000335,,29.75,,4.435252,,5.33336,2.328125,5.651315,,36.0,20.802415,14.6875,,13.09375,3.833391,29.599707
1998-04-03,7.964343,23.984642,18.71875,13.819336,,6.043934,,,47.293582,,29.75,,4.416733,,5.33336,2.34375,5.797373,,37.0,20.825175,14.53125,,12.96875,3.675981,29.878949
1998-04-06,7.921524,23.915721,18.625,13.849313,,5.975058,,,47.47027,,29.5,,4.398214,,5.33336,2.367188,5.651315,,37.90625,20.643097,14.59375,,12.75,3.629684,29.918841
1998-04-07,7.80734,24.076537,18.4375,13.909266,,5.820085,,,46.999101,,29.3125,,4.324139,,5.166693,2.359375,5.460316,,35.84375,20.574818,14.4375,,12.59375,3.564868,29.918841
1998-04-08,7.721701,24.523751,18.25,13.849313,,5.906181,,,45.880075,,29.125,,4.277842,,5.416694,2.367188,5.40414,,35.75,20.278941,14.5625,,12.5625,3.6945,29.180843
1998-04-09,7.735974,25.832603,18.40625,13.909266,,5.992277,,,45.64449,,29.21875,,4.407474,,5.166693,2.359375,5.527728,,34.875,20.39274,14.46875,,12.4375,3.666722,29.659544
1998-04-13,7.735974,26.487029,18.03125,13.849313,,6.009496,,,45.232218,,29.0,,4.370436,,5.166693,2.359375,5.505257,,35.0,20.32446,14.15625,,12.40625,3.703759,29.539869
