datetime,IRM,IP,AVB,KEYS,DTE,FITB,HUM,ROL,K,AWK,HPE,GIS,IT,AEE,PPL,SYF,MTD,WRB,VRSN,ADM,VLTO,TDY,LULU,EQR,PPG
2001-04-19,10.654978,35.930058,44.0,,35.480362,53.33,9.0,1.126682,24.565444,,,19.855005,7.93,41.82001,23.781637,,43.39999,2.45821456,51.36,11.304751,,13.35,,26.175005,26.32
2001-04-20,10.563118,35.173912,43.58,,35.522904,52.99001,9.05,1.074006,23.674041,,,19.065,7.75,41.57001,24.013607,,42.56,2.41139187,50.92,11.104751,,13.3,,26.275,26.425005
2001-04-23,10.320155,35.509969,43.46001,,35.710091,51.75999,8.71,1.059374,24.208888,,,18.99,7.9,41.99001,24.797673,,41.25,2.34466851,46.89999,10.47618,,13.25,,26.254995,26.39
2001-04-24,10.497932,34.893874,44.39999,,35.948328,52.2,8.95,1.027183,23.627115,,,18.769995,7.9,41.75,25.238413,,41.25,2.27384914,41.92999,10.67618,,13.3,,25.585,26.435
2001-04-25,10.518676,35.22994,44.45,,36.041921,52.17,9.44,1.065226,23.89924,,,18.824995,7.97,41.92,25.400797,,43.39999,2.32769516,46.60001,10.809513,,13.14,,26.025,26.699995
2001-04-26,10.548309,35.846025,45.14999,,36.373752,52.48,9.5,1.079859,23.908623,,,19.4,7.96,42.12,25.957527,,43.27,2.40261253,46.22,11.190465,,13.3,,26.375,27.17
2001-04-27,10.563118,36.163431,45.36,,35.99087,53.92,10.09,1.106196,23.92739,,,19.495005,8.08,42.08,25.813705,,43.28999,2.40846454,51.91,11.476179,,13.25,,26.550005,26.855005
2001-04-30,10.711269,36.574148,45.39999,,35.667548,53.75999,9.88,1.09215,23.92739,,,19.705,8.0,41.97,25.516783,,44.25,2.37159185,51.28,11.342846,,13.15,,26.245005,26.574995
2001-05-01,11.170538,36.872874,45.52,,35.99087,53.89999,10.05,1.109709,24.011839,,,19.894995,8.28,41.99001,25.243057,,43.89999,2.39441786,52.55,11.380941,,13.15,,26.155,26.574995
2001-05-02,11.591285,36.378124,45.03999,,35.157048,53.95,9.91,1.113805,24.002456,,,20.195,8.3,41.67,24.5889,,45.2,2.40963587,59.39999,11.323798,,13.14,,25.699995,27.04
2001-05-03,11.407579,35.472638,45.2,,34.969861,53.67,9.6,1.091564,23.739724,,,19.99,8.1,40.78999,24.728082,,45.2,2.36047118,56.49001,11.095227,,12.9,,25.885,27.025
2001-05-04,11.511287,35.986058,45.17,,35.488879,54.12,9.31,1.136046,24.152598,,,20.339995,8.2,41.53999,24.918303,,45.7,2.42602388,57.03999,11.666655,,13.3,,25.58,27.57
2001-05-07,11.532025,35.37928,45.0,,35.676048,53.53999,9.02,1.117903,24.199496,,,20.269995,7.93,41.53999,24.885822,,47.0,2.40436787,55.52,11.961893,,13.25,,25.589995,27.365
2001-05-08,11.540914,35.155252,45.03999,,35.480362,53.64999,9.4,1.094491,24.124448,,,20.480005,7.96,41.22,24.779116,,46.32001,2.41431787,58.25,12.38094,,13.74,,25.39,27.464995
2001-05-09,11.819437,35.472638,44.71001,,36.075947,53.81,9.7,1.074006,24.021232,,,20.300005,8.01,41.39999,24.992529,,46.57001,2.39383253,54.95,12.047607,,14.87,,25.435,27.56
2001-05-10,11.914256,35.87403,44.39999,,36.135515,54.74001,9.28,1.089809,24.171346,,,20.0,8.0,41.28999,25.108514,,46.42,2.36105651,53.39,12.095226,,15.44,,25.39,27.879995
2001-05-11,11.866845,34.865879,44.28999,,36.229108,54.64,9.29,1.065226,24.105672,,,19.915,8.03,41.14999,25.256975,,45.56,2.33940117,52.53999,12.076178,,15.7,,25.495005,27.69
2001-05-14,11.724623,34.912535,44.14999,,35.956828,56.00999,9.34,1.061129,23.92739,,,20.03,8.31,41.78999,25.980724,,45.7,2.3317925,51.36,11.847607,,15.53,,25.89,28.19
2001-05-15,11.914256,35.192591,44.35001,,35.863235,56.48,9.58,1.062299,23.81479,,,19.99,8.28,41.77,26.259094,,45.64999,2.31189249,51.53999,11.857131,,16.21001,,25.865,28.39
2001-05-16,11.843141,37.199605,44.41,,36.297176,58.24001,9.58,1.109123,24.593612,,,20.300005,8.49,42.64999,27.168414,,46.39,2.34115717,55.47,12.047607,,17.95,,26.125,29.61
2001-05-17,12.029813,38.133096,45.14,,36.552439,57.63,9.45,1.087467,23.92739,,,19.975,8.5,42.84,27.12666,,47.39999,2.31774583,58.0,11.857131,,17.59,,26.24,29.555
2001-05-18,12.222406,37.619666,45.58,,36.918295,57.78999,9.42,1.071079,23.767874,,,20.07,8.5,42.92,27.785456,,50.0,2.3247685,60.74001,12.238083,,17.71001,,26.410005,29.495005
2001-05-21,12.097959,37.787695,45.53,,37.471337,57.92,9.52,1.123755,24.678053,,,20.445,8.86,43.3,28.226201,,50.85001,2.32886516,67.66,12.523797,,17.99001,,26.5,29.769995
2001-05-22,12.077215,36.602171,45.67,,37.513888,58.63,9.59,1.11205,24.405928,,,20.735,9.1,43.25,28.750455,,51.3,2.24750979,66.00999,12.399988,,19.39999,,26.615,29.65
2001-05-23,11.878697,36.686176,46.39999,,38.041423,58.84,9.26,1.088053,24.171346,,,20.879995,9.11,44.08,28.86644,,48.5,2.24165779,61.97,12.599987,,17.89999,,26.735,29.074995
2001-05-24,11.890549,35.883374,46.62,,37.777643,58.75,9.72,1.081614,24.490396,,,21.22,8.97,44.60001,28.291153,,48.22,2.3382305,64.95,12.619035,,17.5,,26.835,27.925005
2001-05-25,11.946849,35.416629,46.78999,,37.139507,58.60001,9.35,1.083956,24.44347,,,21.1,8.82,44.3,27.71587,,48.5,2.33530317,62.47,12.571416,,17.50999,,26.800005,27.89
2001-05-29,11.84907,36.406129,46.44,,37.139507,58.78,9.41,1.082785,24.743736,,,21.275,9.0,44.36,27.233366,,46.95,2.47577324,58.05,12.428559,,17.05,,26.675005,28.115
2001-05-30,12.006106,35.425964,46.03,,36.909786,58.60001,9.4,1.089809,24.546687,,,21.199995,8.8,44.49001,27.418947,,44.3,2.48455258,55.21001,12.628559,,16.55,,26.54,27.745005
2001-05-31,12.180923,35.706011,46.33,,38.049923,58.87,9.55,1.103271,25.072151,,,21.18,9.1,44.60001,27.701952,,44.89999,2.54600794,56.5,12.85713,,16.5,,26.824995,27.800005
2001-06-01,12.201662,36.648827,46.10001,,38.058431,59.46001,9.61,1.09332,24.978318,,,21.324995,9.16,44.17999,27.790091,,46.2,2.5343026,56.24001,12.723797,,16.49001,,26.875,27.39
2001-06-04,12.252039,36.73286,46.5,,37.701075,60.58,9.9,1.113805,24.940785,,,21.4,9.21,44.28999,27.637,,47.81,2.58112596,54.3,12.676178,,16.82001,,26.9,27.545
2001-06-05,12.192773,37.218266,46.60001,,37.743617,60.98,10.71,1.126682,25.081534,,,21.475,9.85,43.77,26.676636,,47.21001,2.58522263,56.60001,12.847606,,16.8,,26.985,27.745005
2001-06-06,12.195738,37.012888,46.67999,,37.182058,60.28999,10.47,1.112634,25.044001,,,21.455,9.75,42.78,26.351877,,45.97,2.59809863,54.09,12.819035,,17.24001,,27.115,27.595
2001-06-07,12.358707,37.162256,46.7,,37.045913,60.22,10.2,1.105611,24.968935,,,21.555,9.9,42.39999,26.259094,,46.12,2.57936996,58.75,13.019035,,17.00999,,27.15,27.685
2001-06-08,12.414998,36.667506,46.55,,37.352219,59.92999,10.26,1.099758,24.781269,,,21.46,10.04,42.89999,26.48642,,45.0,2.56707862,55.66,12.961892,,16.81,,27.1,27.375
2001-06-11,12.252039,35.958053,46.42999,,38.11799,59.60001,9.99,1.109123,25.090927,,,21.4,9.75,43.21001,26.931804,,45.03,2.55712861,53.91,13.038082,,16.64999,,27.644995,27.085
2001-06-12,12.293521,35.827365,46.34,,38.773152,59.59,9.86,1.098588,25.381799,,,21.42,10.4,43.58,27.451419,,42.53,2.54600794,57.95,13.33332,,17.24001,,27.975,27.045
2001-06-13,12.195738,35.911379,46.50999,,38.00738,59.78,10.05,1.105026,25.334883,,,21.355005,10.15,43.09,26.787987,,43.12,2.56181061,54.00999,13.342844,,17.64,,28.0,27.144995
2001-06-14,12.358707,34.539148,46.37,,37.199075,59.39999,9.95,1.078103,25.334883,,,21.410005,9.6,41.75,25.53998,,42.2,2.50211125,50.10001,13.142844,,16.60001,,28.089995,26.42
2001-06-15,12.296481,34.539148,46.11,,38.407279,59.45,10.15,1.117903,26.104322,,,21.42,9.57,42.64999,26.092075,,42.41,2.49625791,50.11,13.238082,,16.75,,28.46,26.085
2001-06-18,12.177963,34.128412,45.86,,38.628491,59.03,10.0,1.114976,25.616382,,,21.35,8.96,42.60001,26.351877,,40.98,2.45528856,50.46001,12.952368,,15.81,,28.595,26.019995
2001-06-19,12.177963,33.792355,45.95,,39.394262,59.44,9.79,1.107952,25.972937,,,21.435,9.06,43.14999,27.140578,,39.60001,2.44358256,49.14,12.838082,,15.32,,28.620005,26.445
2001-06-20,12.177963,34.025728,46.5,,39.658025,60.24001,10.09,1.126682,26.704853,,,21.5,9.7,43.2,27.349351,,41.10001,2.41958588,56.36,12.895225,,15.54,,28.54,26.595
2001-06-21,12.370556,33.83903,47.28,,38.415779,62.64999,10.24,1.12317,27.070801,,,21.5,9.65,41.98,24.5889,,42.03999,2.3973452,58.63,13.238082,,15.2,,28.425005,26.365
2001-06-22,12.222406,33.605657,47.14999,,38.602974,61.97,9.85,1.091564,26.836219,,,21.550005,9.5,42.19,25.052841,,42.8,2.37627452,58.53,12.904749,,14.61,,28.175005,25.75
2001-06-25,12.266848,33.045554,46.7,,38.305177,61.75,9.7,1.088639,26.601637,,,21.265,8.25,41.89999,24.542501,,42.8,2.29433381,60.07001,12.999987,,13.75,,28.115,25.625
2001-06-26,12.444631,33.138912,47.06,,39.113483,61.78999,10.04,1.1021,27.136475,,,21.15,8.9,42.32001,24.635298,,41.77,2.33354783,56.69,13.095225,,15.11,,28.495005,25.879995
2001-06-27,12.663897,33.372285,46.52,,39.24111,61.5,10.01,1.125511,26.761143,,,21.4,9.49,42.73,24.380126,,42.88,2.36749518,57.28999,13.142844,,15.25,,28.055,25.980005
2001-06-28,12.862415,33.101582,47.0,,39.139008,61.61,10.54,1.126682,27.117699,,,21.625,9.55,42.75,24.714164,,43.25,2.43187655,56.38,13.266653,,15.3,,28.050005,25.925005
2001-06-29,13.286125,33.32561,46.75,,39.513381,60.05,9.85,1.165311,27.211541,,,21.89,11.0,42.7,25.516783,,43.25,2.42426788,60.00999,12.428559,,15.2,,28.275,26.285005
2001-07-02,12.776488,33.885704,47.53,,39.589957,61.16,10.17,1.178187,27.877764,,,21.875,10.05,43.45,25.679167,,42.84,2.3991012,60.5,12.876178,,14.8,,28.475,26.504995
2001-07-03,12.815007,33.773676,47.57001,,39.564432,61.12,9.97,1.181113,28.06542,,,21.885,10.0,42.64,25.563181,,43.61,2.3909072,58.61,13.009511,,14.85,,28.5,26.31
2001-07-05,12.678706,33.605657,47.52,,39.717576,61.21001,9.72,1.179357,28.056028,,,21.865,10.2,42.8,25.957527,,43.60001,2.34701051,54.11,13.180939,,15.08,,28.475,26.535005
2001-07-06,12.489073,33.250931,47.87,,39.266627,60.09,9.71,1.155946,28.23432,,,21.775,10.0,42.48,25.92969,,43.37,2.3329625,51.19,13.171415,,14.6,,28.245005,25.89
2001-07-09,12.743892,33.923044,47.66,,39.368737,60.34,9.66,1.158873,28.215562,,,21.754995,10.15,42.39,25.887936,,43.35001,2.34993584,51.3,13.190463,,14.58,,27.725,26.43
2001-07-10,12.652042,33.792355,47.5,,39.377245,59.17,9.41,1.114976,27.680706,,,21.79,9.58,42.36,25.841542,,43.96001,2.31774583,52.95,13.199987,,13.6,,27.75,26.074995
2001-07-11,12.560188,34.529822,47.2,,38.926296,59.61,9.5,1.111465,27.737005,,,22.035005,9.05,42.0,25.02036,,43.17999,2.35169118,50.25,13.266653,,13.64,,27.6,26.17
2001-07-12,12.515746,35.472638,47.10001,,38.415779,61.35001,9.85,1.138388,27.887138,,,21.845,9.5,41.7,24.440434,,44.09,2.37159185,56.3,13.285701,,14.0,,27.975,26.824995
2001-07-13,12.589821,36.079398,47.60001,,37.760634,62.84,10.0,1.169994,27.530573,,,21.725,9.48,41.09,24.356929,,43.31,2.37276185,54.48,13.485701,,13.95,,28.199995,26.480005
2001-07-16,12.675746,35.687341,47.05,,37.820194,60.42,9.7,1.15302,27.568106,,,21.75,9.44,40.85001,24.148155,,43.60001,2.36456785,52.3,13.123796,,13.65,,28.199995,26.135
2001-07-17,12.726117,36.406129,47.0,,37.39477,62.78,9.98,1.141314,28.140496,,,21.995005,9.7,40.35001,24.31053,,44.45,2.3903212,55.89,13.142844,,13.4,,28.25,26.175005
2001-07-18,12.681672,37.339619,47.45,,37.301176,62.74001,10.05,1.133705,28.253086,,,22.050005,9.4,40.03,24.565702,,42.17999,2.36105651,49.87,13.114273,,13.18,,28.300005,26.795
2001-07-19,12.607597,37.320949,47.2,,37.39477,62.74001,10.15,1.158873,28.731634,,,21.99,10.98,40.44,24.542501,,43.14,2.30018648,45.53999,13.228558,,13.08,,28.379995,27.324995
2001-07-20,12.613525,37.106247,47.2,,37.011888,62.60001,10.0,1.202769,28.750401,,,22.125,11.05,39.67,22.849119,,43.0,2.26214246,42.95,13.190463,,13.0,,28.300005,27.269995
2001-07-23,12.474264,36.891544,47.17999,,36.16954,62.53,10.06,1.178772,28.14987,,,22.115,10.7,38.60001,21.392343,,43.0,2.28848114,42.89999,12.619035,,12.95,,28.35,26.71
2001-07-24,12.444631,35.537992,47.13,,36.118498,61.14,9.69,1.157117,27.389824,,,22.15,10.5,37.7,20.413426,,41.74001,2.29140648,44.36,12.466654,,13.09,,28.32,25.925005
2001-07-25,12.447591,36.602171,47.64,,36.365252,61.36,9.69,1.173505,28.159244,,,22.6,10.44,38.64999,20.705709,,41.03,2.26916647,47.24001,12.552368,,13.01,,28.370005,26.975
2001-07-26,12.45352,37.134251,47.75,,36.135515,62.09,9.47,1.208622,27.633789,,,22.230005,10.4,39.28999,21.01655,,41.8,2.27501914,47.17,12.428559,,12.99,,28.35,26.9
2001-07-27,12.444631,36.452803,47.81,,36.16104,62.22,9.3,1.202769,27.305383,,,21.85,10.4,39.13,20.923766,,43.60001,2.42426788,54.10001,12.38094,,13.0,,28.315,27.004995
2001-07-30,12.444631,36.8262,47.8,,36.373752,62.12,10.13,1.147167,27.436749,,,21.695,10.85,39.28999,21.113973,,42.7,2.42895055,55.33,12.695225,,13.15,,28.29,26.675005
2001-07-31,12.930564,38.039737,47.85001,,35.948328,63.02,11.15,1.155946,28.215562,,,21.99,11.1,39.28999,20.868089,,42.60001,2.45236123,54.61,12.752368,,13.7,,28.35,27.475
2001-08-01,13.040193,37.75969,48.32001,,36.577964,63.06,10.81,1.147167,28.628408,,,21.824995,10.77,39.73,21.183569,,42.39,2.45528856,55.94,12.552368,,14.01,,28.445,27.315
2001-08-02,13.259458,38.077067,48.75999,,37.292668,63.55,10.53,1.162384,28.731634,,,22.019995,10.47,40.22,21.276357,,41.50999,2.42895055,55.95,12.533321,,14.55,,28.675005,27.74
2001-08-03,12.829822,38.002407,48.99001,,37.590456,63.35001,10.51,1.163555,28.450145,,,21.705,10.6,40.39999,21.062939,,43.2,2.42602388,54.2,12.552368,,14.85,,28.699995,27.71
2001-08-06,12.812047,37.862374,49.17999,,36.926795,62.56,10.45,1.155362,28.074804,,,21.47,10.3,39.52,20.18609,,43.05,2.39617386,53.24001,12.523797,,15.0,,28.885,27.6
2001-08-07,12.563148,37.320949,49.33,,36.918295,63.14,10.45,1.154776,28.14987,,,21.585,10.3,39.66,20.469099,,43.21001,2.37100585,54.75,12.533321,,15.24,,28.769995,27.644995
2001-08-08,12.690561,37.059572,49.48,,35.956828,62.96001,10.45,1.112634,27.962204,,,21.455,9.93,39.11,19.995883,,43.31,2.35520451,51.88,12.571416,,15.01,,28.75,27.095
2001-08-09,12.589821,36.676832,49.38,,36.092972,63.12,10.61,1.103855,28.487668,,,22.074995,9.84,39.58,19.949485,,43.5,2.31481916,50.64999,12.799987,,14.52,,28.675005,26.985
2001-08-10,12.569077,37.1716,49.89999,,36.101472,62.89999,10.6,1.100929,28.168637,,,22.25,9.8,39.96001,19.94485,,43.5,2.28555448,49.35001,12.619035,,14.1,,28.75,27.265
2001-08-13,12.533521,37.199605,49.85001,,36.084464,63.92999,11.07,1.103271,28.23432,,,21.9,10.18,39.64999,19.847417,,44.39999,2.24926579,49.61,12.771416,,14.12,,28.574995,27.385
2001-08-14,12.495002,37.899723,50.0,,35.999379,63.73,11.05,1.127852,28.140496,,,21.935,10.01,39.7,19.833499,,44.50999,2.28145714,48.98,12.866654,,14.46,,28.769995,27.445
2001-08-15,12.622415,38.021067,50.0,,35.956828,64.3,10.85,1.11205,28.750401,,,22.1,9.87,39.45,19.652562,,44.50999,2.28965114,46.07001,12.761892,,14.4,,29.265,27.11
2001-08-16,12.607597,38.739855,50.0,,36.280159,64.36,10.94,1.119658,28.665951,,,22.050005,9.86,39.78,19.833499,,44.56,2.27853047,47.64999,12.904749,,14.5,,29.225,27.04
2001-08-17,12.551299,38.450473,50.0,,36.033421,63.59,10.85,1.119073,29.463521,,,22.15,9.7,39.89999,19.685033,,44.39999,2.27092247,46.64999,13.009511,,14.85,,29.300005,26.625
2001-08-20,12.489073,38.27311,50.24001,,36.399277,63.96001,11.89,1.14424,29.810712,,,22.225,9.81,40.00999,19.7871,,44.39999,2.28321247,44.48,13.33332,,14.99,,29.745005,26.25
2001-08-21,12.681672,38.31044,51.22,,36.748125,63.45,11.75,1.150093,31.058699,,,22.5,9.6,40.55,19.749994,,44.52,2.29901582,43.2,13.380939,,15.2,,30.199995,26.455
2001-08-22,12.340923,37.797039,51.19,,37.33521,64.42999,12.19,1.164725,31.490321,,,22.535005,9.75,40.88,19.856696,,45.39,2.35110651,44.07001,13.761891,,15.7,,30.35,26.735
2001-08-23,12.429816,38.170426,51.89999,,37.241617,62.86,12.08,1.181113,30.495693,,,22.525,9.3,41.3,20.074749,,45.53999,2.3282805,44.00999,13.714272,,15.3,,30.045,26.754995
2001-08-24,12.563148,38.525152,51.05,,37.437312,61.13,12.0,1.220329,30.40185,,,22.425005,9.92,41.23,20.367027,,46.64,2.34232717,47.00999,13.361891,,15.0,,29.685,27.39
2001-08-27,12.533521,38.861209,50.7,,37.445812,59.2,11.94,1.203355,30.814724,,,22.35,9.65,41.52,20.376311,,46.8,2.3265245,47.69,13.666653,,15.25,,30.004995,27.425005
2001-08-28,12.563148,38.366468,51.03999,,37.028905,59.3,11.95,1.147167,30.495693,,,22.265,9.85,41.50999,20.46446,,45.92,2.2662398,44.64,13.523796,,15.5,,29.975,27.035005
2001-08-29,12.577966,38.039737,50.89999,,37.199075,58.21001,12.05,1.153606,30.035902,,,22.025,9.96,41.71001,20.237128,,45.95,2.27794581,38.69,13.476177,,15.5,,29.589995,26.665
2001-08-30,12.589821,37.432978,50.67,,36.926795,58.11,12.15,1.167067,30.589535,,,22.01,9.65,41.66,20.121143,,45.72,2.24048712,39.74001,13.84,,15.15,,29.214995,26.435
2001-08-31,12.637224,37.470308,50.49001,,36.833201,58.3,12.0,1.186967,30.017154,,,22.17,9.95,41.25,20.111869,,45.77,2.22995245,41.05,13.43,,15.43,,29.455,27.06
2001-09-04,12.518706,38.366468,49.89,,37.105481,57.60001,12.04,1.222669,30.26111,,,22.370005,10.07,41.73,19.949485,,45.74001,2.27384914,38.44,13.8,,15.45,,29.370005,27.51
2001-09-05,12.266848,38.25444,49.66,,36.884269,57.36,12.0,1.21506,30.214194,,,22.455,10.15,41.5,19.995883,,45.41,2.29726048,36.45,14.05,,15.0,,29.345,27.435
2001-09-06,12.222406,38.021067,48.87,,37.241617,55.92,11.9,1.197502,30.23296,,,22.555,9.55,41.42999,19.671115,,46.0,2.27150714,34.16,13.65,,14.75,,28.99,27.105005
2001-09-07,12.118697,36.051402,49.19,,37.420295,54.8,11.4,1.155362,30.214194,,,22.625,9.2,41.11,19.833499,,44.25999,2.28965114,38.55,13.21,,14.36,,29.1,25.935
2001-09-10,12.103888,35.32328,48.95,,36.926795,54.86,11.35,1.117903,30.148511,,,22.865,9.9,40.25,19.531942,,43.3,2.27677447,40.08,13.25,,14.38,,29.125,25.44
2001-09-17,12.45352,31.645318,47.35001,,36.807676,53.5,10.9,1.071079,30.31741,,,22.519995,9.3,40.25999,18.604059,,41.25,2.35286251,39.89999,12.52,,17.0,,28.85,22.550005
2001-09-18,12.51278,32.018724,48.12,,37.088464,55.58,10.72,1.039473,30.270484,,,23.199995,9.36,40.64999,17.954536,,42.25,2.37978586,40.32001,12.7,,17.10001,,29.24,22.5
2001-09-19,12.266848,31.869365,47.0,,36.926795,55.61,10.0,0.994407,29.735646,,,23.015,9.7,39.75,17.513792,,39.0,2.3967592,42.89999,12.41,,16.47,,28.625,22.31
2001-09-20,12.177963,30.338441,45.64999,,36.756634,54.25,9.9,0.921831,28.853617,,,22.85,9.31,40.05,17.495239,,37.89999,2.36105651,39.99001,12.43,,17.39999,,28.35,20.964995
2001-09-21,12.044622,30.207752,44.55,,36.416294,53.84,9.5,0.878519,27.023875,,,21.699995,9.6,38.85001,17.165836,,38.39999,2.3300365,38.3,12.05,,16.05,,28.08,20.355005
2001-09-24,12.103888,31.309261,44.7,,35.820709,56.50999,10.2,0.905442,27.211541,,,22.324995,9.44,37.95,16.794682,,40.14999,2.3282805,39.86,12.19,,17.35001,,27.775,21.5
2001-09-25,12.15129,31.159912,45.39,,35.871752,57.48,10.5,0.91071,26.845593,,,22.4,8.95,37.99001,16.224034,,40.42999,2.37217719,42.22,12.25,,16.89999,,27.910005,21.54
2001-09-26,12.017958,31.225257,46.89,,35.650523,58.67,10.6,0.88086,27.174017,,,22.31,8.5,37.33,15.449252,,40.62,2.51323192,37.95,12.18,,15.51,,28.410005,21.25
2001-09-27,12.029813,31.598662,46.84,,35.667548,59.63,11.9,0.881446,27.962204,,,22.605005,9.21,37.10001,14.470335,,41.75,2.55771395,39.50999,12.24,,15.62,,28.699995,21.525
2001-09-28,12.281666,32.522808,47.75,,36.629006,61.48,12.06,0.910125,28.14987,,,22.75,9.05,38.39999,15.124498,,42.14,2.80938807,41.89999,12.59,,15.95,,29.199995,22.875
2001-10-01,12.186849,31.962723,47.89999,,36.739608,61.7,11.5,0.87969,27.342907,,,22.300005,8.5,38.92,15.050262,,41.98,2.78012406,42.25,12.5,,15.8,,29.120005,22.769995
2001-10-02,11.860919,32.224091,48.09,,37.522405,62.81,11.82,0.886713,27.783922,,,22.050005,8.9,39.71001,15.393574,,41.64999,2.78305006,42.44,12.5,,15.9,,28.14,23.065
2001-10-03,12.201662,32.429469,45.60001,,38.160541,62.23,12.13,0.90076,27.211541,,,21.714995,9.0,40.56,16.205472,,40.5,2.87435544,46.17,12.47,,17.33,,27.355005,23.68
2001-10-04,12.136481,32.214747,46.50999,,38.11799,59.92,11.79,0.918904,27.202167,,,21.585,8.9,40.64999,16.423524,,41.27,2.86616143,47.28,12.43,,16.89999,,27.775,23.504995
2001-10-05,11.991291,33.699016,46.84,,38.27966,57.75,11.65,0.897834,27.446123,,,21.74,8.95,41.25,16.191554,,40.96001,2.8000234,46.8,12.29,,17.0,,27.550005,23.75
2001-10-08,11.94092,32.672167,46.52,,37.752126,54.58,11.2,0.902516,27.202167,,,21.475,8.8,40.78,16.404971,,40.28999,2.77485605,47.8,12.24,,16.97,,27.525,23.155
2001-10-09,11.881663,32.961549,46.5,,37.199075,56.05,11.02,0.883787,27.267841,,,21.464995,8.75,39.8,16.302904,,40.32001,2.86791743,45.09,12.0,,16.39,,27.49,23.5
2001-10-10,11.896472,34.361785,46.62,,37.2331,57.03,11.61,0.904272,27.868371,,,21.699995,9.0,39.89999,16.739009,,42.89999,2.98790149,46.64,12.04,,16.7,,27.214995,24.15
2001-10-11,12.074255,35.659336,47.19,,36.95232,56.14999,11.53,0.899004,27.755772,,,21.6,9.0,39.10001,16.757567,,44.5,2.87435544,51.5,12.05,,16.39999,,27.75,25.339995
2001-10-12,11.943883,35.37928,47.07001,,37.028905,55.67999,11.63,0.895493,27.211541,,,21.375,9.05,39.02,16.984898,,44.98,2.92644613,49.08,12.05,,16.42,,27.8,24.82
2001-10-15,11.923145,35.192591,47.5,,36.629006,55.92999,11.5,0.901345,27.52119,,,21.475,9.32,39.03,16.794682,,44.89,3.02009284,49.94,12.15,,16.23,,27.67999,24.705
2001-10-16,12.118697,35.099251,47.52,,37.2246,54.92,11.59,0.927683,27.117699,,,21.49,9.4,39.41,17.453479,,47.10001,3.14885624,49.75999,12.36,,15.95,,27.39999,24.915
2001-10-17,12.252039,33.904384,47.25,,37.079956,53.69,11.5,0.934122,27.230308,,,21.5,8.6,39.75,16.507039,,47.22,3.08798554,45.42999,12.01,,15.85,,27.0,24.574995
2001-10-18,12.222406,33.848356,46.44,,36.178057,54.45,11.2,0.936463,27.202167,,,21.49,9.03,39.39999,15.982785,,46.00999,3.05755153,47.42999,12.19,,15.04,,26.75,24.269995
2001-10-19,12.195738,33.502973,45.84,,36.799176,54.71001,10.22,0.918904,27.342907,,,21.495005,9.0,39.64999,16.377135,,45.83,3.09032688,47.24001,12.23,,15.02,,26.0,24.21
2001-10-22,12.006106,34.287105,45.10001,,36.135515,56.56,10.98,0.945242,28.037271,,,21.574995,9.18,39.74001,15.876078,,45.95,3.21616427,47.27,13.14,,15.55,,25.25,25.15
2001-10-23,12.192773,34.613827,45.10001,,35.88026,56.19,10.8,0.959874,28.018504,,,21.6,9.32,39.8,15.625545,,46.5,3.17226759,47.0,12.75,,15.29,,25.75,25.1
2001-10-24,12.207591,34.548473,44.48,,35.761141,56.23,10.7,0.96046,28.159244,,,21.93,9.02,39.53,14.846128,,47.39999,3.15002691,49.45,12.75,,15.95,,25.39,25.0
2001-10-25,12.103888,34.893874,44.75,,35.88026,56.84,11.13,0.977433,27.924662,,,22.199995,9.63,40.25,16.09877,,47.33,3.22494428,53.34,13.13,,15.7,,25.47,25.425005
2001-10-26,12.180923,35.239266,45.5,,35.548429,57.8,11.2,0.977433,28.384452,,,22.415,9.46,39.7,15.806492,,47.5,3.25420896,42.82001,13.33,,15.96,,25.64999,25.620005
2001-10-29,12.222406,34.576478,45.47,,35.616497,56.58,11.48,0.955193,27.952812,,,22.455,9.0,39.57001,15.588439,,46.61,3.15178291,39.66,13.14,,15.0,,25.60001,24.925005
2001-10-30,12.326114,34.119077,45.16,,35.276167,56.78999,11.3,0.939389,28.525192,,,22.495005,9.04,40.2,15.866799,,45.55,3.17812026,39.91,13.42,,15.25,,25.63,24.335
2001-10-31,11.570544,33.418959,45.39999,,35.471853,56.42,11.55,0.951095,28.619035,,,22.96,9.09,40.10001,15.843598,,45.91,3.11432422,38.71001,13.93,,15.17,,25.95,24.415
2001-11-01,11.437212,33.792355,46.34,,34.884768,57.67,11.63,0.968654,29.322781,,,23.5,9.84,40.39999,16.024535,,46.2,3.16056158,36.94,14.69,,15.33,,26.42,24.995005
2001-11-02,11.85203,34.361785,45.39,,34.544437,57.24001,12.05,0.976262,29.54799,,,24.480005,9.8,40.12,16.043097,,48.81,3.36541302,38.73,14.7,,15.29,,26.2,25.725
2001-11-05,11.899438,34.585822,45.60001,,35.327209,59.37,12.27,0.980359,29.698103,,,25.1,9.9,41.14999,16.701894,,48.25,3.33614833,40.21001,14.92,,15.69,,26.47,25.78
2001-11-06,11.91129,34.856535,46.49001,,35.420802,60.19,12.54,0.994407,29.745029,,,25.120005,9.22,41.64999,16.822514,,47.28,3.40638304,41.55,14.92,,15.55,,26.71001,26.365
2001-11-07,12.00018,34.968563,46.11,,35.386768,59.28,12.5,1.000845,29.707496,,,25.394995,9.08,41.34,17.105523,,47.0,3.37126635,41.73,14.54,,15.75,,26.61,26.11
