datetime,OMC,TER,JBHT,EG,ALLE,BBY,MAS,TXT,IEX,TKO,AVY,ARE,UDR,PAYC,CNC,REG,BEN,JKHY,SOLV,MRNA,NDSN,CPT,FOX,PEAK
1997-09-30,,,,,,,,,,,,28.5625,,,,,,,,,,,,
1997-10-01,18.078125,26.75,3.9375,42.25,,2.680582,20.029138,32.625,15.389043,,41.1875,29.0,15.0625,,,26.5,15.604011,6.6875,,,14.5,30.5625,,
1997-10-02,18.671875,27.1875,4.171875,41.8125,,2.583359,20.606109,32.53125,15.333487,,41.0,28.6875,15.125,,,26.6875,15.833175,6.625,,,14.546875,30.6875,,
1997-10-03,18.1875,27.25,4.0,42.5,,2.687527,20.661059,32.53125,15.389043,,41.5,28.6875,15.0,,,26.75,16.104006,6.625,,,14.375,30.8125,,
1997-10-06,17.78125,26.125,3.96875,41.875,,2.64586,20.55116,32.6875,15.583489,,41.5,28.5625,15.0625,,,26.6875,16.312337,6.625,,,14.40625,30.9375,,
1997-10-07,17.734375,26.15625,3.96875,41.5,,2.666693,20.578635,32.84375,15.833492,,41.9375,28.75,15.125,,,26.5625,16.69775,6.5,,,14.40625,31.0,,
1997-10-08,17.734375,27.1875,3.96875,40.9375,,2.729194,20.221462,32.34375,15.750158,,41.0,28.0,14.9375,,,26.3125,16.249838,6.375,,,14.40625,31.125,,
1997-10-09,17.921875,27.375,3.90625,41.0625,,2.763917,20.358836,32.1875,15.666823,,41.25,28.125,14.875,,,25.75,15.645677,6.5,,,14.375,30.6875,,
1997-10-10,17.625,29.375,3.875,42.25,,2.812528,20.413786,31.5,15.277931,,41.125,28.4375,14.6875,,,26.0,15.562344,6.40625,,,14.25,30.75,,
1997-10-13,17.734375,29.3125,4.0,42.8125,,2.798639,20.221462,30.9375,15.416821,,41.0625,28.5,14.8125,,,26.1875,15.854008,6.25,,,14.25,30.75,,
1997-10-14,18.015625,28.625,4.046875,42.5,,2.840306,20.084088,31.75,16.083494,,41.1875,28.375,14.875,,,25.5,16.062339,6.3125,,,14.0625,30.9375,,
1997-10-15,17.78125,29.3125,3.921875,42.375,,3.083364,20.084088,31.3125,15.916826,,40.875,28.3125,14.6875,,,26.25,16.322753,6.4375,,,14.0625,31.0625,,
1997-10-16,17.625,27.84375,3.96875,40.5,,3.027808,19.919239,30.875,15.777936,,40.5,28.5625,14.6875,,,26.125,16.176922,6.921875,,,13.96875,30.5625,,
1997-10-17,17.1875,25.34375,4.140625,40.0,,3.00003,19.424692,30.625,15.333487,,40.25,27.8125,14.625,,,26.25,16.260254,6.9375,,,13.9375,30.25,,
1997-10-20,17.75,25.4375,4.0625,39.625,,3.034753,19.80934,31.40625,15.777936,,40.0625,27.375,14.625,,,26.625,16.385253,6.71875,,,14.0,30.75,,
1997-10-21,18.046875,26.375,4.0625,39.625,,3.159754,20.056613,31.375,15.722379,,40.375,27.3125,14.3125,,,26.5,16.822748,6.59375,,,14.0,30.8125,,
1997-10-22,17.984375,25.875,4.109375,38.8125,,3.333367,20.193987,30.9375,15.583489,,40.0625,27.625,14.375,,,26.625,17.260244,6.6875,,,13.96875,30.875,,
1997-10-23,17.515625,23.5625,4.0,37.0,,3.236143,19.946714,30.5625,15.583489,,40.8125,27.375,14.1875,,,25.875,16.812332,6.5,,,13.125,30.625,,
1997-10-24,17.859375,20.4375,4.015625,37.3125,,3.187532,19.864289,30.34375,15.333487,,40.0,27.625,14.25,,,25.8125,16.99983,6.5,,,12.4375,30.8125,,
1997-10-27,16.5,18.125,3.96875,33.0,,2.972252,19.12247,28.125,15.194596,,38.25,27.25,13.9375,,,24.625,15.249848,6.09375,,,12.125,30.3125,,
1997-10-28,17.03125,19.8125,3.96875,36.625,,3.2917,19.80934,28.75,14.889038,,40.875,27.0,13.8125,,,25.125,15.833175,5.75,,,12.296875,29.4375,,
1997-10-29,17.453125,19.8125,3.96875,37.5625,,3.118087,19.232369,28.53125,15.416821,,39.9375,27.9375,14.0,,,25.3125,15.426929,6.0625,,,12.5625,30.0,,
1997-10-30,17.25,18.0625,3.90625,37.6875,,3.034753,19.177419,28.625,14.972372,,39.8125,27.9375,14.0,,,25.375,15.197765,6.03125,,,12.375,29.75,,
1997-10-31,17.65625,18.71875,3.84375,37.625,,3.104198,19.287318,28.90625,14.944594,,39.8125,27.4375,13.875,,,25.75,14.979017,6.4375,,,12.40625,30.0,,
1997-11-03,18.21875,19.78125,3.859375,38.0,,3.236143,19.836815,29.34375,15.472377,,41.0,27.75,14.0,,,26.5,15.30193,6.40625,,,12.6875,30.8125,,
1997-11-04,18.78125,21.4375,3.84375,39.625,,3.250033,20.276412,29.6875,15.444599,,40.375,28.0,13.9375,,,26.875,15.510262,6.3125,,,12.609375,30.9375,,
1997-11-05,18.703125,21.78125,3.90625,40.6875,,3.145865,20.248937,29.78125,15.250153,,40.125,29.25,13.9375,,,26.875,15.520678,6.3125,,,12.75,30.8125,,
1997-11-06,18.140625,20.5625,3.90625,40.0625,,3.250033,20.221462,30.28125,15.333487,,40.1875,29.25,13.9375,,,26.75,15.479012,6.375,,,12.8125,30.75,,
1997-11-07,18.09375,19.34375,3.84375,39.125,,3.222254,20.303886,29.25,15.194596,,39.8125,28.875,13.9375,,,25.625,15.010267,6.1875,,,12.625,30.75,,
1997-11-10,17.90625,18.71875,3.84375,39.375,,3.159754,20.248937,29.25,15.277931,,39.5625,28.25,14.0,,,25.5,14.854018,6.40625,,,12.5625,30.75,,
1997-11-11,17.71875,18.625,3.828125,39.25,,3.125031,20.029138,29.40625,15.277931,,39.6875,27.9375,14.0625,,,25.3125,14.416523,6.40625,,,12.5,30.875,,
1997-11-12,17.25,15.71875,3.765625,38.0,,3.180587,20.029138,28.46875,14.972372,,38.9375,27.75,14.0,,,25.4375,14.041526,6.25,,,12.75,30.9375,,
1997-11-13,17.234375,16.75,3.90625,37.875,,3.208365,20.221462,27.75,15.00015,,38.9375,27.5,14.0,,,25.25,14.114442,6.21875,,,12.875,31.0625,,
1997-11-14,17.390625,16.75,3.875,39.4375,,3.256977,20.276412,27.90625,14.972372,,39.0625,27.5625,14.125,,,25.25,14.551938,6.1875,,,12.96875,31.25,,
1997-11-17,17.546875,18.375,3.90625,39.6875,,3.312533,20.358836,28.4375,14.833482,,39.75,27.875,14.4375,,,25.4375,15.33318,6.296875,,,13.375,31.125,,
1997-11-18,17.96875,18.25,4.03125,39.5625,,3.229199,20.441261,28.25,14.666813,,40.0,28.3125,14.5,,,26.0625,15.249848,6.25,,,13.140625,31.5,,
1997-11-19,18.0,18.1875,3.984375,39.0,,3.180587,20.661059,28.59375,14.639035,,40.5625,28.625,14.3125,,,26.1875,15.562344,6.0625,,,13.0,31.875,,
1997-11-20,18.09375,19.3125,3.984375,38.813,,3.333367,20.523685,29.53125,14.555701,,40.8125,30.125,14.3125,,,26.125,15.520678,6.125,,,12.875,32.625,,
1997-11-21,18.0625,18.5,4.1875,39.4375,,3.229199,20.688534,29.5,14.500145,,41.5,30.5,14.375,,,26.625,15.499845,6.25,,,12.6875,32.625,,
1997-11-24,17.859375,17.59375,4.125,38.4375,,3.125031,20.578635,29.25,14.166808,,40.9375,30.875,14.5625,,,26.125,14.989433,6.171875,,,12.8125,32.9375,,
1997-11-25,17.765625,17.9375,4.09375,38.25,,3.159754,20.633584,29.15625,14.444589,,41.4375,31.75,14.5625,,,26.1875,14.916518,6.03125,,,12.875,32.4375,,
1997-11-26,18.28125,16.4375,4.109375,37.6875,,3.277811,20.578635,29.5,14.86126,,41.6875,31.4375,14.75,,,26.1875,14.833185,6.09375,,,13.015625,32.4375,,
1997-11-28,18.53125,16.40625,4.0625,37.9375,,3.236143,20.688534,29.5625,14.805704,,41.875,31.125,14.6875,,,26.5625,14.979017,6.3125,,,13.125,32.6875,,
1997-12-01,18.703125,15.8125,4.375,38.5,,3.451423,20.963282,30.4375,14.805704,,42.1875,30.25,14.375,,,26.6875,15.895674,6.5,,,12.75,33.0,,
1997-12-02,18.953125,16.5,4.15625,39.0,,3.555591,21.155606,30.8125,14.86126,,42.9375,30.3125,14.5,,,26.6875,15.874841,6.84375,,,12.6875,32.8125,,
1997-12-03,18.875,17.28125,4.125,39.5625,,3.555591,21.512778,30.6875,15.027928,,43.125,29.0625,14.5,,,26.4375,15.958174,6.65625,,,13.0625,32.6875,,
1997-12-04,18.4375,16.75,4.125,41.125,,3.993095,21.595203,30.90625,15.166818,,43.1875,29.125,14.5,,,26.625,16.041506,6.6875,,,12.6875,32.5625,,
1997-12-05,18.328125,18.03125,4.21875,40.5,,4.013929,21.567728,31.6875,15.027928,,43.0,29.1875,14.3125,,,27.0,16.416503,6.75,,,12.875,32.6875,,
1997-12-08,18.484375,17.90625,4.28125,40.9375,,4.277821,21.815001,32.0,15.13904,,42.375,29.4375,14.375,,,26.875,16.458169,6.8125,,,12.9375,32.5625,,
1997-12-09,18.40625,17.28125,4.25,40.625,,4.305599,22.859044,32.0625,15.055706,,42.6875,30.25,14.25,,,26.6875,16.208171,6.8125,,,12.0625,32.0625,,
1997-12-10,18.25,17.0,4.28125,39.3125,,4.361155,22.639246,31.5625,15.111262,,42.3125,30.0625,14.25,,,26.75,15.812342,6.6875,,,12.296875,32.125,,
1997-12-11,17.734375,15.09375,4.328125,37.9375,,4.437544,22.941468,31.375,15.361265,,41.9375,29.9375,14.1875,,,26.625,15.499845,6.75,,,11.875,32.1875,,
1997-12-12,17.671875,13.6875,4.40625,37.875,,4.409766,23.326336,31.21875,15.389043,,42.0,30.4375,14.125,,,26.5,15.499845,6.75,,,11.765625,32.0,,
1997-12-15,17.6875,14.125,4.484375,37.5,,3.979206,22.859044,30.90625,15.13904,,43.0,30.625,14.1875,,,26.5625,15.583178,6.703125,,,11.78125,32.0,,
1997-12-16,18.3125,15.25,4.546875,37.375,,4.041707,23.216217,30.875,14.833482,,42.875,30.375,14.3125,,,26.375,15.551928,6.8125,,,11.875,32.0,,
1997-12-17,19.265625,14.9375,4.546875,38.0625,,3.819483,23.023893,30.65625,15.055706,,42.9375,30.5625,14.1875,,,26.4375,15.270681,6.78125,,,11.625,31.125,,
1997-12-18,19.046875,15.28125,4.546875,37.75,,3.520869,22.639246,30.0,14.944594,,42.0,30.0,14.125,,,26.375,14.593604,6.6875,,,11.375,30.3125,,
1997-12-19,19.03125,16.46875,4.609375,38.0,,3.618092,22.529346,29.46875,14.916816,,42.0625,29.9375,14.0,,,26.3125,14.468605,6.6875,,,11.125,30.0,,
1997-12-22,19.515625,16.65625,4.742188,39.0,,3.701426,22.419447,30.03125,15.027928,,42.5625,30.9375,13.6875,,,26.4375,14.645687,6.8125,,,11.25,29.5625,,
1997-12-23,19.625,16.21875,4.71875,39.0,,3.729204,22.309548,29.84375,15.250153,,42.875,30.625,13.875,,,26.3125,14.479022,6.65625,,,11.25,29.3125,,
1997-12-24,19.453125,16.1875,4.6875,38.25,,3.736148,22.254598,29.8125,15.333487,,42.5625,30.375,13.875,,,26.4375,14.124859,6.4375,,,11.3125,29.375,,
1997-12-26,19.5,16.25,4.71875,37.875,,3.604203,22.254598,30.0,15.333487,,43.75,30.3125,14.0,,,26.6875,14.104026,6.484375,,,11.3125,29.5,,
1997-12-29,19.703125,15.875,4.8125,40.25,,3.666703,22.419447,30.40625,15.166818,,44.3125,30.5,14.1875,,,28.0,14.093609,6.5625,,,11.421875,29.6875,,
1997-12-30,20.75,15.96875,4.78125,40.75,,3.909761,22.639246,31.0,15.666823,,45.0,31.1875,14.1875,,,27.75,14.66652,6.703125,,,11.351563,29.9375,,
1997-12-31,21.1875,16.0,4.6875,41.25,,4.097263,22.364497,31.25,15.500155,,44.75,31.5625,13.9375,,,27.6875,14.489438,6.8125,,,11.46875,31.0,,
1998-01-02,20.875,16.875,4.65625,40.5,,4.041707,22.282073,31.3125,15.944604,,44.375,31.6875,14.0625,,,27.75,14.656103,6.8125,,,11.5,30.375,,
1998-01-05,20.5625,17.40625,4.671875,40.625,,4.236153,22.419447,31.09375,15.666823,,44.0625,31.8125,14.5,,,27.625,14.760269,7.015625,,,12.09375,30.1875,,
1998-01-06,20.1875,16.4375,4.6875,40.125,,4.208375,22.254598,30.46875,15.639045,,44.0,32.375,14.375,,,27.5,15.041516,6.96875,,,12.375,30.25,,
1998-01-07,20.15625,15.6875,4.578125,38.875,,4.638935,22.391972,29.96875,15.333487,,43.875,31.9375,14.75,,,27.5,14.624854,6.953125,,,12.3125,30.25,,
1998-01-08,20.21875,15.75,4.59375,37.125,,4.694491,22.419447,30.0,15.250153,,42.8125,31.6875,14.6875,,,27.25,14.468605,6.96875,,,12.3125,30.1875,,
1998-01-09,19.09375,14.65625,4.375,36.5625,,4.527823,22.0348,29.125,15.250153,,41.5625,31.4375,14.6875,,,26.75,13.854028,6.53125,,,12.25,29.9375,,
1998-01-12,18.9375,14.25,4.375,37.375,,4.826437,21.952375,29.40625,14.805704,,41.8125,30.75,14.625,,,26.5625,13.645697,6.40625,,,11.9375,29.9375,,
1998-01-13,19.46875,15.40625,4.4375,38.0,,4.826437,22.419447,29.625,14.889038,,42.375,32.0,14.625,,,26.875,13.812362,6.5625,,,11.78125,30.1875,,
1998-01-14,19.15625,16.46875,4.4375,38.0,,4.951438,22.337023,29.46875,15.361265,,42.75,32.0,14.375,,,27.0,13.947777,6.65625,,,11.71875,30.1875,,
1998-01-15,19.1875,16.71875,4.421875,38.1875,,5.055606,22.419447,29.125,15.027928,,42.125,32.0,14.25,,,26.875,13.729029,6.890625,,,11.6875,30.0625,,
1998-01-16,19.6875,16.78125,4.5,37.375,,5.083384,22.391972,29.125,15.111262,,43.25,32.4375,14.1875,,,27.0,13.99986,7.15625,,,11.6875,30.125,,
1998-01-20,20.40625,19.0,4.515625,37.1875,,5.111162,22.391972,28.625,15.361265,,42.5625,32.3125,14.1875,,,27.125,13.895694,7.28125,,,12.0,30.375,,
1998-01-21,19.96875,18.6875,4.46875,37.3125,,5.194496,22.446922,28.78125,15.333487,,43.25,32.1875,14.25,,,27.0625,13.791529,7.6875,,,11.875,30.3125,,
1998-01-22,19.59375,18.4375,4.546875,37.4375,,5.458388,22.419447,28.65625,14.944594,,42.625,31.9375,14.25,,,26.9375,13.249868,7.6875,,,11.96875,30.3125,,
1998-01-23,19.28125,18.8125,4.578125,36.875,,5.444499,21.787526,28.4375,14.666813,,42.4375,32.0,14.1875,,,26.9375,12.833205,7.6875,,,12.25,30.0,,
1998-01-26,19.1875,18.71875,4.578125,35.5,,5.277831,21.677627,28.4375,14.777926,,43.125,32.0625,14.125,,,27.0,12.958204,7.671875,,,12.4375,30.125,,
1998-01-27,19.375,19.09375,4.875,36.875,,5.416721,21.760052,28.375,14.666813,,43.625,32.1875,14.125,,,27.125,13.124869,8.21875,,,12.4375,29.875,,
1998-01-28,19.8125,19.84375,5.96875,38.25,,5.326442,21.732577,29.0,14.722369,,43.8125,32.125,14.0,,,27.125,13.791529,8.171875,,,12.578125,29.9375,,
1998-01-29,20.03125,20.125,5.4375,37.375,,5.340331,21.705102,29.75,15.027928,,44.25,32.4375,13.9375,,,27.0625,14.562354,8.5,,,12.46875,29.9375,,
1998-01-30,20.28125,19.75,5.5,37.875,,5.638945,21.650152,29.90625,14.889038,,44.875,33.375,13.875,,,27.1875,14.937351,8.59375,,,12.28125,29.8125,,
1998-02-02,20.59375,21.125,6.0,39.375,,5.777836,21.97985,31.0625,15.00015,,45.8125,33.25,13.9375,,,27.125,15.458179,8.65625,,,12.875,30.0625,,
1998-02-03,21.03125,22.3125,6.28125,38.4375,,6.013949,22.199649,31.8125,14.889038,,46.375,32.6875,14.0,,,27.25,15.645677,8.671875,,,12.671875,30.0625,,
1998-02-04,21.625,21.96875,6.5,37.9375,,6.132006,22.337023,32.71875,15.00015,,47.1875,33.25,13.9375,,,27.5,15.99984,8.96875,,,12.9375,30.125,,
1998-02-05,21.65625,21.1875,6.65625,37.5625,,6.326452,22.282073,32.375,14.694591,,47.25,33.0625,14.0,,,27.375,15.916508,8.8125,,,12.40625,30.25,,
1998-02-06,21.59375,21.25,6.296875,37.375,,6.027838,22.391972,32.96875,14.666813,,48.0,33.375,14.0,,,27.625,15.749843,8.65625,,,12.726563,30.375,,
1998-02-09,21.375,20.75,6.625,37.375,,5.965337,22.446922,33.9375,14.639035,,49.5625,33.9375,14.0625,,,27.625,15.458179,8.625,,,12.625,30.125,,
1998-02-10,21.53125,21.34375,6.59375,37.875,,5.979226,22.611771,34.375,14.722369,,49.6875,33.6875,14.125,,,27.0,16.041506,9.0,,,12.578125,30.0625,,
1998-02-11,21.53125,21.84375,6.59375,38.0,,6.43062,22.391972,34.03125,15.027928,,49.125,32.875,14.125,,,27.0625,16.374836,8.8125,,,12.6875,30.0625,,
1998-02-12,21.625,21.96875,6.734375,38.0,,6.382008,22.419447,33.96875,15.055706,,49.375,32.9375,14.25,,,26.8125,16.437336,8.625,,,12.625,30.0,,
1998-02-13,21.6875,22.15625,6.75,38.125,,6.243118,22.419447,34.84375,14.972372,,49.375,32.75,14.0625,,,26.5,15.854008,9.09375,,,12.625,29.9375,,
1998-02-17,21.96875,21.8125,6.4375,38.0625,,6.263952,22.474397,34.875,14.611257,,51.0,32.5,14.25,,,26.375,16.312337,8.9375,,,12.375,29.875,,
1998-02-18,22.25,22.46875,6.5625,38.25,,6.236173,22.391972,34.625,14.750148,,51.3125,31.9375,14.3125,,,26.375,16.312337,8.59375,,,12.359375,29.625,,
1998-02-19,21.96875,22.6875,6.359375,38.375,,6.062561,22.062274,34.09375,14.666813,,51.8125,31.5625,14.3125,,,26.25,16.624834,8.5,,,12.21875,29.5,,
1998-02-20,21.8125,22.125,6.40625,38.1875,,5.972282,22.501871,34.25,14.916816,,54.25,31.0,14.1875,,,26.1875,16.895664,8.125,,,11.625,29.3125,,
1998-02-23,22.59375,22.59375,6.5,37.75,,6.333397,22.611771,35.28125,14.666813,,53.0625,31.0,14.25,,,26.25,17.249828,8.46875,,,11.9375,29.1875,,
1998-02-24,22.1875,21.9375,6.28125,38.375,,6.194506,22.529346,34.65625,14.500145,,50.125,31.6875,14.0625,,,26.3125,17.145662,8.375,,,12.25,29.0,,
1998-02-25,22.4375,23.21875,6.453125,37.8125,,6.479231,22.996418,36.0625,15.027928,,49.9375,32.5,14.25,,,26.3125,17.33316,8.375,,,12.0,29.0625,,
1998-02-26,22.96875,23.53125,6.65625,37.75,,6.548677,23.683288,37.28125,15.305709,,49.25,33.3125,14.1875,,,26.3125,17.499825,8.5,,,12.15625,29.125,,
1998-02-27,22.875,23.59375,6.6875,36.875,,6.618122,23.903087,37.46875,15.194596,,50.5,34.125,14.0,,,26.1875,16.99983,8.625,,,12.15625,28.9375,,
1998-03-02,22.9375,20.5,6.71875,36.9375,,6.597288,24.067936,37.25,15.444599,,50.0,32.8125,14.0,,,26.125,16.895664,8.78125,,,12.3125,29.0,,
1998-03-03,22.46875,20.21875,6.75,36.9375,,6.770901,23.903087,36.90625,15.527933,,50.9375,32.75,14.0625,,,26.375,16.99983,8.671875,,,12.3125,29.0625,,
1998-03-04,21.75,20.40625,6.71875,36.75,,7.465352,24.012986,36.75,15.527933,,51.0625,32.6875,14.0,,,26.375,16.624834,8.65625,,,12.3125,29.0,,
1998-03-05,21.28125,19.5,6.59375,37.4375,,7.104238,24.232785,36.09375,15.389043,,50.8125,32.5,14.0,,,26.1875,16.583168,8.53125,,,12.21875,29.0625,,
1998-03-06,21.65625,20.5625,7.015625,37.5625,,7.333407,24.727331,36.625,15.694601,,51.6875,32.9375,14.0,,,26.1875,17.166495,8.34375,,,12.242188,28.875,,
1998-03-09,22.0,19.59375,6.890625,37.5,,7.416741,25.139453,36.8125,15.777936,,51.4375,32.125,13.9375,,,26.0625,17.041496,8.5,,,12.25,28.75,,
1998-03-10,22.4375,19.46875,6.75,37.5625,,7.111182,25.716425,36.46875,15.722379,,51.875,32.375,14.0,,,25.8125,17.33316,8.53125,,,12.28125,28.875,,
1998-03-11,22.40625,19.3125,6.875,37.6875,,7.055626,25.936223,35.96875,15.889048,,51.75,32.125,13.9375,,,25.625,17.583158,8.46875,,,12.25,28.75,,
1998-03-12,22.71875,18.625,6.90625,37.8125,,7.319518,26.238446,36.0,16.00016,,52.1875,31.9375,13.9375,,,25.5625,17.583158,8.6875,,,12.1875,28.75,,
1998-03-13,22.5625,18.5,6.78125,37.875,,7.597298,25.881273,35.875,15.694601,,51.3125,31.9375,13.9375,,,25.4375,17.833155,8.6875,,,12.25,29.0625,,
1998-03-16,22.59375,19.25,7.09375,39.1875,,7.659799,26.073597,36.96875,15.611267,,51.375,32.25,13.875,,,25.5625,17.833155,8.75,,,12.375,29.125,,
1998-03-17,22.1875,18.84375,7.453125,39.625,,7.64591,26.183496,37.0625,15.389043,,51.625,32.0,13.75,,,25.25,18.374816,8.75,,,12.3125,29.1875,,
1998-03-18,21.75,18.875,7.5,40.3125,,7.56952,25.853799,36.96875,15.389043,,52.125,31.5,13.875,,,24.875,18.624814,9.125,,,12.5,29.0625,,
1998-03-19,21.625,19.875,7.40625,40.3125,,7.458408,26.238446,37.5625,15.444599,,52.25,31.1875,13.9375,,,24.875,18.520648,8.9375,,,12.421875,28.9375,,
1998-03-20,21.625,18.5625,7.4375,40.4375,,7.465352,25.606525,37.75,15.722379,,52.375,31.375,14.0,,,25.0625,18.416483,8.6875,,,12.28125,29.25,,
1998-03-23,22.3125,19.28125,7.09375,40.8125,,7.395907,25.57905,38.9375,15.500155,,52.75,31.125,14.0625,,,25.25,18.103986,8.75,,,12.375,29.625,,
1998-03-24,22.5,19.0,7.25,40.875,,7.513964,25.634,38.90625,15.694601,,52.9375,31.0625,14.1875,,,25.25,18.33315,8.78125,,,12.46875,29.5625,,
1998-03-25,22.625,19.78125,7.109375,41.5625,,7.361185,25.57905,39.0,15.611267,,53.3125,31.1875,14.1875,,,25.0,18.395649,8.875,,,12.40625,29.6875,,
1998-03-26,23.25,20.53125,7.09375,40.5,,7.270906,25.551576,38.6875,15.555711,,52.8125,31.0625,14.125,,,25.25,18.520648,8.75,,,12.46875,29.8125,,
1998-03-27,23.0,20.40625,7.09375,40.25,,7.340351,25.551576,38.46875,15.639045,,52.0,31.625,14.375,,,25.0,18.103986,8.71875,,,12.46875,29.1875,,
1998-03-30,23.125,20.03125,7.125,39.8125,,7.35424,25.743899,38.0,15.611267,,52.5,31.375,14.4375,,,25.375,17.749823,8.8125,,,12.34375,29.375,,
1998-03-31,23.53125,20.03125,7.109375,41.125,,7.409796,26.156022,38.5,16.166828,,53.375,31.6875,14.5,,,26.4375,17.833155,9.0,,,12.46875,29.625,,
1998-04-01,22.875,21.09375,7.140625,42.1875,,7.944524,26.128547,38.375,16.305719,,53.9375,31.625,14.3125,,,25.5625,17.958154,9.375,,,12.40625,29.4375,,
1998-04-02,23.5625,21.15625,7.328125,42.75,,7.812578,26.540669,38.5625,16.166828,,55.0,31.6875,14.3125,,,25.625,17.99982,9.1875,,,12.25,29.875,,
1998-04-03,23.78125,20.4375,7.3125,44.0625,,8.00008,26.43077,38.84375,16.083494,,54.0625,31.1875,14.5,,,25.875,18.416483,9.5,,,12.34375,30.125,,
1998-04-06,23.28125,20.28125,7.09375,42.4375,,7.86119,26.485719,39.78125,16.027938,,54.0,31.0,14.5,,,25.75,18.499815,9.3125,,,12.21875,30.5,,
1998-04-07,23.3125,19.25,6.945313,42.625,,7.625076,26.156022,39.96875,15.722379,,53.4375,31.0,14.1875,,,25.75,18.187318,8.625,,,12.171875,30.625,,
1998-04-08,23.0,19.125,6.9375,43.5625,,7.882023,26.403295,39.9375,15.444599,,53.625,30.9375,14.125,,,25.625,17.853988,8.375,,,12.132813,30.375,,
1998-04-09,22.9375,18.84375,7.0,44.6875,,8.062581,26.293396,40.25,15.86127,,53.9375,30.9375,14.125,,,25.6875,18.728979,8.5625,,,11.890625,30.8125,,
1998-04-13,23.21875,18.6875,7.140625,44.25,,8.152859,25.881273,40.1875,15.944604,,53.3125,30.9375,14.125,,,25.625,19.103976,9.0625,,,11.59375,30.625,,
1998-04-14,23.5,19.34375,7.21875,44.25,,8.284805,25.881273,40.25,16.055716,,53.5,30.9375,14.0625,,,25.625,18.958144,9.0,,,11.53125,31.0,,
1998-04-15,23.71875,19.46875,7.5625,44.625,,8.319528,25.826324,40.34375,16.194606,,54.625,30.625,14.0625,,,25.625,18.728979,8.703125,,,11.1875,30.6875,,
1998-04-16,23.625,18.9375,7.34375,44.5,,8.083414,25.469151,40.0625,16.111272,,54.625,30.0,13.9375,,,25.125,18.645647,8.90625,,,11.265625,30.0625,,
1998-04-17,23.53125,18.53125,7.4375,44.3125,,8.048692,26.018647,40.1875,15.639045,,55.25,30.25,13.9375,,,25.3125,19.083143,9.125,,,11.3125,30.0,,
1998-04-20,23.65625,18.90625,7.75,44.125,,7.847301,25.908748,39.78125,16.166828,,55.3125,30.3125,13.9375,,,25.25,19.083143,9.0,,,11.3125,30.0,,
1998-04-21,22.96875,18.8125,8.34375,43.625,,7.798689,25.963698,39.5,16.333497,,54.75,30.8125,14.0,,,25.25,18.708146,9.0,,,11.78125,29.75,,
1998-04-22,23.5,19.84375,8.109375,43.4375,,8.13897,25.991173,40.21875,16.416831,,54.0,31.6875,13.9375,,,24.9375,18.478982,8.828125,,,11.53125,29.75,,
1998-04-23,23.75,18.9375,8.0,43.125,,7.902857,25.084504,39.8125,16.527943,,54.625,31.5625,13.8125,,,24.875,17.458159,8.734375,,,11.5625,29.375,,
1998-04-24,23.125,19.34375,8.03125,42.0,,7.638965,24.617432,38.875,16.361275,,54.9375,31.5625,13.6875,,,25.1875,16.791499,8.4375,,,11.65625,29.1875,,
1998-04-27,22.90625,18.8125,7.796875,40.75,,7.541742,23.875612,37.75,15.805714,,52.5,31.625,13.3125,,,24.5,16.291504,8.375,,,11.4375,28.375,,
1998-04-28,22.75,19.03125,7.9375,41.8125,,7.659799,24.20531,36.90625,15.611267,,52.25,31.4375,13.4375,,,25.3125,17.791489,8.59375,,,11.4375,28.0625,,
1998-04-29,23.375,18.46875,8.125,40.875,,7.694521,25.111979,37.84375,15.722379,,52.5,32.0,13.5,,,25.1875,17.770656,8.375,,,11.5625,28.3125,,
1998-04-30,23.6875,18.25,8.0,41.25,,7.805634,25.496626,39.125,16.250163,,52.375,32.9375,13.5625,,,25.75,17.916488,8.6875,,,11.78125,29.3125,,
1998-05-01,24.03125,18.40625,8.078125,41.625,,7.722299,25.276828,39.3125,16.166828,,52.5,34.0,13.5,,,26.0,18.083153,8.875,,,11.59375,29.25,,
1998-05-04,23.59375,18.21875,8.0,40.625,,7.486186,25.166928,39.28125,15.972382,,53.25,33.875,13.625,,,26.0625,18.28888,8.84375,,,11.71875,29.6875,,
1998-05-05,23.53125,18.9375,7.90625,40.1875,,7.555631,25.386727,38.4375,16.166828,,52.75,33.375,13.625,,,26.125,18.395649,8.8125,,,11.625,29.5625,,
1998-05-06,23.75,18.0,7.71875,40.375,,7.937579,25.771374,39.0,15.972382,,51.6875,33.125,13.75,,,26.375,18.33315,8.75,,,11.625,29.5,,
1998-05-07,23.6875,17.3125,7.40625,40.1875,,7.729244,25.936223,39.0,15.86127,,50.8125,32.25,14.0,,,26.25,18.353983,8.40625,,,11.4375,29.1875,,
1998-05-08,24.15625,17.3125,7.375,39.3125,,7.715355,25.798849,39.4375,16.222384,,51.3125,32.25,13.8125,,,26.25,18.374816,8.8125,,,11.65625,29.0,,
1998-05-11,24.1875,17.25,7.28125,39.4375,,7.541742,25.716425,39.78125,16.666833,,50.9375,32.0625,13.8125,,,26.5625,18.041486,8.71875,,,11.625,29.5625,,
1998-05-12,24.28125,18.0,7.34375,39.25,,7.534798,25.881273,40.0,17.111282,,50.8125,32.3125,13.9375,,,26.5,18.145652,8.5625,,,11.5625,29.75,,
