datetime,DOV,CBOE,WRK,NTRS,CNP,ATO,HBAN,SBAC,JBL,WDC,ON,PTC,ES,HPQ,FE,CINF,CHD,CDW,TYL,EXPD,DLTR,DRI,RF,GDDY,DG
1997-10-01,22.752597,,,30.21875,17.509327,25.6875,27.70465,,15.757813,28.430353,,53.28125,9.625,12.104713,23.4375,25.358728,2.484387,,3.5,5.3125,6.166759,6.902284,30.225,,
1997-10-02,22.79446,,,30.625,17.962154,25.75,28.362049,,16.0625,29.091524,,55.703125,9.625,12.491975,23.5625,25.54769,2.588555,,3.75,5.578125,6.166759,6.902284,31.887375,,
1997-10-03,22.940981,,,30.375,17.760897,25.75,28.362049,,16.125,29.752695,,59.53125,9.5625,12.392393,23.625,25.679964,2.583346,,3.6875,5.53125,6.31491,6.976903,31.2325,,
1997-10-06,23.003775,,,30.5625,17.861526,25.5,28.925533,,16.53125,29.091524,,60.625,9.9375,12.414523,23.9375,26.076785,2.656263,,3.625,5.53125,6.407504,7.126141,31.434,,
1997-10-07,23.317749,,,30.375,17.962154,25.5625,29.019447,,17.15625,28.808165,,62.578125,9.875,12.392393,23.75,26.492501,2.546888,,3.5,5.625,6.518616,7.126141,31.383625,,
1997-10-08,23.192159,,,29.703125,17.509327,25.5625,28.455963,,17.875,28.902618,,61.25,10.375,12.303876,23.1875,25.963407,2.60418,,3.6875,5.921875,6.351947,7.051522,31.2325,,
1997-10-09,23.799174,,,29.625,17.609955,25.75,28.549877,,16.6875,30.508319,,61.09375,10.75,12.148971,23.125,25.396521,2.567721,,4.4375,5.96875,6.481579,6.976903,31.182125,,
1997-10-10,23.422406,,,29.875,17.459012,25.6875,28.268135,,14.804688,31.452849,,60.3125,10.8125,12.060454,23.1875,25.736653,2.520846,,4.8125,5.953125,6.435282,6.976903,30.628,,
1997-10-13,23.359612,,,30.0,17.760897,25.375,28.033349,,14.03125,30.8389045,,59.53125,10.9375,12.115777,23.0625,26.265747,2.583346,,5.4375,6.03125,6.370466,7.088832,30.8295,,
1997-10-14,23.234022,,,30.0625,17.760897,25.5625,27.70465,,14.0,29.941601,,58.59375,11.25,12.04939,23.3125,26.794841,2.546888,,5.75,5.96875,6.351947,6.939593,30.52725,,
1997-10-15,23.757311,,,30.1875,17.861526,25.125,27.610736,,14.59375,29.091524,,57.03125,11.0625,12.016196,23.0,26.341332,2.557304,,5.375,5.75,6.14824,6.902284,30.12425,,
1997-10-16,23.778243,,,29.9375,18.012468,24.6875,27.188123,,14.28125,28.3359,,59.84375,11.125,11.57361,23.375,26.0012,2.515638,,5.5,5.5,6.166759,6.939593,30.32575,,
1997-10-17,23.317749,,,29.9375,18.012468,24.9375,26.859424,,13.84375,27.1552375,,61.5625,11.1875,11.418705,23.25,25.69886,2.416679,,5.4375,5.1875,5.963052,6.603806,30.52725,,
1997-10-20,23.401475,,,30.5625,18.414981,25.5,27.047252,,13.9375,27.674729,,63.59375,11.5,11.717451,23.5,26.076785,2.479179,,5.375,5.296875,5.926015,6.827664,30.72875,,
1997-10-21,24.071284,,,30.875,18.414981,25.5625,27.047252,,13.734375,28.2886735,,63.75,11.5,11.850226,23.5,26.038992,2.489596,,5.375,5.125,6.46306,6.939593,31.2325,,
1997-10-22,24.134079,,,31.25,18.314353,25.3125,27.094209,,13.4375,27.9108615,,63.125,11.6875,11.839162,23.5,26.038992,2.421887,,5.125,5.4375,6.00009,6.864974,31.13175,,
1997-10-23,23.799174,,,30.5625,18.012468,24.625,27.094209,,12.4375,26.541293,,62.96875,11.5,11.518287,23.1875,26.076785,2.416679,,4.9375,4.921875,5.833421,6.753045,30.93025,,
1997-10-24,23.8829,,,30.5625,18.012468,25.125,26.577681,,12.0625,25.124498,,60.3125,11.3125,11.308059,23.5625,26.076785,2.432304,,4.9375,4.726563,5.926015,6.753045,30.93025,,
1997-10-27,22.899118,,,28.3125,17.459012,24.625,25.544627,,11.25,22.9048525,,56.5625,11.375,10.533534,23.5625,26.0012,2.343762,,4.0,4.46875,5.407489,5.969543,29.469375,,
1997-10-28,22.836323,,,28.4375,17.710583,26.0,24.511572,,12.1875,24.5105535,,59.296875,11.25,11.197413,23.5,26.454709,2.28647,,4.9375,4.875,5.926015,6.641116,29.822,,
1997-10-29,22.606076,,,29.4375,17.509327,25.6875,25.051578,,12.15625,23.046532,,58.28125,11.5,10.909732,24.0,26.530294,2.354178,,5.0,4.46875,5.926015,6.864974,30.4265,,
1997-10-30,22.271171,,,29.125,17.30807,25.125,24.276787,,11.484375,22.2436815,,55.625,11.25,10.743763,23.875,26.983803,2.364595,,4.625,4.375,5.870458,6.454568,29.6205,,
1997-10-31,22.606076,,,29.25,17.509327,25.25,24.276787,,11.34375,22.66872,,55.15625,11.5,10.909732,24.75,27.39952,2.401054,,4.625,4.59375,6.00009,6.790355,29.6205,,
1997-11-03,22.878186,,,29.28125,17.609955,25.6875,25.732455,,12.15625,23.3771175,,56.71875,11.4375,11.241671,24.6875,28.117576,2.526054,,4.75,4.5,6.351947,6.827664,30.401313,,
1997-11-04,23.192159,,,29.5,17.609955,25.375,26.014197,,12.03125,23.896609,,58.125,11.8125,11.407641,24.5625,28.268746,2.468762,,4.8125,4.78125,6.259353,6.715735,30.779125,,
1997-11-05,23.06657,,,30.375,18.113097,25.3125,25.826369,,12.40625,23.3771175,,57.5,12.0625,11.496158,24.625,28.571086,2.489596,,5.25,5.109375,6.398244,6.566497,31.383625,,
1997-11-06,23.213091,,,30.3125,18.163411,25.125,25.826369,,12.140625,22.857626,,58.125,12.0,11.2638,25.375,28.457708,2.552096,,5.4375,5.171875,6.222316,6.641116,30.72875,,
1997-11-07,22.710734,,,30.1875,18.062782,25.125,25.075056,,11.75,17.851617,,57.5,11.9375,10.965055,25.8125,27.815237,2.447929,,5.25,4.90625,6.14824,6.566497,29.822,,
1997-11-10,22.375829,,,30.0,17.811212,24.875,24.981142,,11.5,16.434822,,58.4375,12.5,10.710569,25.188,28.268746,2.463554,,5.5625,4.96875,6.370466,6.491877,30.32575,,
1997-11-11,22.12465,,,29.90625,17.962154,25.3125,24.793314,,11.03125,16.05701,,58.28125,12.375,10.544599,25.3125,28.476605,2.442721,,5.5625,5.03125,6.296391,6.566497,30.4265,,
1997-11-12,22.103719,,,29.6875,17.91184,25.25,24.6994,,9.96875,14.9708005,,57.34375,12.5,10.400759,25.625,28.571086,2.385429,,5.25,4.640625,6.111203,6.603806,29.72125,,
1997-11-13,22.12465,,,29.9375,17.91184,24.875,25.356798,,9.609375,15.868104,,58.046875,13.75,10.633116,25.875,28.571086,2.34897,,5.3125,4.5625,6.111203,6.566497,29.92275,,
1997-11-14,22.710734,,,29.71875,17.91184,25.125,24.981142,,10.65625,17.662711,,61.796875,13.25,10.909732,26.0,28.722255,2.343762,,5.5625,4.65625,6.277872,6.491877,29.51975,,
1997-11-17,23.108433,,,30.125,18.264039,25.8125,25.215927,,12.0625,17.4265785,,63.59375,13.3125,11.020378,26.125,29.024595,2.427095,,5.625,4.84375,6.555654,6.641116,30.476875,,
1997-11-18,22.606076,,,30.0,18.012468,25.8125,25.16897,,11.96875,16.623728,,61.40625,12.6875,10.909732,26.0625,29.326935,2.390637,,5.75,4.90625,6.444541,6.566497,30.401313,,
1997-11-19,22.543281,,,30.0625,18.314353,26.0,25.16897,,12.15625,16.529275,,60.0,12.75,10.821215,26.25,29.629274,2.427095,,5.5625,4.71875,6.407504,6.417258,30.8295,,
1997-11-20,22.689802,,,31.125,18.716866,27.125,25.96724,,12.65625,17.095993,,63.359375,12.875,11.131025,26.5,29.931614,2.427095,,5.6875,4.875,6.46306,6.603806,31.2325,,
1997-11-21,22.752597,,,31.5625,18.867809,26.8125,25.732455,,12.445313,16.5765015,,62.34375,13.125,11.2638,26.875,31.065387,2.432304,,5.4375,4.84375,6.351947,6.678426,31.2325,,
1997-11-24,22.459555,,,31.46875,18.867809,26.8125,25.356798,,11.609375,15.9153305,,61.25,12.9375,10.942926,26.875,30.611878,2.442721,,5.25,4.734375,6.222316,6.753045,30.628,,
1997-11-25,22.417692,,,31.5,19.37095,26.625,25.49767,,11.6875,15.7264245,,61.875,13.25,10.920797,27.125,30.838632,2.427095,,5.0625,4.703125,6.018609,6.939593,31.434,,
1997-11-26,22.564213,,,31.125,19.018751,26.5,25.356798,,12.132813,15.301386,,63.046875,13.0625,10.743763,26.875,30.385123,2.432304,,5.125,4.71875,6.14824,7.014212,31.73625,,
1997-11-28,22.459555,,,31.125,19.069066,26.5625,25.544627,,12.03125,15.2541595,,63.203125,12.9375,10.821215,27.0,30.687462,2.447929,,5.125,4.867188,6.166759,7.088832,31.13175,,
1997-12-01,22.752597,,,32.53125,19.320636,26.8125,26.835945,,12.46875,15.962557,,65.9375,13.0625,11.108896,27.375,31.140972,2.484387,,5.625,5.0,5.953793,7.088832,32.643,,
1997-12-02,23.150296,,,32.6875,19.018751,26.5625,26.671595,,11.640625,14.640215,,63.90625,12.875,10.920797,27.125,30.989802,2.484387,,5.3125,4.84375,5.907496,7.051522,32.643,,
1997-12-03,22.773528,,,33.125,18.817495,26.9375,27.516822,,10.640625,14.4985355,,61.015625,12.6875,11.219542,27.125,31.103179,2.484387,,5.1875,4.90625,6.111203,7.014212,32.8445,,
1997-12-04,22.731665,,,34.3125,18.918123,26.75,27.939435,,10.765625,13.5540055,,60.3125,12.6875,11.197413,27.375,31.670066,2.458346,,5.5625,4.875,5.926015,7.051522,32.74375,,
1997-12-05,23.213091,,,35.0,18.918123,26.9375,28.643791,,10.78125,13.695685,,60.625,12.4375,11.994066,27.3125,32.35033,2.479179,,5.625,4.96875,5.944534,7.051522,34.255,,
1997-12-08,23.192159,,,34.3125,18.817495,27.0625,28.315092,,11.25,13.6484585,,61.015625,12.1875,11.772774,27.3125,33.862028,2.473971,,5.625,5.015625,5.963052,7.051522,34.255,,
1997-12-09,23.359612,,,34.4375,19.069066,27.1875,28.127263,,11.234375,13.0817405,,58.90625,11.75,11.42977,27.1875,33.975405,2.432304,,5.5,5.03125,5.907496,7.088832,33.398625,,
1997-12-10,23.003775,,,33.875,19.521893,26.9375,27.892478,,11.15625,13.034514,,57.1875,11.625,11.28593,27.3125,34.428914,2.385429,,5.25,5.03125,5.833421,6.939593,33.6505,,
1997-12-11,22.940981,,,33.09375,19.572207,26.75,27.822043,,9.453125,12.373343,,54.6875,12.0,10.81015,27.125,34.428914,2.322928,,5.1875,4.796875,5.722308,7.23807,33.6505,,
1997-12-12,22.920049,,,32.875,19.72315,27.1875,27.563779,,8.125,11.901078,,52.5,12.0,10.788021,27.1875,34.542291,2.28647,,5.25,4.828125,5.629714,7.014212,33.75125,,
1997-12-15,23.150296,,,32.875,19.874092,27.125,27.892478,,8.71875,11.995531,,50.78125,11.9375,10.843344,27.5,33.710858,2.307303,,5.25,4.71875,5.629714,6.976903,34.55725,,
1997-12-16,22.857254,,,32.9375,19.97472,27.5,28.221178,,9.5,12.27889,,50.9375,11.5625,11.186348,27.4375,34.731254,2.385429,,5.5,4.84375,5.518601,6.976903,36.0685,,
1997-12-17,23.359612,,,32.375,20.326919,27.6875,27.892478,,10.375,11.8538515,,51.25,11.5,11.186348,27.4375,42.384223,2.385429,,5.5625,4.75,5.713049,6.790355,35.464,,
1997-12-18,23.108433,,,33.0625,20.025034,27.6875,27.798564,,9.515625,11.523266,,49.84375,11.5,10.97612,27.8125,40.626875,2.34897,,5.5,4.375,5.629714,6.641116,34.4565,,
1997-12-19,22.940981,,,32.9375,19.924406,28.5,27.657693,,9.765625,11.6649455,,51.796875,11.75,10.854409,28.3125,40.929214,2.359387,,5.375,4.453125,5.648233,6.566497,33.95275,,
1997-12-22,23.024707,,,33.25,20.427548,29.375,26.671595,,10.015625,11.0037745,,57.109375,11.8125,11.175283,28.625,41.874025,2.427095,,5.375,4.484375,5.555639,6.678426,34.0535,,
1997-12-23,23.150296,,,33.25,20.930689,29.1875,25.685498,,9.625,11.523266,,54.84375,11.6875,10.732698,28.5,41.269346,2.473971,,5.4375,4.390625,5.38897,6.566497,33.852,,
1997-12-24,23.024707,,,32.65625,20.628804,28.75,25.450713,,9.21875,11.239907,,53.515625,11.6875,10.610987,28.625,40.740252,2.463554,,5.4375,4.429688,5.314895,6.529187,33.2475,,
1997-12-26,23.192159,,,32.25,20.729433,28.8125,26.061154,,9.4375,11.051001,,52.578125,11.75,10.688439,28.25,40.853629,2.432304,,5.5,4.421875,5.407489,6.566497,33.046,,
1997-12-29,23.568927,,,34.375,20.880375,29.6875,26.788988,,10.171875,11.1926805,,57.890625,11.75,10.788021,28.5625,41.64727,2.468762,,5.5,4.46875,5.611195,6.641116,33.852,,
1997-12-30,23.987558,,,35.1875,21.433831,30.4375,27.047252,,10.25,11.523266,,57.65625,12.0625,10.898667,28.8125,41.836233,2.473971,,5.5,4.6875,5.926015,7.051522,34.003125,,
1997-12-31,24.196874,,,34.875,21.534459,30.25,27.047252,,9.9375,12.089984,,59.21875,11.8125,11.042508,29.0,42.554289,2.338553,,5.5,4.8125,6.129722,7.461928,34.003125,,
1998-01-02,24.029421,,,34.84375,20.930689,28.8125,27.610736,,9.984375,13.034514,,58.90625,12.0625,11.42977,28.875,41.155969,2.375012,,5.6875,4.875,5.768605,7.051522,34.305375,,
1998-01-05,24.155011,,,35.03125,20.57849,28.625,28.080306,,10.390625,13.601232,,59.296875,12.375,11.352318,28.375,40.815837,2.401054,,5.5,4.796875,5.666752,7.163451,35.061,,
1998-01-06,24.155011,,,34.3125,20.830061,28.5,27.751607,,10.5,13.22342,,60.390625,12.5,11.385511,28.5625,40.702459,2.38022,,5.625,4.78125,5.648233,7.200761,33.95275,,
1998-01-07,23.61079,,,33.25,20.477862,28.125,27.000295,,10.0625,13.034514,,59.84375,12.6875,11.485093,28.4375,40.324535,2.401054,,5.625,4.671875,5.68527,7.27538,33.2475,,
1998-01-08,23.359612,,,32.75,20.880375,28.25,26.530724,,9.75,12.373343,,61.25,12.8125,11.540416,28.375,39.493101,2.38022,,5.5625,4.578125,5.676011,7.27538,32.592625,,
1998-01-09,22.815391,,,31.59375,20.830061,27.0625,25.075056,,8.8125,11.8538515,,57.5,12.5625,10.97612,28.3125,38.472705,2.307303,,5.5,4.523438,5.458451,7.23807,32.0385,,
1998-01-12,22.940981,,,31.625,21.18226,28.375,25.356798,,8.96875,11.3815865,,58.4375,12.5,11.009314,28.75,39.606479,2.307303,,5.4375,4.375,5.592676,7.23807,31.53475,,
1998-01-13,22.815391,,,32.5625,20.930689,28.5,25.732455,,8.515625,12.4205695,,61.953125,12.625,11.308059,28.4375,40.815837,2.28647,,5.5,4.328125,5.740827,7.461928,30.72875,,
1998-01-14,23.61079,,,31.75,20.981003,28.3125,26.108111,,8.625,12.0427575,,62.1875,12.625,11.153154,28.4375,39.946611,2.31772,,5.5,4.304688,5.555639,7.536547,31.93775,,
1998-01-15,23.275885,,,31.6875,20.628804,28.375,25.450713,,8.53125,12.4205695,,61.171875,12.5625,11.330188,28.25,40.059988,2.322928,,5.5625,4.25,5.38897,7.573857,31.887375,,
1998-01-16,23.108433,,,31.875,20.528176,28.5,25.638541,,8.28125,11.995531,,58.90625,12.5,11.28593,28.375,39.984403,2.333345,,6.0,4.375,5.314895,7.685786,32.34075,,
1998-01-20,23.652653,,,32.5,20.679119,28.25,26.202025,,8.53125,12.9872875,,60.15625,12.75,11.341253,28.5,40.437912,2.359387,,5.625,4.5,5.38897,7.573857,32.24,,
1998-01-21,23.694516,,,31.96875,20.729433,27.625,25.638541,,9.9375,14.451309,,57.578125,12.125,11.164219,28.5,40.154469,2.328137,,5.6875,4.484375,5.370451,7.573857,32.088875,,
1998-01-22,22.647939,,,31.1875,20.779747,27.375,24.981142,,9.328125,14.1207235,,59.375,12.0625,10.998249,28.5,39.115177,2.229178,,5.6875,4.453125,5.370451,7.574156,31.93775,,
1998-01-23,22.857254,,,30.75,20.779747,27.125,24.511572,,9.28125,13.8373645,,60.9375,12.125,10.909732,28.3125,38.567186,2.28647,,5.625,4.210938,5.574158,7.536547,31.13175,,
1998-01-26,22.606076,,,32.1875,20.880375,26.625,24.887228,,9.09375,13.317873,,59.53125,12.25,10.887603,28.625,38.170366,2.28647,,5.625,4.0625,5.68527,7.387309,31.257688,,
1998-01-27,22.103719,,,32.4375,20.880375,26.6875,24.042002,,8.8125,12.7039285,,61.171875,11.875,11.219542,28.625,38.623875,2.333345,,5.6875,3.84375,5.611195,7.536547,31.484375,,
1998-01-28,22.313034,,,35.0,20.880375,26.875,24.6994,,9.109375,13.695685,,62.34375,12.0625,11.219542,28.9375,38.491602,2.328137,,5.4375,3.890625,6.203797,7.685786,32.0385,,
1998-01-29,23.06657,,,34.844,20.880375,27.25,25.732455,,9.625,13.034514,,61.270013,11.9375,10.710569,29.4375,39.228554,2.276053,,5.5,3.953125,6.185278,7.685786,31.837,,
1998-01-30,22.815391,,,33.6875,21.031318,28.5,25.356798,,9.421875,14.262403,,63.4375,12.25,10.644181,29.0,38.54829,2.328137,,5.625,3.890625,6.30565,7.611167,31.53475,,
1998-02-02,23.694516,,,34.8125,21.031318,27.5625,26.202025,,9.515625,13.979044,,64.0625,12.3125,10.931861,29.0,39.266347,2.322928,,5.625,4.03125,6.370466,7.685786,32.643,,
1998-02-03,23.652653,,,35.75,20.981003,27.375,26.718552,,10.375,13.790138,,63.984375,12.3125,10.66631,29.4375,39.152969,2.28647,,5.5625,4.125,6.407504,7.723096,32.94525,,
1998-02-04,23.568927,,,35.21875,21.031318,27.125,26.671595,,10.75,14.1207235,,65.546875,12.5,10.710569,29.0625,39.285243,2.260428,,5.75,4.359375,6.444541,7.872334,33.14675,,
1998-02-05,23.485201,,,34.875,21.282888,26.8125,25.685498,,11.125,13.790138,,65.078125,12.625,10.920797,29.25,38.775045,2.234386,,5.6875,4.234375,6.583432,7.946953,33.197125,,
1998-02-06,23.568927,,,35.0625,21.534459,26.875,26.084632,,11.34375,13.979044,,67.109375,12.75,10.998249,29.5625,38.888422,2.223969,,6.0,4.28125,6.444541,7.835025,32.643,,
1998-02-09,24.029421,,,35.21875,21.433831,26.25,26.108111,,12.03125,13.601232,,66.953125,12.5625,10.854409,29.375,39.644271,2.244803,,6.75,4.5625,6.407504,7.909644,31.53475,,
1998-02-10,25.034136,,,35.96875,21.635088,26.3125,25.732455,,11.875,14.2151765,,73.90625,12.5625,11.219542,29.25,39.908818,2.270845,,6.75,4.921875,6.384355,7.835025,31.887375,,
1998-02-11,24.531779,,,35.6875,20.930689,27.1875,26.108111,,11.8125,14.356856,,73.59375,12.5625,11.064637,29.25,39.757648,2.276053,,6.9375,5.234375,6.222316,7.946953,31.434,,
1998-02-12,24.448052,,,36.1875,20.981003,27.6875,26.295939,,11.765625,14.4985355,,73.515625,12.75,11.042508,29.375,40.437912,2.25522,,7.5,5.242188,6.083425,7.872334,30.980625,,
1998-02-13,24.322463,,,35.796875,20.930689,28.1875,26.014197,,11.765625,14.923574,,74.53125,12.5625,10.953991,29.625,40.428464,2.28647,,7.25,5.203125,6.222316,7.909644,30.628,,
1998-02-17,24.238737,,,35.78125,21.031318,28.75,26.295939,,11.53125,14.734668,,73.046875,12.5625,10.909732,29.25,40.362327,2.291678,,7.75,5.359375,6.537135,7.872334,30.577625,,
1998-02-18,25.243451,,,35.96875,21.031318,28.625,26.906381,,11.984375,14.829121,,72.5,12.6875,11.175283,29.1875,40.437912,2.296886,,7.5,5.265625,6.435282,7.909644,31.13175,,
1998-02-19,25.243451,,,36.0,20.830061,28.5625,26.812467,,11.703125,14.4985355,,73.28125,12.5,11.496158,29.25,40.022195,2.302095,,7.625,5.015625,6.351947,7.946953,31.081375,,
1998-02-20,24.992273,,,36.71875,20.880375,28.875,27.047252,,11.5625,14.1207235,,73.75,12.5,11.496158,29.0625,41.080384,2.322928,,7.75,5.25,6.222316,8.021573,31.484375,,
1998-02-23,24.782957,,,37.0,20.880375,28.5,27.117687,,11.875,14.073497,,74.84375,12.5,11.396576,29.0,40.853629,2.322928,,7.5625,5.226563,6.333428,7.984263,31.484375,,
1998-02-24,24.741094,,,36.6875,20.880375,28.5,27.141166,,11.53125,13.601232,,72.734375,12.5,11.075702,28.75,39.908818,2.328137,,7.75,5.34375,6.351947,7.909644,31.93775,,
1998-02-25,25.117862,,,36.90625,20.981003,28.4375,27.516822,,11.984375,13.695685,,76.5625,12.625,11.440835,29.0,39.908818,2.437512,,8.5625,5.40625,6.31491,7.984263,32.13925,,
1998-02-26,26.248166,,,38.09375,20.880375,29.0625,27.328994,,13.453125,13.9318175,,76.484375,12.625,11.507222,28.8125,40.891422,2.369804,,8.25,5.25,6.407504,8.058882,32.0385,,
1998-02-27,25.871398,,,38.03125,20.830061,28.6875,26.953338,,13.15625,13.790138,,75.703125,12.4375,11.861291,28.9375,40.815837,2.390637,,8.125,5.0625,6.426022,8.058882,32.0385,,
1998-03-02,25.578356,,,37.921875,20.729433,29.25,26.742031,,12.640625,13.601232,,74.804688,12.5,11.551481,28.875,40.740252,2.385429,,7.8125,5.046875,6.296391,8.133502,32.214813,,
1998-03-03,25.578356,,,38.0,20.880375,29.5,26.859424,,12.046875,13.2706465,,75.0,12.3125,11.418705,29.0625,40.702459,2.333345,,7.375,5.09375,6.259353,7.984263,33.197125,,
1998-03-04,25.745809,,,37.3125,20.880375,30.3125,26.859424,,12.148438,13.1761935,,73.28125,12.375,11.064637,29.3125,40.513497,2.322928,,7.1875,5.070313,6.351947,8.096192,32.8445,,
1998-03-05,25.662082,,,36.375,21.031318,29.75,26.554203,,10.875,12.373343,,72.65625,12.375,10.965055,29.0625,40.362327,2.322928,,6.6875,5.015625,6.240834,7.909644,32.8445,,
1998-03-06,26.415618,,,36.625,21.333203,29.125,27.047252,,11.125,12.5150225,,77.03125,12.625,10.898667,29.6875,40.286743,2.364595,,7.0625,5.125,6.240834,8.096192,33.2475,,
1998-03-09,25.913261,,,36.75,21.433831,29.6875,27.141166,,9.742188,11.901078,,74.6875,12.6875,10.66631,29.8125,39.644271,2.395845,,7.875,5.03125,6.14824,8.28274,32.8445,,
1998-03-10,26.122576,,,36.8125,21.735716,29.375,27.047252,,10.257813,12.373343,,79.6875,13.0,10.887603,30.25,39.379724,2.359387,,7.75,5.0625,6.259353,8.431979,33.2475,,
1998-03-11,25.787672,,,36.609375,21.635088,29.6875,26.906381,,10.09375,13.22342,,82.65625,13.0,10.732698,29.9375,40.24895,2.364595,,7.625,5.125,6.240834,8.32005,33.096375,,
1998-03-12,25.117862,,,37.0625,21.333203,29.5,26.906381,,10.03125,13.0817405,,84.0625,13.125,10.953991,30.0625,40.059988,2.354178,,7.5,5.03125,6.490838,8.32005,32.94525,,
1998-03-13,25.49463,,,37.75,21.282888,28.75,26.906381,,10.375,12.9872875,,82.8125,13.8125,10.931861,29.9375,39.682063,2.375012,,7.6875,5.03125,6.666767,8.28274,32.8445,,
1998-03-16,25.536493,,,37.90625,21.534459,28.75,27.422908,,10.59375,12.8928345,,83.75,13.4375,11.009314,30.3125,39.493101,2.338553,,7.5,5.171875,6.944549,8.28274,33.54975,,
1998-03-17,25.369041,,,37.8125,21.635088,28.5625,27.610736,,9.867188,12.7039285,,83.359375,13.5,10.876538,30.625,39.24745,2.328137,,7.4375,5.09375,7.305665,8.35736,33.54975,,
1998-03-18,25.243451,,,37.953125,21.78603,28.9375,27.469865,,8.695313,12.5150225,,84.84375,13.375,11.086766,30.4375,38.888422,2.322928,,7.6875,5.4375,7.444556,8.394669,33.449,,
1998-03-19,25.369041,,,38.4375,21.78603,28.6875,27.798564,,8.671875,12.9872875,,85.0,13.375,11.11996,30.5,38.69946,2.328137,,7.8125,5.375,7.555669,8.469288,33.449,,
1998-03-20,25.620219,,,38.9375,22.188543,28.625,27.775086,,8.554688,12.6094755,,83.75,14.0,11.11996,30.8125,38.434913,2.307303,,7.75,5.359375,7.592706,8.767766,33.499375,,
1998-03-23,25.578356,,,37.90625,22.440114,29.875,27.422908,,8.0,12.467796,,84.375,13.75,11.197413,30.75,37.915267,2.34897,,7.5625,5.4375,7.666782,8.730456,33.34825,,
1998-03-24,25.536493,,,38.1875,22.741999,29.1875,27.610736,,8.007813,12.8928345,,85.78125,13.75,11.241671,30.625,37.735753,2.432304,,7.5,5.375,7.500113,8.991623,33.373438,,
1998-03-25,25.536493,,,38.15625,23.094198,28.9375,27.798564,,8.109375,12.940061,,80.78125,13.625,11.462964,31.0,38.888422,2.479179,,7.625,5.296875,7.296406,8.655837,33.75125,,
1998-03-26,25.285314,,,37.375,22.99357,28.8125,27.798564,,8.015625,13.506779,,81.5625,13.875,11.308059,30.875,38.775045,2.500013,,7.6875,5.203125,7.53715,9.028933,33.852,,
1998-03-27,25.201588,,,36.625,22.591056,28.9375,27.563779,,7.59375,13.4595525,,83.28125,13.875,11.11996,30.5,37.490102,2.468762,,7.5625,5.296875,7.444556,9.252791,33.398625,,
1998-03-30,25.243451,,,36.09375,22.741999,29.0625,27.141166,,8.109375,13.790138,,84.21875,14.125,11.175283,30.3125,37.641272,2.489596,,7.625,5.28125,7.796413,9.290101,33.449,,
1998-03-31,25.452767,,,37.375,23.144512,29.625,27.375951,,8.328125,13.2706465,,83.28125,14.3125,11.219542,30.8125,37.868026,2.520846,,7.75,5.359375,7.870488,9.290101,33.801625,,
1998-04-01,25.243451,,,37.375,23.194826,30.1875,27.328994,,8.304688,14.734668,,81.09375,14.75,11.075702,30.9375,37.660168,2.510429,,7.75,5.578125,7.759376,9.252791,33.600125,,
1998-04-02,25.536493,,,38.375,23.496711,30.25,27.751607,,8.25,14.262403,,83.28125,14.8125,11.131025,31.25,37.905819,2.510429,,9.1875,5.6875,7.870488,9.178172,33.902375,,
1998-04-03,25.117862,,,39.125,23.59734,29.75,28.127263,,8.03125,13.979044,,83.28125,14.8125,11.075702,31.1875,37.868026,2.510429,,9.0,5.6875,8.46309,9.551268,33.75125,,
1998-04-06,24.82482,,,38.25,24.050167,29.5625,27.845521,,7.890625,13.790138,,77.53905,15.3125,10.953991,30.9375,38.245951,2.505221,,9.125,5.671875,8.277902,9.476649,33.852,,
1998-04-07,24.657368,,,37.96875,23.899225,29.1875,27.516822,,7.578125,13.3650995,,73.75,14.5625,10.754827,30.75,37.792441,2.484387,,9.0,5.609375,7.926045,9.476649,33.499375,,
1998-04-08,24.615505,,,38.0,23.697968,29.0,26.671595,,7.65625,14.073497,,77.96875,15.25,10.66631,30.5625,38.019196,2.505221,,9.5,5.65625,7.814932,9.588578,33.046,,
1998-04-09,24.113148,,,38.625,23.84891,29.375,27.282037,,7.703125,13.790138,,76.875,15.125,10.81015,31.0,38.170366,2.526054,,10.5,5.75,7.703819,9.998984,33.2475,,
1998-04-13,24.406189,,,39.15625,23.59734,29.625,27.23508,,8.625,13.4595525,,73.59375,15.25,10.799086,30.8125,38.056989,2.510429,,10.0625,5.765625,7.601966,10.036293,33.75125,,
1998-04-14,25.034136,,,38.4375,24.150795,29.25,27.516822,,8.609375,14.16795,,76.09375,15.1875,10.788021,31.25,38.926215,2.526054,,10.4375,5.953125,7.85197,10.297461,34.0535,,
1998-04-15,25.620219,,,38.6875,24.100481,29.625,27.375951,,8.65625,14.4985355,,78.28125,15.125,11.28593,31.8125,39.304139,2.541679,,11.3125,6.015625,7.6853,10.558628,34.75875,,
1998-04-16,26.03885,,,38.265625,23.999853,29.625,26.859424,,8.75,13.979044,,87.34375,14.8125,11.009314,31.1875,38.85063,2.505221,,11.0,5.835938,7.592706,10.148222,34.35575,,
1998-04-17,26.373755,,,38.5,23.84891,29.5625,27.141166,,8.734375,13.979044,,84.375,14.9375,11.230607,31.5,39.228554,2.515638,,11.0,5.90625,7.722338,10.148222,34.658,,
