datetime,RJF,EQT,WAB,IQV,EL,WBD,ACGL,STX,STT,XYL,EXR,NUE,DD,TSCO,STZ,NRG,PCG,BRO,MTB,EFX,VTR,WTW,LEN,UAL,BR
1997-09-05,,,,,,,2.513861,,,,,,,,,,,,,,,,,,
1997-09-08,,,,,,,2.583305,,,,,,,,,,,,,,,,,,
1997-09-09,,,,,,,2.569416,,,,,,,,,,,,,,,,,,
1997-09-10,,,,,,,2.583305,,,,,,,,,,,,,,,,,,
1997-09-11,,,,,,,2.569416,,,,,,,,,,,,,,,,,,
1997-09-12,,,,,,,2.569416,,,,,,,,,,,,,,,,,,
1997-09-15,,,,,,,2.583305,,,,,,,,,,,,,,,,,,
1997-09-16,,,,,,,2.576361,,,,,,,,,,,,,,,,,,
1997-09-17,,,,,,,2.565971,,,,,,,,,,,,,,,,,,
1997-09-18,,,,,,,2.583305,,,,,,,,,,,,,,,,,,
1997-09-19,,,,,,,2.555527,,,,,,,,,,,,,,,,,,
1997-09-22,,,,,,,2.583305,,,,,,,0.24375,,,,,,,,,,,
1997-09-23,,,,,,,2.583305,,,,,,,0.240625,,,,,,,,,,,
1997-09-24,,,,,,,2.583305,,,,,,,0.24375,,,,1.677092,,,,,,,
1997-09-25,,,,,,,2.583305,,,,,,,0.24375,,,,1.640633,,,,,,,
1997-09-26,,,,,,,2.52775,,,,,,,0.24375,,,,1.640633,,,,,,,
1997-09-29,,,,,,,2.583305,,,,,,,0.246875,,,,1.640633,,,,,,,
1997-09-30,,,,,,,2.555527,,,,,,43.012295,0.246875,,,,1.718759,,,,,,,
1997-10-01,7.000109,4.321627,11.59375,,11.640625,,2.555527,,29.875,,,13.15625,43.190154,0.25,5.890625,,23.5,1.666675,41.5,21.135563,22.750796,,9.697188,,
1997-10-02,7.111221,4.338642,11.625,,11.609375,,2.562472,,30.34375,,,13.0,43.931234,0.24375,6.09375,,23.6875,1.703134,41.2,21.719188,22.681958,,9.796719,,
1997-10-03,7.209988,4.304613,11.625,,11.65625,,2.583305,,30.90625,,,13.21875,44.109093,0.24375,6.234375,,23.3125,1.703134,41.2,21.552438,22.750796,,9.924688,,
1997-10-06,7.172951,4.279092,11.96875,,11.734375,,2.562472,,31.125,,,13.09375,44.138736,0.253125,6.296875,,23.25,1.750009,41.5,21.6775,22.785215,,9.825156,,
1997-10-07,7.209988,4.321627,12.3125,,11.84375,,2.562472,,31.09375,,,13.359375,43.871948,0.253125,6.28125,,23.375,1.750009,41.9,21.802563,23.19824,,9.995781,,
1997-10-08,6.987763,4.279092,12.28125,,11.65625,,2.597194,,30.6875,,,13.34375,43.634802,0.253125,6.234375,,23.1875,1.666675,42.4,21.760875,22.888471,,10.095313,,
1997-10-09,6.913687,4.287599,12.4375,,11.484375,,2.583305,,30.5,,,13.203125,43.368013,0.24375,6.125,,23.25,1.708342,42.6,21.6775,22.785215,,10.137969,,
1997-10-10,6.839612,4.287599,12.375,,11.484375,,2.597194,,30.5625,,,13.078125,42.864079,0.26875,6.25,,23.3125,1.750009,42.2,21.135563,23.267077,,10.024219,,
1997-10-13,6.975417,4.31312,12.5625,,11.34375,,2.513861,,30.59375,,,13.234375,42.834435,0.2625,6.265625,,23.375,1.781259,42.4,21.344,23.576846,,9.89625,,
1997-10-14,6.963071,4.270585,12.53125,,11.28125,,2.555527,,30.5625,,,13.515625,42.50836,0.2640626,6.25,,23.375,1.687508,42.2,21.344,23.714521,,9.867813,,
1997-10-15,6.864304,4.270585,12.65625,,11.5,,2.555527,,30.59375,,,13.75,42.449074,0.2703126,6.375,,23.4375,1.729175,41.9,21.302313,23.680102,,9.953125,,
1997-10-16,6.864304,4.304613,12.59375,,11.375,,2.576361,,30.75,,,13.5625,42.953008,0.2578126,6.21875,,23.4375,1.708342,41.8,20.84375,23.301496,,10.024219,,
1997-10-17,6.777883,4.287599,12.4375,,11.3125,,2.597194,,30.09375,,,13.578125,42.686219,0.26875,6.046875,,23.6875,1.708342,41.6125,20.593625,22.991727,,9.7825,,
1997-10-20,6.716153,4.321627,12.875,,11.40625,,2.569416,,29.875,,,13.546875,42.834435,0.26875,5.984375,,23.6875,1.697925,42.0,20.968813,23.19824,,9.7825,,
1997-10-21,6.839612,4.389685,13.9375,,11.5,,2.534694,,30.59375,,,13.921875,44.109093,0.2726562,6.0,,23.875,1.71355,41.7,21.594125,23.47359,,9.7825,,
1997-10-22,6.716153,4.389685,13.78125,,11.171875,,2.583305,,30.375,,,14.265625,44.82053,0.26875,6.125,,24.0,1.718759,42.4,22.052688,16.796352,,9.739844,,
1997-10-23,6.444544,4.245063,13.09375,,10.75,,2.513861,,29.0,,,13.5625,44.138736,0.265625,6.0625,,24.0625,1.687508,42.0,21.760875,15.970302,,9.455469,,
1997-10-24,6.419853,4.347149,13.125,,10.59375,,2.597194,,29.3125,,,13.765625,43.664445,0.2609376,6.15625,,24.3125,1.739592,42.2,21.51075,16.589839,,9.498125,,
1997-10-27,5.851943,4.245063,11.875,,9.953125,,2.472195,,26.21875,,,12.75,40.907627,0.2375,6.015625,,24.0,1.677092,41.7,20.385188,15.419601,,8.957813,,
1997-10-28,5.876634,4.262077,11.9375,,11.25,,2.472195,,27.96875,,,13.125,42.686219,0.246875,6.03125,,24.1875,1.666675,41.225,20.927125,16.245652,,8.886719,,
1997-10-29,6.000093,4.355656,12.40625,,11.03125,,2.52775,,28.21875,,,13.03125,42.775149,0.246875,6.109375,,24.25,1.703134,41.4,20.093375,15.557276,,9.284844,,
1997-10-30,5.876634,4.287599,12.3125,,10.828125,,2.444418,,27.25,,,13.09375,42.715862,0.234375,6.125,,24.75,1.666675,41.2125,21.0105,14.868901,,9.185313,,
1997-10-31,5.926018,4.330135,12.40625,,11.109375,,2.52775,,27.875,,,13.0625,42.982651,0.246875,6.203125,,25.5625,1.718759,40.9,20.718688,14.868901,,9.256406,,
1997-11-03,6.24701,4.279092,12.46875,,11.140625,,2.472195,,28.5,,,13.25,43.99052,0.240625,6.3125,,26.0,1.729175,40.9,21.344,15.213089,,7.564375,,
1997-11-04,6.259356,4.31312,12.4375,,11.421875,,2.52775,,28.5625,,,13.34375,43.812661,0.2375,6.3125,,25.8125,1.729175,41.10625,22.427875,15.17867,,7.84875,,
1997-11-05,6.45689,4.330135,12.5,,11.34375,,2.583305,,29.5625,,,12.96875,43.279083,0.234375,6.296875,,25.625,1.708342,41.10625,22.386188,14.937739,,8.019375,,
1997-11-06,6.530965,4.236556,12.9375,,11.421875,,2.541639,,29.125,,,12.890625,43.101224,0.234375,6.34375,,25.5625,1.71355,41.1,22.803063,14.731226,,8.19,,
1997-11-07,6.642078,4.25357,13.0625,,11.296875,,2.472195,,29.3125,,,12.53125,42.775149,0.23125,6.375,,25.5,1.708342,40.7,22.552938,14.731226,,8.07625,,
1997-11-10,7.0248,4.330135,12.71875,,11.40625,,2.486084,,28.9375,,,12.515625,43.041938,0.228125,6.53125,,26.0625,1.692717,40.5,22.719688,14.559133,,8.07625,,
1997-11-11,6.543311,4.347149,12.625,,11.453125,,2.513861,,28.90625,,,12.53125,42.953008,0.23125,6.609375,,26.3125,1.729175,40.4,22.803063,14.524714,,8.4175,,
1997-11-12,6.605041,4.279092,12.4375,,11.359375,,2.513861,,28.53125,,,12.1875,42.715862,0.225,6.328125,,26.5625,1.708342,40.875,22.219438,13.905176,,8.133125,,
1997-11-13,6.296394,4.296106,12.15625,,11.328125,,2.493028,,28.3125,,,12.0,43.160511,0.225,6.28125,,26.3125,1.697925,40.49375,22.719688,13.870758,,8.07625,,
1997-11-14,6.716153,4.31312,11.9375,,11.71875,,2.472195,,28.96875,,,12.40625,43.960877,0.221875,6.09375,,26.6875,1.697925,40.8,22.594625,13.939595,,8.07625,,
1997-11-17,6.901342,4.37267,11.9375,,12.171875,,2.472195,,29.46875,,,12.484375,45.413394,0.221875,6.0625,,27.0,1.750009,41.4,22.678,14.214945,,8.19,,
1997-11-18,6.568003,4.321627,11.96875,,11.890625,,2.555527,,28.6875,,,12.3125,46.035902,0.2234376,5.835938,,27.125,1.750009,41.45,22.719688,13.870758,,8.30375,,
1997-11-19,6.790229,4.364163,11.84375,,12.203125,,2.555527,,29.375,,,12.421875,46.302691,0.221875,5.78125,,27.1875,1.708342,41.4,22.803396,13.905176,,8.559688,,
1997-11-20,7.111221,4.508785,11.96875,,12.828125,,2.472195,,30.46875,,,12.375,47.251273,0.221875,5.992188,,27.375,1.718759,41.99375,22.84475,14.008433,,9.1,,
1997-11-21,7.000109,4.398192,11.84375,,13.453125,,2.555527,,30.21875,,,12.390625,46.747339,0.2125,6.015625,,27.625,1.708342,41.99375,22.886438,13.698664,,9.128438,,
1997-11-24,6.81492,4.355656,11.71875,,13.140625,,2.569416,,29.09375,,,12.25,46.243404,0.209375,5.9375,,27.9375,1.687508,41.25,22.552938,13.354476,,9.156875,,
1997-11-25,6.963071,4.406699,11.53125,,13.265625,,2.513861,,30.1875,,,12.234375,46.124831,0.190625,5.960938,,28.1875,1.716154,41.55,22.719688,13.492151,,9.242188,,
1997-11-26,7.160605,4.355656,11.5,,13.328125,,2.472195,,30.25,,,12.390625,45.294822,0.2,6.0,,28.375,1.708342,42.71875,22.51125,13.182382,,9.583438,,
1997-11-28,7.049492,4.406699,11.5,,13.390625,,2.555527,,29.75,,,12.5,46.836268,0.2,5.984375,,28.25,1.7448,42.2,22.761375,13.354476,,9.498125,,
1997-12-01,7.284064,4.457742,11.5,,13.609375,,2.555527,,31.03125,,,12.984375,46.865912,0.20625,6.03125,,28.75,1.7448,43.20625,22.84475,13.285639,,9.526563,,
1997-12-02,7.111221,4.381177,11.5,,13.671875,,2.597194,,30.75,,,12.578125,46.925198,0.2,6.0,,28.5625,1.765634,43.3,22.761375,12.803776,,9.526563,,
1997-12-03,7.407522,4.466249,11.46875,,13.703125,,2.597194,,31.125,,,12.578125,47.458776,0.203125,5.996094,,28.4375,1.833342,43.225,22.803063,12.666101,,9.21375,,
1997-12-04,7.23468,4.398192,11.5,,13.40625,,2.583305,,30.8125,,,12.515625,47.606992,0.2,5.9375,,28.3125,1.895843,43.0,22.761375,13.044707,,9.555,,
1997-12-05,7.222334,4.389685,11.46875,,13.453125,,2.583305,,30.59375,,,12.578125,47.784851,0.2,5.882813,,28.3125,1.958343,43.3,22.969813,13.182382,,9.44125,,
1997-12-08,7.432214,4.423713,11.34375,,13.421875,,2.597194,,30.40625,,,12.5625,47.399489,0.2,5.890625,,28.4375,1.955739,43.0,23.803563,13.113545,,9.3275,,
1997-12-09,7.456906,4.466249,11.90625,,13.453125,,2.597194,,28.96875,,,12.5625,47.429133,0.203125,5.875,,28.4375,1.955739,43.30625,22.636313,13.216801,,9.242188,,
1997-12-10,7.506289,4.457742,11.625,,13.59375,,2.569416,,28.46875,,,12.390625,47.340203,0.1796876,5.890625,,28.5625,1.91928,43.2625,22.219438,13.216801,,9.242188,,
1997-12-11,7.38283,4.37267,11.375,,13.578125,,2.486084,,26.8125,,,11.953125,46.954841,0.1859376,5.828125,,28.625,1.864593,43.1,21.802563,13.629826,,9.185313,,
1997-12-12,7.44456,4.415206,11.09375,,13.5,,2.472195,,27.25,,,11.734375,46.243404,0.190625,5.859375,,28.875,1.833342,43.2,22.136063,13.560989,,9.1,,
1997-12-15,7.59271,4.49177,11.0,,13.640625,,2.486084,,28.625,,,12.125,46.717696,0.1796876,5.75,,29.375,1.822926,44.1,22.552938,13.836339,,8.98625,,
1997-12-16,7.703823,4.49177,10.9375,,13.515625,,2.430529,,28.15625,,,12.046875,47.162344,0.184375,5.8125,,29.3125,1.791676,44.2,23.053188,13.629826,,8.900938,,
1997-12-17,7.80259,4.559827,11.1875,,13.546875,,2.430529,,27.9375,,,12.421875,47.191987,0.1953126,5.707031,,29.9375,1.786467,44.5,23.094875,13.836339,,8.929375,,
1997-12-18,7.642094,4.534306,11.0,,13.140625,,2.402751,,27.9375,,,12.1875,46.361977,0.184375,5.640625,,29.875,1.760425,44.3,22.886438,14.042851,,8.957813,,
1997-12-19,7.642094,4.43222,11.15625,,12.75,,2.451362,,27.0625,,,12.046875,45.828399,0.19375,6.0,,30.0,1.718759,44.0,22.51125,13.664245,,8.8725,,
1997-12-22,7.617402,4.483263,11.34375,,12.46875,,2.402751,,28.40625,,,11.828125,46.154475,0.184375,6.125,,30.4375,1.729175,43.825,22.594625,13.423314,,9.128438,,
1997-12-23,7.605056,4.653406,11.90625,,12.359375,,2.479139,,28.09375,,,11.75,46.599123,0.1835938,6.609375,,30.5,1.708342,44.0,22.427875,13.320058,,9.498125,,
1997-12-24,7.555673,4.653406,11.84375,,12.296875,,2.479139,,27.5,,,11.703125,46.48055,0.18125,6.625,,30.1875,1.708342,44.0,22.469563,13.25122,,9.555,,
1997-12-26,7.605056,4.678927,12.0,,12.25,,2.458306,,27.65625,,,11.5625,46.954841,0.18125,6.71875,,30.125,1.750009,43.5,22.636313,13.25122,,9.526563,,
1997-12-29,7.740861,4.576842,12.125,,12.828125,,2.597194,,28.34375,,,11.59375,47.369846,0.18125,6.828125,,30.375,1.765634,44.0,22.678,13.216801,,9.725625,,
1997-12-30,7.827282,4.704449,12.3125,,12.765625,,2.597194,,28.9375,,,11.703125,47.992353,0.1875,7.046875,,30.5625,1.833342,45.5,23.261625,13.285639,,9.810938,,
1997-12-31,7.839628,4.815042,12.8125,,12.859375,,2.472195,,29.09375,,,12.078125,48.14057,0.184375,6.921875,,30.3125,1.859384,46.5,23.636813,13.457733,,9.810938,,
1998-01-02,7.666786,4.78952,12.46875,,12.828125,,2.611082,,28.90625,,,12.265625,47.784851,0.184375,6.9375,,30.5,1.838551,46.1,23.553438,13.354476,,9.7825,,
1998-01-05,7.889011,4.746984,12.8125,,13.015625,,2.666637,,28.875,,,12.125,47.429133,0.184375,6.953125,,30.0,1.846363,44.8,23.136563,13.423314,,9.924688,,
1998-01-06,7.889011,4.559827,12.75,,13.0,,2.569416,,28.34375,,,11.6875,46.450907,0.184375,6.921875,,30.5,1.843759,45.0,23.261625,13.25122,,9.839375,,
1998-01-07,7.605056,4.517292,12.5,,12.65625,,2.597194,,27.4375,,,11.65625,45.73947,0.175,7.0,,30.1875,1.843759,44.4,22.84475,13.216801,,9.7825,,
1998-01-08,7.555673,4.483263,12.46875,,12.71875,,2.333308,,27.46875,,,11.65625,45.56161,0.175,7.125,,30.125,1.843759,43.7,23.553438,13.079126,,9.7825,,
1998-01-09,7.061838,4.347149,12.25,,12.515625,,2.30553,,25.75,,,11.125,44.227666,0.1742188,6.855469,,29.75,1.833342,43.50625,22.427875,12.562845,,9.555,,
1998-01-12,6.913687,4.483263,11.6875,,12.375,,2.319419,,26.25,,,11.5,44.701957,0.175,6.929688,,30.1875,1.809905,42.9,22.761375,12.287495,,9.611875,,
1998-01-13,7.358139,4.49177,11.5,,12.625,,2.333308,,27.8125,,,11.3125,43.871948,0.171875,7.3125,,30.3125,1.809905,43.475,22.678,12.390751,,9.754063,,
1998-01-14,7.296409,4.55132,11.65625,,12.703125,,2.333308,,28.375,,,11.3125,44.731601,0.178125,7.0625,,30.3125,1.830738,43.8,22.678,12.597264,,9.867813,,
1998-01-15,7.049492,4.627884,11.625,,12.5625,,2.388863,,27.46875,,,11.265625,43.871948,0.178125,6.75,,29.9375,1.851572,44.4,22.552938,12.97587,,9.924688,,
1998-01-16,7.061838,4.678927,11.71875,,12.625,,2.520806,,27.46875,,,11.609375,43.368013,0.175,6.757813,,29.625,1.90626,44.5,22.678,13.974014,,9.469688,,
1998-01-20,6.963071,4.687434,12.0,,13.15625,,2.52775,,27.9375,,,11.96875,44.020164,0.175,7.09375,,29.4375,1.955739,44.20625,23.553438,13.836339,,9.7825,,
1998-01-21,6.81492,4.653406,11.84375,,12.984375,,2.555527,,27.46875,,,11.90625,43.664445,0.1828126,7.09375,,29.375,1.942718,44.00625,22.636313,13.836339,,9.924688,,
1998-01-22,6.605041,4.627884,11.875,,12.640625,,2.555527,,27.3125,,,11.671875,43.190154,0.175,7.007813,,29.5625,1.901051,43.75,22.3445,13.52657,,10.379688,,
1998-01-23,6.45689,4.585349,12.03125,,12.4375,,2.503445,,27.375,,,11.4375,42.538003,0.175,6.804688,,29.75,1.830738,43.75,21.427375,13.457733,,10.35125,,
1998-01-26,6.407507,4.568335,12.0625,,12.46875,,2.555527,,27.53125,,,11.453125,43.041938,0.1757812,6.421875,,30.125,1.893239,43.05,22.011,13.285639,,10.294375,,
1998-01-27,6.444544,4.525799,12.0,,13.0,,2.555527,,28.0625,,,11.59375,43.012295,0.1734376,6.578125,,29.875,1.950531,44.5,21.51075,13.147964,,10.436563,,
1998-01-28,6.740845,4.483263,12.1875,,13.75,,2.513861,,28.0,,,11.984375,42.953008,0.171875,6.59375,,29.875,2.013031,45.7,21.802563,13.216801,,10.550313,,
1998-01-29,6.888996,4.559827,12.34375,,13.671875,,2.569416,,28.75,,,11.9375,42.626933,0.175,6.632813,,29.8125,1.986989,46.10625,22.636313,13.457733,,10.976875,,
1998-01-30,6.839612,4.474756,12.375,,13.734375,,2.472195,,28.0,,,11.90625,42.686219,0.175,6.671875,,29.8125,1.971364,45.625,21.927625,13.492151,,11.175938,,
1998-02-02,7.000109,4.525799,12.28125,,14.625,,2.569416,,29.125,,,12.359375,44.82053,0.171875,6.820313,,30.0625,1.958343,47.175,22.886438,14.731226,,11.431875,,
1998-02-03,7.074184,4.534306,12.375,,14.90625,,2.555527,,29.4375,,,12.59375,44.761244,0.175,6.734375,,29.9375,1.953135,48.8,22.052688,14.387039,,11.517188,,
1998-02-04,7.135913,4.55132,12.1875,,14.71875,,2.472195,,29.75,,,12.46875,44.198023,0.175,6.90625,,29.5625,1.942718,48.0,21.469063,14.35262,,12.000625,,
1998-02-05,7.23468,4.500277,12.25,,14.71875,,2.499973,,30.125,,,12.34375,44.405525,0.175,7.046875,,29.75,1.932301,47.70625,21.469063,14.731226,,12.285,,
1998-02-06,7.308755,4.542813,12.46875,,14.6875,,2.583305,,30.5625,,,12.265625,44.109093,0.175,7.078125,,30.125,1.932301,48.2,21.302313,15.144251,,12.142813,,
1998-02-09,7.284064,4.542813,12.4375,,14.59375,,2.555527,,30.09375,,,12.171875,43.871948,0.2085938,7.03125,,29.8125,1.934906,48.0,21.594125,15.075414,,12.114375,,
1998-02-10,7.506289,4.508785,12.25,,14.71875,,2.458306,,29.65625,,,12.21875,43.871948,0.209375,7.09375,,29.6875,1.947926,47.80625,21.760875,15.213089,,12.228125,,
1998-02-11,7.728515,4.508785,12.09375,,14.59375,,2.472195,,29.5625,,,12.265625,42.982651,0.19375,6.992188,,29.8125,1.945322,47.51875,22.552938,15.17867,,12.74,,
1998-02-12,7.65444,4.483263,12.25,,14.609375,,2.41664,,29.375,,,12.3125,42.211928,0.190625,7.0,,29.875,1.921885,47.60625,22.84475,15.075414,,12.74,,
1998-02-13,7.691477,4.474756,12.25,,14.609375,,2.472195,,28.9375,,,12.21875,42.478717,0.196875,7.015625,,29.5,1.921885,47.8,22.261125,15.040995,,12.882188,,
1998-02-17,7.814936,4.457742,12.71875,,14.6875,,2.538167,,29.8125,,,12.09375,42.330501,0.225,6.914063,,30.0,1.958343,47.8,22.719688,15.144251,,12.74,,
1998-02-18,7.938395,4.381177,12.84375,,14.796875,,2.569416,,30.25,,,12.03125,42.449074,0.2265626,6.960938,,30.0,2.00001,48.16875,22.803063,15.040995,,12.597813,,
1998-02-19,7.889011,4.330135,12.9375,,14.9375,,2.559,,30.0625,,,12.0,42.50836,0.2226562,7.007813,,29.8125,2.015635,47.95,22.969813,16.039139,,12.62625,,
1998-02-20,7.926049,4.287599,12.6875,,14.875,,2.52775,,30.34375,,,12.078125,42.567646,0.215625,6.898438,,29.6875,2.070323,47.69375,22.803063,16.00472,,12.62625,,
1998-02-23,8.000124,4.37267,12.40625,,14.671875,,2.472195,,30.5,,,12.296875,41.856209,0.21875,6.867188,,30.0,2.104177,47.56875,22.761375,15.970302,,12.455625,,
1998-02-24,7.889011,4.31312,12.1875,,14.375,,2.555527,,29.875,,,12.453125,41.352275,0.2125,6.867188,,30.0625,2.09376,47.25625,23.17825,15.72937,,12.484063,,
1998-02-25,7.975432,4.37267,12.25,,14.265625,,2.569416,,30.8125,,,12.5,41.915496,0.221875,7.117188,,30.0,2.11199,47.49375,23.094875,15.832626,,12.569375,,
1998-02-26,7.876665,4.381177,12.5,,14.546875,,2.611082,,31.1875,,,12.671875,43.012295,0.2328126,6.953125,,30.1875,2.164073,47.80625,23.636813,15.867045,,12.5125,,
1998-02-27,7.876665,4.287599,12.625,,14.625,,2.597194,,30.90625,,,12.875,43.397656,0.23125,6.96875,,30.125,2.179698,47.2,23.970313,15.798208,,12.711563,,
1998-03-02,7.827282,4.321627,12.375,,14.96875,,2.569416,,30.5,,,13.0625,43.545872,0.225,7.085938,,30.1875,2.328125,47.01875,23.51175,15.72937,,12.683125,,
1998-03-03,7.901357,4.330135,12.6875,,15.109375,,2.569416,,30.25,,,13.203125,43.130867,0.2328126,7.023438,,30.0625,2.390625,46.65625,23.84525,15.694951,,12.74,,
1998-03-04,7.740861,4.304613,12.5625,,15.28125,,2.569416,,29.75,,,13.265625,43.279083,0.23125,6.976563,,30.125,2.335938,47.1,23.886938,15.694951,,13.30875,,
1998-03-05,7.642094,4.219542,13.0,,15.234375,,2.513861,,29.5625,,,13.125,42.567646,0.246875,6.875,,29.9375,2.378906,47.10625,23.928625,15.522858,,13.223438,,
1998-03-06,7.938395,4.151485,13.25,,15.3125,,2.652749,,30.90625,,,13.109375,43.279083,0.25625,7.0,,30.1875,2.375,47.9,24.679,15.419601,,13.337188,,
1998-03-09,7.851974,4.100442,13.1875,,15.578125,,2.611082,,30.75,,,12.984375,43.101224,0.25,6.921875,,30.375,2.398438,47.2875,24.262125,15.385183,,13.365625,,
1998-03-10,8.024816,4.159992,13.25,,16.0,,2.569416,,31.75,,,13.046875,43.871948,0.246875,6.921875,,30.9375,2.402344,47.15,24.428875,15.72937,,13.4225,,
1998-03-11,8.061853,4.347149,13.59375,,15.796875,,2.583305,,32.59375,,,13.296875,44.613028,0.253125,6.84375,,30.9375,2.402344,47.3,24.637313,15.522858,,13.564688,,
1998-03-12,8.098891,4.270585,13.75,,15.84375,,2.583305,,33.4375,,,13.203125,44.07945,0.259375,6.96875,,30.625,2.402344,47.65,24.17875,15.45402,,13.53625,,
1998-03-13,7.963086,4.25357,13.8125,,16.1875,,2.611082,,33.09375,,,13.375,43.486586,0.2671876,6.859375,,30.875,2.375,48.0,24.262125,15.419601,,13.365625,,
1998-03-16,8.16062,4.321627,13.75,,16.203125,,2.604138,,33.625,,,13.21875,43.279083,0.2640626,6.953125,,31.375,2.382813,48.55,24.679,15.419601,,13.820625,,
1998-03-17,8.197658,4.304613,13.6875,,16.28125,,2.611082,,33.75,,,13.875,44.227666,0.26875,6.921875,,31.5,2.375,48.775,24.3455,15.557276,,14.019688,,
1998-03-18,8.469267,4.37267,13.6875,,16.375,,2.597194,,33.21875,,,14.0,44.613028,0.2578126,6.9375,,31.9375,2.355469,48.75,24.51225,15.557276,,14.019688,,
1998-03-19,8.395192,4.347149,13.75,,16.421875,,2.562472,,34.4375,,,14.1875,45.176249,0.2640626,6.984375,,32.1875,2.359375,48.9875,24.887438,15.832626,,13.65,,
1998-03-20,8.469267,4.559827,14.0625,,16.34375,,2.569416,,34.375,,,14.234375,45.946972,0.26875,6.992188,,33.1875,2.367188,49.0,24.804063,15.798208,,14.21875,,
1998-03-23,8.407538,4.542813,13.59375,,16.328125,,2.597194,,34.25,,,14.15625,45.354108,0.2703126,7.03125,,33.0,2.363281,49.0,24.428875,15.901464,,13.820625,,
1998-03-24,8.518651,4.474756,13.78125,,16.328125,,2.569416,,34.75,,,14.09375,44.939103,0.2796876,7.09375,,32.875,2.242188,49.4,24.553938,16.211233,,14.105,,
1998-03-25,8.568034,4.517292,13.78125,,16.75,,2.555527,,33.78125,,,13.984375,45.116962,0.290625,6.96875,,32.875,2.109375,49.8,24.3455,16.039139,,14.958125,,
1998-03-26,8.469267,4.508785,13.875,,17.0625,,2.611082,,33.4375,,,13.953125,45.205892,0.2875,6.96875,,32.5625,2.078125,49.70625,24.137063,16.55542,,15.071875,,
1998-03-27,8.444575,4.500277,13.75,,16.828125,,2.652749,,33.71875,,,13.8125,45.146606,0.28125,6.921875,,32.3125,2.035156,49.4,24.553938,16.55542,,14.929688,,
1998-03-30,8.358154,4.440727,14.25,,16.921875,,2.624971,,32.8125,,,13.6875,45.620897,0.259375,6.90625,,32.4375,2.132813,49.0,24.053688,16.348908,,15.100313,,
1998-03-31,8.605072,4.525799,14.75,,16.96875,,2.666637,,34.0315,,,13.609375,46.124831,0.2578126,7.140625,,33.0,2.21875,49.9875,24.3455,16.486583,,15.669063,,
1998-04-01,8.666801,4.542813,14.71875,,17.21875,,2.659693,,33.8125,,,13.9375,45.65054,0.2640626,7.3125,,32.625,2.277344,48.825,24.387188,16.486583,,15.299375,,
1998-04-02,8.79026,4.687434,14.6875,,17.84375,,2.791636,,34.8125,,,14.140625,45.205892,0.2671876,7.203125,,32.875,2.25,48.9,25.054188,16.28007,,15.640625,,
1998-04-03,9.055651,4.627884,14.5,,17.9375,,2.63886,,35.65625,,,14.0,44.701957,0.278125,7.0625,,32.8125,2.214844,49.39375,24.804063,16.142395,,15.782813,,
1998-04-06,9.518618,4.483263,14.5,,17.90625,,2.666637,,35.25,,,14.03125,44.939103,0.2757812,7.09375,,32.9375,2.1875,50.4,25.429375,16.245652,,15.441563,,
1998-04-07,9.185282,4.449235,14.4375,,17.5625,,2.666637,,35.4375,,,14.015625,44.672314,0.2875,6.9375,,32.875,2.113281,49.1,25.596125,16.314489,,15.498438,,
1998-04-08,9.92603,4.474756,13.90625,,17.484375,,2.666637,,34.46875,,,13.78125,45.294822,0.2929688,7.101563,,32.375,2.042969,48.55,25.17925,16.176814,,15.47,,
1998-04-09,10.426035,4.49177,13.90625,,17.71875,,2.652749,,35.53125,,,14.046875,45.828399,0.30625,7.328125,,32.5625,2.03125,49.40625,26.054688,15.970302,,15.981875,,
1998-04-13,10.277886,4.440727,13.90625,,17.78125,,2.777747,,35.78125,,,14.34375,46.154475,0.303125,7.15625,,32.4375,2.0,50.1,26.054688,15.935883,,15.925,,
1998-04-14,10.314923,4.49177,13.8125,,17.46875,,2.791636,,36.0,,,14.515625,47.014128,0.296875,7.21875,,32.5,2.042969,50.7,25.887938,15.935883,,15.925,,
1998-04-15,9.796399,4.576842,13.84375,,17.65625,,2.791636,,36.59375,,,14.765625,46.895555,0.303125,7.03125,,32.4375,2.027344,50.9,26.763375,15.72937,,16.03875,,
1998-04-16,9.426025,4.559827,14.84375,,18.359375,,2.722192,,36.09375,,,14.40625,46.747339,0.303125,6.875,,32.8125,2.054688,51.15625,26.096375,15.763789,,16.067188,,
1998-04-17,9.796399,4.602363,14.78125,,18.265625,,2.708304,,36.65625,,,14.640625,47.1327,0.3078126,6.9375,,33.0,2.054688,52.0,26.721688,15.970302,,16.38,,
1998-04-20,9.870474,4.61087,14.71875,,18.25,,2.694415,,36.625,,,14.765625,47.162344,0.309375,6.9375,,32.4375,2.0625,52.025,26.471563,16.383327,,16.124063,,
1998-04-21,9.907511,4.525799,14.65625,,18.28125,,2.694415,,36.46875,,,14.625,47.014128,0.3039062,6.953125,,32.5,2.097656,52.4,26.554938,16.073558,,16.095625,,
1998-04-22,10.037142,4.457742,14.5,,17.875,,2.708304,,36.375,,,14.53125,46.925198,0.3078126,6.921875,,32.4375,2.15625,53.0,26.805063,15.419601,,16.095625,,
1998-04-23,9.796399,4.381177,14.375,,18.0,,2.694415,,36.4375,,,14.859375,46.895555,0.3,6.667969,,32.1875,2.121094,50.8,26.429875,15.419601,,15.185625,,
