datetime,TMO,UBER,BKNG,VZ,SCHW,ISRG,QCOM,C,TXN,BA,BLK,ACN,GEV,AMGN,SPGI,ADBE,BSX,SYK,ETN,AMAT,NEE,ANET,DHR,PGR,HON
1997-10-01,35.039976,,,37.466218,7.972302,,3.813643,221.747923,16.398438,53.9375,,,,11.8125,16.984375,6.226563,13.734375,10.8125,20.014297,11.851563,6.375,,4.870677,8.979077,40.877084
1997-10-02,35.201203,,,37.494994,8.027858,,3.759822,223.747453,16.75,52.5,,,,11.8125,17.34375,6.273438,13.875,10.46875,20.64647,12.085938,6.40625,,4.912665,9.078034,39.925071
1997-10-03,34.932491,,,37.552545,8.444529,,3.967419,229.346138,16.6875,52.0,,,,11.671875,17.28125,6.1875,14.15625,10.265625,20.350559,12.234375,6.359375,,4.89692,9.114492,40.103573
1997-10-06,35.254945,,,38.156839,8.472307,,3.928975,238.144072,16.304688,52.625,,,,11.921875,17.328125,6.328125,14.5,10.203125,21.063434,12.0625,6.375,,4.912665,9.249908,40.103573
1997-10-07,35.469914,,,38.962564,8.29175,,3.944353,240.743462,16.609375,53.8125,,,,12.359375,17.453125,6.382813,14.34375,9.9375,21.345894,12.273438,6.375,,4.902168,9.588446,39.86557
1997-10-08,34.932491,,,38.444598,8.13897,,3.982797,238.543978,17.203125,54.25,,,,12.476563,17.03125,6.40625,13.8125,9.734375,21.292092,12.84375,6.335938,,4.881174,9.291574,39.86557
1997-10-09,34.502553,,,37.207235,8.00008,,4.040463,238.344025,17.132813,53.875,,,,11.953125,16.875,6.4375,14.0,9.25,22.166372,12.890625,6.273438,,4.928411,9.286365,39.746568
1997-10-10,34.233841,,,36.8907,8.00008,,4.15195,238.344025,17.296875,54.3125,,,,12.015625,17.1875,6.289063,14.125,9.828125,21.547651,13.007813,6.242188,,4.902168,9.244699,39.270561
1997-10-13,35.093718,,,37.351114,8.097303,,4.148106,240.943415,17.625,54.75,,,,12.234375,17.4375,6.484375,14.265625,9.859375,21.305542,13.1875,6.226563,,4.917914,9.1197,39.211061
1997-10-14,35.416172,,,36.948251,8.069525,,4.105818,241.343321,16.945313,54.8125,,,,12.09375,17.390625,6.5,14.234375,10.03125,21.52075,12.71875,6.304688,,4.912665,9.21345,39.984572
1997-10-15,35.631141,,,37.523769,8.111192,,4.113506,238.943884,16.875,54.6875,,,,12.015625,17.21875,6.421875,14.59375,9.796875,21.588002,12.265625,6.226563,,4.891671,9.218658,39.568066
1997-10-16,34.986233,,,37.034579,8.055636,,3.986641,236.344495,16.21875,52.5,,,,11.953125,17.34375,6.21875,14.6875,9.875,21.870462,11.0625,6.242188,,4.875925,9.093659,40.282076
1997-10-17,34.986233,,,37.293562,7.86119,,3.782888,233.145246,15.75,51.875,,,,11.875,16.875,5.984375,14.625,9.6875,21.413146,10.390625,6.320313,,4.839185,9.187408,39.270561
1997-10-20,35.039976,,,37.725201,7.986191,,3.928975,234.944823,15.234375,53.5625,,,,11.71875,17.0625,6.289063,14.5,9.890625,21.318993,10.109375,6.4375,,4.891671,9.208241,40.222575
1997-10-21,35.14746,,,37.926632,8.388973,,3.93282,240.543509,15.96875,54.0,,,,11.5625,17.46875,6.25,14.359375,9.96875,22.152922,10.234375,6.53125,,4.854931,9.400948,41.412592
1997-10-22,34.932491,,,38.732357,7.888968,,3.89822,244.342616,15.625,49.875,,,,11.484375,17.25,6.140625,12.75,10.03125,22.112571,10.125,6.53125,,4.865428,9.328032,38.318548
1997-10-23,34.180099,,,37.984184,7.902857,,3.775199,239.34379,15.109375,49.0625,,,,12.0,17.0,6.125,12.34375,9.8125,21.628354,9.25,6.5,,4.755208,9.234283,37.485536
1997-10-24,33.642676,,,37.753977,7.805634,,3.64449,233.345199,13.984375,48.4375,,,,12.0625,16.6875,6.171875,12.15625,9.484375,21.493849,8.359375,6.5625,,4.765705,9.15095,36.652524
1997-10-27,30.955561,,,36.430285,6.86118,,3.367693,207.951163,12.84375,43.0,,,,11.672,16.078125,5.765625,11.203125,8.96875,20.552316,7.625,6.5,,4.613497,8.921786,32.011458
1997-10-28,32.245376,,,37.293562,7.555631,,3.652179,223.347547,13.96875,48.0,,,,12.085938,16.609375,6.066406,12.0,9.067383,21.22484,8.53125,6.460938,,4.487531,9.1197,35.224504
1997-10-29,31.600469,,,36.718044,7.43063,,3.525313,225.54703,14.304688,47.4375,,,,11.84375,16.59375,6.117188,11.84375,9.4375,21.117236,8.40625,6.429688,,4.52952,9.010327,34.748497
1997-10-30,32.137892,,,36.372734,7.250073,,3.336938,222.147829,12.859375,47.04687,,,,11.859375,16.609375,6.015625,11.40625,9.34375,20.875127,7.984375,6.40625,,4.498028,8.796787,33.974986
1997-10-31,32.08415,,,36.833148,7.583409,,3.467647,223.947406,13.335938,48.0,,,,12.3125,16.34375,5.96875,11.375,9.296875,20.794425,8.34375,6.460938,,4.603,8.687413,34.27249
1997-11-03,32.944026,,,37.437442,8.027858,,3.636801,228.346373,14.390625,47.6875,,,,13.125,16.78125,6.109375,11.640625,9.59375,20.928929,9.015625,6.53125,,4.686977,8.718663,34.331991
1997-11-04,32.890284,,,37.351114,8.527863,,3.859776,233.345199,14.875,47.0,,,,13.296875,17.046875,6.054688,12.109375,9.421875,21.063434,9.34375,6.59375,,4.686977,8.749913,35.046001
1997-11-05,33.96513,,,37.725201,8.805644,,4.005863,238.543978,15.09375,46.125,,,,13.21875,17.0625,6.007813,13.34375,9.40625,21.063434,9.609375,6.578125,,4.89692,8.713455,34.867498
1997-11-06,34.341326,,,36.8907,8.722309,,3.798266,240.743462,14.6875,46.0625,,,,12.890625,17.25,5.984375,13.34375,9.484375,21.090335,9.09375,6.554688,,4.959903,8.791579,35.284004
1997-11-07,33.481449,,,37.753977,8.444529,,3.844398,237.34426,14.09375,45.75,,,,13.140625,16.765625,5.96875,13.71875,9.484375,20.95583,8.796875,6.515625,,4.923163,8.69783,33.915485
1997-11-10,33.373965,,,37.351114,8.319528,,3.878998,233.745105,13.546875,46.625,,,,12.96875,16.75,5.882813,13.5,9.640625,20.969281,8.09375,6.632813,,4.996643,8.645747,34.034487
1997-11-11,33.588934,,,38.415822,8.180637,,3.832865,230.945763,13.28125,46.25,,,,12.875,16.8125,5.890625,13.46875,9.53125,21.130686,7.78125,6.757813,,4.965151,8.489498,34.212989
1997-11-12,32.514088,,,38.070511,7.763967,,3.813643,220.548204,11.71875,46.4375,,,,12.375,16.609375,5.65625,12.859375,9.40625,20.444712,7.203125,6.804688,,4.912665,8.421791,33.201475
1997-11-13,32.299119,,,37.811528,7.680632,,3.998174,222.747688,12.1875,47.3125,,,,12.65625,16.65625,5.71875,13.328125,9.5,20.538866,7.78125,6.765625,,4.870677,8.48429,33.439478
1997-11-14,32.514088,,,38.387046,8.222304,,4.294193,225.946937,11.8125,48.0,,,,13.21875,16.890625,6.0625,13.75,9.5625,20.390911,8.203125,6.742188,,4.865428,8.406166,34.27249
1997-11-17,32.56783,,,38.876237,8.347306,,4.24806,235.144776,12.65625,49.6875,,,,13.234375,17.078125,6.09375,14.0625,9.75,20.444712,8.78125,6.820313,,4.991394,8.63533,34.034487
1997-11-18,32.299119,,,39.739513,8.180637,,4.198083,230.945763,12.328125,49.5625,,,,13.0625,16.921875,5.265625,13.625,9.8125,20.189154,8.625,6.742188,,4.944157,8.671788,34.331991
1997-11-19,32.514088,,,39.883393,8.444529,,4.224994,234.944823,12.25,50.0,,,,12.96875,17.046875,5.375,13.234375,9.75,20.08155,8.734375,6.828125,,5.049128,8.593664,35.581509
1997-11-20,33.158995,,,39.451755,8.763977,,4.367237,244.741299,12.96875,49.9375,,,,12.921875,17.828125,5.328125,13.171875,9.879883,20.108451,9.40625,6.914063,,4.986146,8.781162,36.057515
1997-11-21,32.352861,,,39.912169,8.70842,,4.28266,242.041946,13.03125,50.125,,,,12.796875,17.375,5.367188,13.1875,9.75,20.068099,9.09375,6.90625,,5.022886,8.926994,35.938514
1997-11-24,31.600469,,,38.933788,8.555641,,4.121195,237.543025,12.4375,49.625,,,,12.734375,17.3125,5.148438,12.5,9.5,20.014297,8.28125,6.921875,,4.89692,8.69783,34.926999
1997-11-25,31.86918,,,39.912169,8.444529,,4.205772,236.943169,12.5,51.375,,,,12.671875,17.0,5.289063,11.125,9.6875,20.135352,8.40625,6.953125,,4.849683,8.499915,34.867498
1997-11-26,32.030407,,,40.660342,8.541752,,4.201927,236.343313,12.21875,51.875,,,,12.625,17.046875,5.21875,11.328125,9.875,20.095,8.046875,6.992188,,4.870677,8.645747,35.462507
1997-11-28,31.654211,,,41.091981,8.56953,,4.167328,244.141443,12.40625,53.125,,,,12.78125,17.109375,5.25,11.296875,9.84375,20.323658,8.25,6.992188,,4.93366,8.499915,35.343505
1997-12-01,32.352861,,,41.034429,8.958423,,4.359548,259.437774,12.953125,53.9375,,,,13.015625,17.265625,5.351563,11.5625,9.40625,20.242955,8.132813,7.0625,,5.049128,8.796787,37.128531
1997-12-02,32.944026,,,40.832998,9.041757,,4.182706,263.336839,11.625,54.0,,,,12.75,17.25,5.203125,11.375,9.6875,20.417812,8.296875,6.992188,,5.054377,9.15095,37.128531
1997-12-03,32.08415,,,41.207084,9.250093,,4.032774,271.134968,11.6875,53.875,,,,13.0,17.265625,5.265625,11.5625,9.765625,20.579217,8.265625,6.945313,,5.08062,8.869703,36.831027
1997-12-04,31.331757,,,41.37974,9.375094,,3.967419,269.035472,11.125,52.4375,,,,13.234375,17.203125,5.203125,11.46875,9.6875,20.444712,8.28125,6.9375,,5.106863,9.1197,36.831027
1997-12-05,32.245376,,,41.293412,9.361205,,4.121195,268.735544,11.546875,52.375,,,,13.09375,17.234375,5.125,11.578125,9.875,20.511965,8.75,6.921875,,5.085868,9.010327,37.664038
1997-12-08,32.944026,,,41.408515,9.652874,,4.217305,266.935975,11.78125,51.4375,,,,13.0625,17.421875,5.3125,11.328125,9.890625,20.323658,8.796875,6.851563,,5.143603,9.187408,36.890527
1997-12-09,32.137892,,,41.264636,9.486206,,4.005863,261.237342,11.3125,50.75,,,,13.171875,17.3125,5.203125,11.0625,9.890625,20.323658,8.390625,6.914063,,5.127857,9.176992,36.831027
1997-12-10,32.030407,,,41.72505,9.347316,,3.844398,257.638205,11.078125,49.9375,,,,13.1875,17.71875,5.078125,11.25,9.734375,20.256406,7.9375,6.960938,,5.127857,9.208241,35.819512
1997-12-11,31.492984,,,41.063205,9.125091,,3.652179,251.339716,10.53125,48.625,,,,13.125,17.53125,4.882813,10.78125,9.6875,20.041198,6.828125,6.945313,,5.127857,8.942619,34.510493
1997-12-12,31.86918,,,41.207084,9.208425,,3.117807,252.839356,10.21875,49.0,,,,13.1875,17.3125,4.40625,10.546875,9.6875,19.920144,6.53125,7.046875,,5.164597,9.109284,34.807998
1997-12-15,32.460346,,,41.638723,9.236203,,3.12934,258.53799,10.625,48.9375,,,,13.484375,17.765625,4.53125,10.828125,9.375,20.121901,7.015625,7.15625,,5.148851,9.426989,34.27249
1997-12-16,33.212738,,,41.322188,9.361205,,3.229295,263.336839,11.0,50.625,,,,13.5,18.65625,4.335938,10.96875,9.515625,19.731838,7.25,7.15625,,5.238077,9.609279,35.165003
1997-12-17,33.212738,,,41.408515,9.43065,,3.171629,268.435616,10.96875,50.5625,,,,13.390625,18.1875,4.375,10.875,9.53125,19.81254,7.0,7.140625,,5.222331,9.51553,34.926999
1997-12-18,34.395068,,,41.322188,9.097313,,3.021697,264.536551,10.84375,49.8125,,,,13.296875,17.703125,4.328125,10.65625,9.3125,19.651135,7.03125,7.25,,5.1541,9.458239,34.569994
1997-12-19,34.66378,,,41.638723,8.847311,,2.952498,254.338997,11.359375,48.5625,,,,13.15625,17.6875,4.609375,10.390625,9.203125,19.382125,7.5,7.265625,,5.133106,9.66657,33.677481
1997-12-22,35.416172,,,41.466067,8.875089,,2.979409,249.540148,11.53125,48.75,,,,13.171875,17.484375,4.648438,10.96875,9.234375,19.099666,7.625,7.414063,,5.222331,9.895734,34.034487
1997-12-23,36.061079,,,41.063205,8.694531,,2.860232,251.639644,11.09375,48.125,,,,13.09375,17.515625,4.539063,11.0625,9.234375,18.749953,7.15625,7.46875,,5.138354,9.760319,33.796483
1997-12-24,36.007337,,,40.919325,8.416751,,2.817944,247.140723,11.046875,47.8125,,,,13.078125,17.5,4.632813,11.03125,9.3125,18.749953,7.234375,7.351563,,5.175094,9.583238,34.034487
1997-12-26,36.652245,,,40.804222,8.444529,,2.848699,247.440651,11.203125,47.8125,,,,13.296875,17.46875,4.71875,10.9375,9.21875,18.723052,7.359375,7.367188,,5.196088,9.562404,34.093987
1997-12-29,37.404637,,,41.494843,8.847311,,3.137029,250.140004,11.25,48.1875,,,,13.328125,17.875,4.796875,10.71875,9.34375,18.736503,7.390625,7.367188,,5.269569,9.703028,36.414521
1997-12-30,37.834575,,,41.897706,9.083424,,3.221606,257.938133,11.03125,48.375,,,,13.3125,18.234375,5.023438,11.296875,9.5625,18.682701,7.609375,7.375,,5.353546,9.755111,36.712025
1997-12-31,37.834575,,,41.897706,9.319538,,3.106274,258.53799,11.25,48.9375,,,,13.53125,18.5,5.15625,11.46875,9.3125,19.207269,7.53125,7.398438,,5.30106,9.989483,36.950028
1998-01-02,37.135925,,,41.86893,8.944534,,3.187006,256.738421,11.953125,48.875,,,,13.484375,18.03125,5.0625,11.5625,9.3125,18.817206,7.75,7.398438,,5.248574,9.921776,37.604538
1998-01-05,36.383533,,,40.60279,8.986201,,3.221606,254.938853,12.078125,48.625,,,,13.4375,18.265625,5.132813,11.75,9.390625,19.126567,8.28125,7.28125,,5.269569,9.812402,37.128531
1998-01-06,36.168564,,,41.581171,8.888978,,3.194695,256.138565,11.828125,47.875,,,,13.28125,18.59375,5.304688,11.53125,9.359375,19.422477,7.8125,7.210938,,5.290563,9.838443,37.307033
1998-01-07,35.416172,,,40.74667,8.791755,,2.944809,247.740579,11.40625,48.125,,,,13.296875,18.734375,5.226563,11.5625,9.25,19.449378,7.375,7.078125,,5.41128,9.807194,37.128531
1998-01-08,34.556295,,,40.171152,8.638975,,2.975564,241.142162,11.078125,46.375,,,,13.34375,18.59375,5.273438,12.3125,9.25,19.624234,7.328125,7.132813,,5.437523,9.734278,36.652524
1998-01-09,34.341326,,,39.854617,8.00008,,2.856388,228.845111,10.40625,45.125,,,,13.15625,17.78125,5.15625,11.828125,8.984375,18.521295,7.0,7.125,,5.122608,9.406156,35.403006
1998-01-12,33.96513,,,40.574014,8.152859,,2.894832,226.745615,10.625,45.375,,,,13.234375,18.3125,5.09375,11.46875,9.046875,18.871008,7.015625,7.179688,,5.064874,9.473864,34.510493
1998-01-13,34.771264,,,41.120757,8.666753,,2.994786,238.142881,11.8125,45.0625,,,,12.984375,18.3125,5.03125,11.0625,9.109375,19.166918,7.484375,7.132813,,5.059626,9.749903,34.9865
1998-01-14,34.825007,,,41.120757,8.486196,,2.994786,241.142162,11.5625,46.25,,,,12.5,18.40625,4.859375,10.8125,9.53125,19.435927,7.359375,7.171875,,5.033383,9.812402,36.057515
1998-01-15,34.610037,,,40.976877,8.00008,,2.829477,238.742737,11.4375,44.125,,,,12.25,18.28125,4.90625,10.765625,9.421875,19.51663,7.484375,7.09375,,5.00714,9.838443,34.867498
1998-01-16,34.825007,,,41.034429,8.083414,,2.829477,243.241658,11.296875,43.4375,,,,12.25,18.484375,4.90625,11.640625,9.390625,19.893243,7.4375,7.0625,,5.001891,9.833235,34.569994
1998-01-20,35.254945,,,41.72505,8.111192,,2.921743,243.541586,11.5625,43.5,,,,12.484375,18.75,4.953125,12.234375,9.40625,19.099666,7.6875,7.054688,,4.986146,10.041566,33.974986
1998-01-21,34.878749,,,41.523619,8.013969,,3.329249,239.94245,12.0,44.0,,,,12.390625,18.5,4.882813,12.125,9.21875,19.314873,8.0625,7.0625,,4.9704,9.749903,34.569994
1998-01-22,34.44881,,,41.897706,7.750078,,3.26005,231.844392,11.6875,45.25,,,,11.78125,18.78125,4.8125,12.171875,9.15625,19.247621,7.546875,7.1875,,4.954654,9.676987,35.046001
1998-01-23,33.911388,,,41.897706,7.680632,,3.348471,230.344752,12.09375,44.3125,,,,12.125,18.4375,4.78125,12.328125,9.09375,19.018963,7.640625,7.148438,,5.001891,9.567613,34.748497
1998-01-26,33.588934,,,41.782602,7.722299,,3.190851,225.845831,12.1875,44.4375,,,,12.171875,17.921875,4.671875,12.234375,9.0,19.072765,7.5625,7.210938,,5.001891,9.557196,35.343505
1998-01-27,33.96513,,,42.185465,7.750078,,3.229295,236.943169,12.875,45.0,,,,12.28125,17.5625,4.671875,12.515625,9.078125,18.965161,7.703125,7.296875,,5.038631,9.723861,35.046001
1998-01-28,34.126357,,,42.243016,8.13897,,3.317716,240.542306,13.828125,47.0625,,,,12.578125,17.40625,4.74225,12.75,9.21875,18.897909,8.1875,7.328125,,5.159348,8.926994,37.426035
1998-01-29,33.320222,,,42.415672,8.194526,,3.310027,240.542306,13.34375,47.5,,,,12.359375,17.359375,4.703125,12.859375,9.25,19.597333,7.9375,7.257813,,5.196088,9.1822,37.664038
1998-01-30,33.535191,,,42.617103,8.111192,,3.190851,237.842953,13.65625,47.625,,,,12.5,17.453125,4.8125,12.6875,9.234375,19.314873,8.203125,7.171875,,5.30106,9.114492,37.06903
1998-02-02,34.825007,,,42.760983,8.388973,,3.459959,250.140004,13.875,48.3125,,,,13.5,18.0,4.796875,13.25,9.671875,20.041198,8.671875,7.203125,,5.458517,9.281157,38.556551
1998-02-03,34.825007,,,43.048742,8.333417,,3.444581,255.538709,14.4375,48.3125,,,,13.390625,18.015625,4.789063,12.84375,9.65625,20.256406,8.71875,7.257813,,5.563489,9.369698,38.616052
1998-02-04,34.395068,,,42.473224,8.500085,,3.509936,255.238781,14.203125,47.4375,,,,13.234375,17.75,4.90625,13.5625,9.71875,19.987397,9.21875,7.25,,5.652714,9.33324,38.913556
1998-02-05,34.072614,,,41.897706,8.263972,,3.459959,254.338997,13.625,46.8125,,,,12.8125,17.953125,4.929688,13.59375,9.671875,20.08155,8.921875,7.234375,,5.673709,9.270741,39.032558
1998-02-06,34.44881,,,41.897706,8.305639,,2.93712,254.039069,13.46875,46.4375,,,,13.484375,17.890625,5.0,14.078125,9.875,20.148802,9.0,7.3125,,5.762934,9.223866,39.270561
1998-02-09,34.287584,,,41.753826,8.361195,,2.933276,254.938853,13.40625,46.375,,,,13.234375,17.671875,5.078125,14.203125,9.8125,20.256406,8.6875,7.3125,,5.794426,9.312407,39.211061
1998-02-10,33.642676,,,41.37974,8.583419,,2.852544,260.937414,13.9375,48.625,,,,13.765625,18.125,5.039063,14.5,10.0625,20.014297,9.0,7.367188,,5.77868,9.416573,40.817583
1998-02-11,33.696418,,,41.523619,8.583419,,2.906365,259.737702,14.09375,49.1875,,,,13.703125,18.421875,5.046875,14.609375,10.140625,19.893243,8.984375,7.375,,5.789177,9.432197,40.163074
1998-02-12,33.911388,,,41.178308,8.833422,,2.929432,263.336839,14.078125,49.25,,,,13.75,19.03125,5.15625,14.46875,10.046875,19.691486,9.234375,7.414063,,5.836415,9.489488,39.984572
1998-02-13,34.072614,,,40.919325,8.736198,,2.864077,262.137126,13.953125,50.375,,,,13.421875,19.265625,5.429688,14.375,10.109375,19.597333,9.375,7.375,,5.799675,9.400948,40.401078
1998-02-17,33.158995,,,41.293412,8.652864,,2.87561,265.136407,13.78125,52.5,,,,13.453125,18.84375,5.414063,14.625,10.03125,19.893243,9.09375,7.4375,,5.862657,9.437406,40.103573
1998-02-18,33.373965,,,41.466067,8.736198,,2.917898,267.535831,14.125,51.75,,,,13.75,19.015625,5.476563,14.8125,10.171875,19.866342,9.203125,7.453125,,5.915143,9.45303,40.341577
1998-02-19,33.696418,,,40.775446,8.805644,,2.906365,264.536551,14.71875,50.8125,,,,13.75,19.0,5.484375,14.9375,10.03125,19.852892,9.421875,7.367188,,5.883652,9.45303,40.163074
1998-02-20,33.696418,,,40.976877,8.70842,,2.867921,269.035472,14.71875,50.125,,,,13.5625,18.90625,5.46875,14.5,10.0625,20.014297,9.09375,7.382813,,5.899397,9.51553,40.103573
1998-02-23,33.911388,,,41.063205,8.722309,,3.160096,266.935975,14.828125,50.6875,,,,13.609375,18.84375,5.480499,13.828125,10.140625,20.121901,9.328125,7.375,,5.936137,9.479072,40.044072
1998-02-24,33.911388,,,40.775446,8.583419,,3.087052,264.236623,14.34375,50.3125,,,,13.25,18.75,5.21875,13.953125,9.96875,20.229505,9.0,7.335938,,6.046358,9.479072,39.449064
1998-02-25,35.254945,,,40.919325,8.500085,,3.12934,268.735544,15.3125,51.25,,,,13.328125,18.78125,5.34375,14.703125,10.25,20.525415,9.34375,7.320313,,6.119838,9.661362,40.103573
1998-02-26,35.416172,,,41.063205,8.43064,,3.171629,268.735544,15.375,53.9375,,,,13.390625,18.8125,5.445313,14.828125,10.296875,20.794425,9.46875,7.28125,,6.077849,9.583238,40.758083
1998-02-27,35.254945,,,41.322188,8.388973,,3.137029,266.935975,14.5,54.25,,,,13.28125,18.90625,5.523438,14.9375,10.234375,20.67337,9.203125,7.257813,,6.041109,9.656153,40.520079
1998-03-02,34.287584,,,42.502,8.416751,,3.048608,263.336839,13.875,52.75,,,,13.101563,19.109375,5.390625,14.875,10.34375,20.592668,8.859375,7.242188,,6.104092,9.723861,40.341577
1998-03-03,34.395068,,,42.876086,8.444529,,3.031308,266.935975,13.265625,52.375,,,,13.359375,19.0,5.453125,14.90625,10.4375,20.592668,8.84375,7.3125,,6.114589,9.775944,40.341577
1998-03-04,34.556295,,,42.329344,8.319528,,3.03323,264.536551,13.75,53.3125,,,,13.1875,18.875,5.484375,14.71875,10.40625,20.807875,8.875,7.390625,,6.004369,10.015525,40.163074
1998-03-05,34.233841,,,42.473224,8.180637,,2.929432,266.935975,13.25,52.25,,,,13.109375,18.859375,5.460938,14.5,10.46875,20.579217,8.296875,7.351563,,5.941386,10.015525,39.508565
1998-03-06,34.287584,,,43.883243,8.472307,,2.981331,267.535831,13.625,52.4375,,,,13.21875,19.109375,5.5625,14.53125,10.859375,20.579217,8.375,7.398438,,5.957132,9.937401,39.687067
1998-03-09,33.803903,,,43.278949,8.43064,,2.929432,266.336119,13.25,52.5625,,,,13.59375,19.234375,5.453125,14.90625,11.46875,20.498514,7.992188,7.453125,,5.909895,9.864485,40.103573
1998-03-10,33.750161,,,43.163845,8.43064,,2.944809,277.133529,13.25,52.375,,,,13.59375,19.265625,5.59375,15.453125,11.390625,20.767524,8.328125,7.539063,,6.067352,9.890526,40.163074
1998-03-11,33.158995,,,44.027122,8.70842,,3.037075,283.132091,13.546875,52.1875,,,,13.75,19.25,5.597656,15.28125,11.125,20.633019,8.28125,7.5625,,6.18282,9.812402,40.103573
1998-03-12,33.051511,,,43.739363,8.70842,,3.014008,287.93094,13.59375,51.5,,,,14.59375,18.875,5.546875,16.34375,11.21875,20.700271,8.234375,7.554688,,6.261549,9.869693,39.627566
1998-03-13,32.944026,,,44.343657,8.736198,,2.956342,289.730508,13.546875,51.8125,,,,14.609375,19.015625,5.484375,17.03125,11.390625,20.390911,8.46875,7.609375,,6.224809,9.890526,38.675553
1998-03-16,32.352861,,,45.465917,8.888978,,3.00632,289.130652,13.53125,51.4375,,,,14.90625,19.40625,5.554688,17.515625,11.453125,20.552316,8.703125,7.703125,,6.324532,10.093649,39.092059
1998-03-17,32.030407,,,45.523469,8.986201,,2.952498,292.729789,13.84375,52.0,,,,15.054688,19.21875,5.453125,17.4375,11.65625,21.090335,8.328125,7.78125,,6.398012,10.223856,39.627566
1998-03-18,32.08415,,,46.041435,9.236203,,2.987098,290.93022,13.90625,50.875,,,,15.28125,19.078125,5.328125,17.515625,11.90625,21.157587,8.28125,7.90625,,6.319283,10.33323,40.044072
1998-03-19,33.051511,,,47.422678,9.13898,,2.987098,291.830004,13.9375,51.4375,,,,15.25,19.0625,5.492188,17.734375,11.953125,21.103785,8.46875,7.992188,,6.377018,10.395729,40.222575
1998-03-20,32.997769,,,48.113299,9.097313,,2.93712,297.528638,13.421875,53.4375,,,,15.1875,19.0,5.40625,17.75,11.8125,21.171038,8.3125,8.101563,,6.329781,10.520728,40.341577
1998-03-23,32.137892,,,47.82554,8.875089,,2.952498,290.630292,13.375,51.625,,,,15.265625,18.9375,5.390625,17.5625,11.28125,21.023083,8.390625,8.0625,,6.345526,10.312397,40.222575
1998-03-24,33.535191,,,48.257179,9.013979,,2.929432,297.528638,13.328125,52.375,,,,15.296875,19.125,5.507813,17.34375,11.28125,20.821326,8.53125,8.046875,,6.340278,10.69781,40.817583
1998-03-25,34.233841,,,47.624109,8.819533,,2.975564,299.928062,13.890625,52.875,,,,15.40625,18.9375,5.554688,16.90625,11.421875,20.834776,8.8125,8.0625,,6.340278,11.057181,40.758083
1998-03-26,34.395068,,,46.991039,8.56953,,3.025542,302.927343,13.953125,52.125,,,,15.34375,18.890625,6.0,16.6875,11.65625,20.821326,9.0625,7.9375,,6.308786,11.020723,40.163074
1998-03-27,33.911388,,,46.501849,8.472307,,3.071674,297.528638,13.703125,51.25,,,,15.140625,18.78125,5.6875,16.765625,11.5625,20.67337,8.84375,7.882813,,6.251052,10.963432,40.103573
1998-03-30,33.750161,,,46.70328,8.236193,,3.048608,290.330364,13.453125,50.5,,,,15.03125,18.75,5.671875,16.625,11.59375,20.417812,8.828125,7.882813,,6.251052,10.828017,39.508565
1998-03-31,34.717522,,,47.077367,8.444529,,3.290805,287.93094,13.53125,52.125,,,,15.21875,19.015625,5.648438,16.875,11.71875,20.485064,8.828125,8.03125,,6.377018,11.223846,39.984572
1998-04-01,35.577399,,,46.674505,8.347306,,3.294649,286.131371,14.25,52.75,,,,15.03125,18.859375,5.71875,16.96875,11.9375,20.121901,9.40625,7.9375,,6.481989,10.994682,40.401078
1998-04-02,36.491018,,,46.904712,8.277861,,3.290805,293.929501,14.09375,54.9375,,,,14.78125,18.9375,5.828125,16.8125,11.9375,20.444712,9.71875,8.0,,6.529226,11.197805,42.067101
1998-04-03,35.362429,,,47.106143,8.236193,,3.429203,296.028997,13.921875,54.9375,,,,14.5625,18.890625,5.875,17.8125,11.921875,20.216055,9.375,7.96875,,6.508232,11.025931,42.602609
1998-04-06,35.14746,,,46.473073,8.805644,,3.35616,350.315977,13.5625,56.0625,,,,14.36328,19.0625,5.773438,17.4375,11.796875,20.041198,9.140625,7.921875,,6.371769,11.020723,43.197618
1998-04-07,34.986233,,,46.21409,8.513974,,3.283116,328.1213,13.046875,55.625,,,,14.546875,18.828125,5.59375,17.453125,11.8125,19.987397,8.8125,7.890625,,6.272046,10.953015,43.673624
1998-04-08,35.039976,,,44.228553,8.638975,,3.240828,322.722595,13.171875,55.25,,,,14.421875,18.6875,5.617188,17.25,11.703125,19.79909,8.8125,7.804688,,6.245803,10.864475,43.257118
1998-04-09,35.416172,,,44.631416,8.875089,,3.317716,323.022523,13.109375,55.1875,,,,14.390625,18.8125,5.664063,17.125,11.625,19.987397,8.6875,7.84375,,6.272046,10.906141,43.138117
1998-04-13,35.254945,,,43.336501,8.888978,,3.290805,319.123458,13.078125,53.625,,,,14.359375,19.0625,5.859375,16.921875,11.859375,19.960496,8.5625,7.804688,,6.277295,10.749893,43.673624
1998-04-14,35.899852,,,43.365276,8.875089,,3.367693,320.923026,13.625,53.125,,,,14.5,19.125,5.835938,17.09375,12.0,20.054649,9.046875,7.914063,,6.398012,10.749893,44.863641
1998-04-15,35.631141,,,42.502,8.111192,,3.360004,310.725472,14.140625,52.5625,,,,14.484375,19.140625,6.03125,16.78125,12.171875,19.772189,9.265625,7.882813,,6.366521,10.770726,44.268633
1998-04-16,35.201203,,,42.588327,7.875079,,3.436892,303.827127,14.5625,53.0,,,,13.953125,19.3125,6.046875,16.796875,11.546875,19.664585,8.96875,7.78125,,6.240555,10.557186,43.852127
