datetime,NI,MKC,FSLR,INVH,HAL,TSN,L,IFF,ZBH,DGX,STLD,BIIB,GEN,WY,ERIE,ESS,GPC,CTRA,WST,PKG,PFG,RL,WAT,DOW,MAA
1997-09-26,,,,,,,,,,,,5.507361,,,,,,,,,,,,,
1997-09-29,,,,,,,,,,,,5.680066,,,31.75,,,,,,,,,,
1997-09-30,,,,,,,,,,,,6.428453,,,32.5,,,,8.25,,,,,,
1997-10-01,8.350379,6.140625,,,26.28125,23.875,18.864395,48.6875,,4.203125,5.65625,6.390074,2.68749934,23.75,33.75,35.1875,31.375,2.00001,8.3125,,,27.0,11.25,,29.875
1997-10-02,8.399499,6.28125,,,26.625,23.375,18.833145,49.25,,4.203125,5.4375,6.447643,2.77343675,23.875,33.75,35.9375,32.4375,1.994802,8.3125,,,26.625,11.578125,,30.0
1997-10-03,8.436339,6.375,,,26.5,23.3125,18.895644,49.9375,,4.234375,5.65625,6.581968,2.91406177,23.775,33.75,36.75,32.25,2.03126,8.359375,,,26.5,11.734375,,29.375
1997-10-06,8.473178,6.328125,,,26.78125,23.5,19.062309,49.9375,,4.25,5.53125,6.716294,2.82031234,23.95,33.25,36.75,32.5625,2.06251,8.28125,,,26.625,11.140625,,29.75
1997-10-07,8.510018,6.34375,,,28.625,23.0625,19.166475,49.5625,,4.296875,5.3125,7.061704,2.87499994,23.925,33.0,36.4375,33.3125,2.067719,8.28125,,,26.1875,11.453125,,29.375
1997-10-08,8.411779,6.296875,,,28.28125,22.875,18.708146,49.25,,4.3125,5.625,6.888999,2.85937417,23.45,33.0,36.75,32.9375,2.072927,8.25,,,25.4375,11.421875,,29.4375
1997-10-09,8.338099,6.28125,,,29.0625,23.3125,18.864395,49.4375,,4.25,5.8125,6.486021,2.85937417,23.65,33.0,36.75,33.0625,2.052094,8.28125,,,26.0,11.1875,,29.0
1997-10-10,8.387219,6.09375,,,29.5625,23.125,18.895644,49.8125,,4.21875,5.78125,6.601158,2.77343675,23.55,33.25,37.0,32.875,2.020843,8.359375,,,26.0,11.5625,,29.3125
1997-10-13,8.387219,6.1875,,,28.875,23.0625,18.749813,50.1875,,4.15625,6.03125,6.159801,2.84375013,23.9,30.375,36.125,33.0625,2.088552,8.40625,,,26.25,11.484375,,29.25
1997-10-14,8.424059,6.21875,,,27.78125,22.5,18.885228,50.0,,4.09375,5.96875,6.178991,2.79687455,22.9,32.0,35.9375,33.375,2.015635,8.28125,,,26.0625,11.578125,,29.1875
1997-10-15,8.436339,6.140625,,,28.15625,21.75,18.99981,49.0625,,4.078125,5.84375,6.121423,2.67968732,23.15,32.75,35.9375,33.375,2.067719,8.296875,,,25.6875,11.671875,,29.0
1997-10-16,8.448619,6.25,,,27.4375,22.1875,18.66648,49.1875,,4.125,5.6875,5.948718,2.62499972,22.15,32.5,35.8125,32.75,2.005218,8.078125,,,25.125,11.375,,29.0625
1997-10-17,8.473178,6.234375,,,27.6875,21.5625,18.645647,49.0,,4.09375,5.46875,5.814392,2.64843751,21.975,31.5,34.8125,32.875,1.958343,8.015625,,,24.8125,10.984375,,28.9375
1997-10-20,8.669658,6.265625,,,29.15625,21.5625,18.864395,49.5,,4.078125,5.5,5.795203,2.75781272,22.0,33.0,34.375,32.9375,1.973968,8.0,,,24.6875,11.09375,,28.8125
1997-10-21,8.731058,6.4375,,,29.59375,21.0625,18.989393,50.25,,4.203125,5.59375,6.294127,2.89843773,22.125,32.875,34.1875,32.875,1.984385,8.140625,,,25.4375,11.71875,,28.625
1997-10-22,8.681938,6.375,,,29.375,20.75,18.96856,50.125,,4.1875,5.8125,5.910339,2.88281196,21.4,31.5,34.3125,32.6875,1.989593,8.1875,,,25.9375,11.6875,,28.5625
1997-10-23,8.620538,6.34375,,,30.75,20.5625,18.687313,49.4375,,4.140625,5.59375,6.006286,2.70312512,20.95,31.5,34.25,32.375,1.911468,8.171875,,,26.125,11.609375,,27.875
1997-10-24,8.645098,6.21875,,,31.0625,20.5625,18.66648,49.0625,,4.203125,5.40625,5.977502,2.60937568,20.825,31.0625,34.25,32.5,1.958343,8.3125,,,26.875,11.625,,27.875
1997-10-27,8.645098,5.84375,,,27.5,18.625,17.791489,46.75,,4.140625,4.96875,5.449793,2.39062527,19.6,30.5,33.875,30.75,1.802092,8.21875,,,24.5,11.0625,,27.0
1997-10-28,8.473178,5.984375,,,28.5,20.0,18.270651,47.0,,4.140625,5.4375,5.468982,2.40624931,19.5,31.5,33.875,33.0,1.859384,8.125,,,25.5,11.0,,27.5
1997-10-29,8.608258,6.28125,,,29.25,19.5625,18.614397,47.75,,4.3125,5.3125,6.025475,2.65624953,19.45,30.5,33.5625,31.9375,1.963551,8.53125,,,25.25,10.921875,,27.875
1997-10-30,8.595978,6.21875,,,29.71875,19.9375,18.499815,47.5625,,4.25,5.265625,5.833581,2.74218694,18.85,31.5,32.8125,31.3125,1.947926,8.734375,,,25.125,10.734375,,27.8125
1997-10-31,8.632818,6.25,,,29.8125,18.875,18.614397,48.375,,4.171875,5.3125,5.852771,2.73437493,19.1,30.5,34.25,31.3125,2.00001,8.40625,,,26.0,11.0,,28.25
1997-11-03,8.694218,6.390625,,,30.8125,19.125,18.656063,48.9375,,4.265625,5.34375,6.078246,2.76562474,20.125,29.9375,34.75,31.6875,1.958343,8.578125,,,27.25,10.71875,,28.6875
1997-11-04,8.657378,6.390625,,,31.34375,18.5,18.853978,48.0,,4.1875,5.25,5.987097,2.86718792,19.625,29.9375,34.125,32.125,1.958343,8.59375,,,28.0,10.578125,,28.625
1997-11-05,8.669658,6.53125,,,31.0625,18.5,18.687313,47.875,,4.140625,5.3125,5.948718,2.84375013,19.725,30.25,34.5,32.0,1.953135,8.59375,,,28.1875,10.40625,,28.25
1997-11-06,8.620538,6.46875,,,30.125,18.625,18.468565,48.0625,,4.15625,5.25,6.140612,2.84375013,19.925,30.25,35.0,32.125,1.979177,8.640625,,,27.5625,10.3125,,27.9375
1997-11-07,8.583698,6.4375,,,29.625,18.3125,18.281067,47.6875,,4.15625,5.15625,5.977502,2.74218694,19.65,29.75,34.5,31.5,1.869801,8.5625,,,26.8125,10.25,,27.8125
1997-11-10,8.645098,6.421875,,,29.0,18.1875,18.353983,47.875,,4.203125,5.265625,5.54574,2.85156215,19.7,29.75,34.625,31.0,1.901051,8.609375,,,26.375,10.234375,,27.75
1997-11-11,8.681938,6.3125,,,28.90625,18.0625,18.343567,48.3125,,4.171875,5.25,5.40182,2.84375013,19.325,30.75,34.625,31.125,1.901051,8.609375,,,25.875,10.078125,,27.8125
1997-11-12,8.706498,6.265625,,,28.15625,17.875,18.249818,48.0,,4.15625,5.015625,5.152357,2.73437493,19.1,30.75,34.625,31.25,1.869801,8.453125,,,25.5,9.875,,27.1875
1997-11-13,8.718778,6.25,,,26.75,18.1875,18.187318,48.0,,4.171875,4.96875,5.161952,2.81250032,19.425,29.625,34.25,32.125,1.7448,8.546875,,,27.125,9.859375,,27.25
1997-11-14,8.694218,6.34375,,,28.625,18.375,18.176902,48.5625,,4.171875,4.84375,5.536145,3.01562496,19.5,30.0,35.0,32.3125,1.755217,8.59375,,,27.5625,9.984375,,27.3125
1997-11-17,8.792458,6.453125,,,29.625,18.8125,18.406066,48.6875,,4.203125,4.84375,5.737634,2.99218716,20.025,30.0,35.25,32.0,1.822926,8.5,,,27.5,10.0,,27.4375
1997-11-18,8.755618,6.4375,,,27.5,18.8125,18.093569,47.875,,4.21875,4.84375,5.680066,2.98437515,21.0,29.25,34.9375,31.5625,1.765634,8.453125,,,27.625,10.109375,,27.625
1997-11-19,8.817018,6.515625,,,26.8125,18.625,18.072736,47.5625,,4.234375,4.875,5.814392,2.92187553,21.65,30.0,35.0,31.8125,1.765634,8.453125,,,28.375,10.15625,,27.5
1997-11-20,8.964377,6.65625,,,27.46875,18.5,18.083153,48.3125,,4.296875,4.875,5.967907,2.98437515,21.775,29.25,35.0,31.875,1.776051,8.484375,,,28.75,10.65625,,27.5625
1997-11-21,8.927537,6.765625,,,27.5625,18.4375,18.166485,50.0,,4.125,4.828125,6.121423,2.99999918,21.425,29.625,35.125,32.0,1.7448,8.25,,,28.3125,10.75,,27.5625
1997-11-24,8.902977,6.71875,,,26.28125,18.5,17.926904,48.9375,,4.140625,4.71875,5.680066,2.92968754,20.9,28.875,35.1875,32.0,1.750009,8.171875,,,27.375,10.453125,,27.75
1997-11-25,9.074897,6.75,,,26.40625,18.375,17.63524,48.4375,,4.109375,4.53125,5.459388,2.96874937,21.05,28.75,35.5,32.0625,1.7448,7.96875,,,27.375,10.4375,,27.5
1997-11-26,9.185417,6.71875,,,27.125,18.6875,17.833155,48.125,,4.125,4.546875,5.373035,3.17968777,20.8,29.25,36.0,31.9375,1.7448,7.953125,,,27.25,10.53125,,27.625
1997-11-28,9.197697,6.625,,,26.96875,18.125,17.687323,48.1875,,4.078125,4.625,5.363441,3.12500016,21.125,29.25,36.125,32.0,1.729175,7.9375,,,27.0,10.703125,,27.625
1997-12-01,9.246816,6.734375,,,25.5625,18.0625,18.197735,49.25,,4.203125,4.570313,5.392225,3.33593682,21.275,28.9375,35.8125,32.375,1.697925,8.015625,,,28.0,10.625,,27.6875
1997-12-02,9.136297,6.65625,,,26.1875,18.375,18.166485,50.1875,,4.25,4.40625,5.449793,3.1953118,21.25,29.25,35.5,32.3125,1.7448,7.78125,,,27.5625,10.6875,,27.5
1997-12-03,9.148577,6.71875,,,27.25,19.0,18.239401,51.0,,4.109375,4.21875,5.603308,3.24218739,20.85,29.25,35.3125,32.3125,1.755217,7.8125,,,27.125,10.796875,,27.6875
1997-12-04,9.136297,6.78125,,,27.15625,19.375,17.926904,50.75,,4.0625,4.28125,5.603308,3.23437537,19.825,29.25,35.125,32.0625,1.739592,7.6875,,,27.25,10.828125,,28.3125
1997-12-05,9.124017,6.875,,,28.15625,19.4375,18.124819,50.75,,4.125,4.625,5.54574,3.37500039,19.55,29.25,34.75,32.5,1.750009,7.71875,,,27.5625,10.96875,,28.9375
1997-12-08,9.124017,6.8125,,,28.625,19.5,18.03107,50.8125,,4.171875,4.71875,5.737634,3.35937461,19.55,28.75,34.5,32.3125,1.760425,7.734375,,,28.25,11.0,,29.0
1997-12-09,9.025777,6.625,,,28.15625,19.625,17.958154,50.5625,,4.171875,4.65625,5.718445,3.29687499,19.125,29.0,34.125,32.3125,1.750009,7.75,,,27.5,10.703125,,28.5
1997-12-10,9.074897,6.59375,,,27.625,20.0,17.833155,50.25,,4.15625,4.4375,5.526551,3.1406242,18.875,29.25,34.1875,32.3125,1.734384,7.734375,,,27.1875,10.296875,,28.4375
1997-12-11,9.062617,6.734375,,,26.3125,19.75,17.416493,50.1875,,4.140625,4.34375,5.21952,3.02343697,19.1,29.0,34.0625,32.6875,1.6823,7.46875,,,26.1875,10.21875,,28.125
1997-12-12,9.136297,6.78125,,,25.65625,20.0,17.30191,49.75,,4.15625,4.25,5.161952,3.05468678,18.95,29.0,34.0625,33.125,1.630216,7.25,,,26.0,10.375,,28.1875
1997-12-15,9.209977,6.8125,,,24.5,20.25,17.478992,50.0625,,4.140625,4.25,5.008437,3.10937439,19.4,28.375,34.5625,32.9375,1.640633,7.28125,,,26.5,10.234375,,28.25
1997-12-16,9.234536,6.9375,,,25.5,19.875,17.520658,50.25,,4.21875,4.140625,5.200331,3.06250054,19.525,29.125,34.125,32.8125,1.625008,7.421875,,,25.0625,10.265625,,28.0
1997-12-17,9.295936,6.90625,,,25.0625,19.5625,17.36441,49.5625,,4.21875,4.140625,5.277088,3.08593834,19.5,29.25,34.1875,33.0,1.578133,7.421875,,,24.875,10.234375,,28.375
1997-12-18,9.308216,6.734375,,,24.84375,20.0,17.374826,49.6875,,4.203125,4.140625,4.989247,3.05468678,19.2,29.5,34.5,32.8125,1.515633,7.53125,,,24.5,9.953125,,28.1875
1997-12-19,9.332776,6.921875,,,24.65625,20.0,17.208161,48.8125,,4.1875,4.0,5.046815,3.06250054,18.65,29.5,34.25,32.875,1.447924,7.703125,,,24.0,9.78125,,28.0625
1997-12-22,9.516976,6.9375,,,24.125,19.9375,17.124829,49.0625,,4.1875,3.96875,5.123573,2.90624975,19.275,29.5,34.5625,32.8125,1.437507,7.8125,,,23.4375,9.859375,,28.125
1997-12-23,9.701175,6.890625,,,23.03125,19.9375,16.906081,48.9375,,4.25,4.015625,5.21952,2.57812413,19.275,28.5,34.875,32.8125,1.390632,7.859375,,,22.3125,9.6875,,28.1875
1997-12-24,9.688895,6.90625,,,23.4375,19.875,16.781082,49.0625,,4.25,4.015625,5.21952,2.58593789,19.275,28.75,34.6875,32.9375,1.416674,7.859375,,,22.8125,9.46875,,28.375
1997-12-26,9.713455,7.03125,,,23.625,19.875,16.63525,49.3125,,4.21875,3.9375,5.161952,2.62499972,19.25,28.5,34.625,33.0625,1.375007,7.8125,,,22.625,9.171875,,28.3125
1997-12-29,9.676615,7.046875,,,24.3125,20.0625,17.166495,49.5625,,4.203125,4.015625,5.315467,2.51562451,19.175,29.5,34.3125,33.375,1.468757,7.84375,,,21.9375,9.375,,28.375
1997-12-30,9.750295,7.046875,,,24.71875,20.0625,17.739406,51.0,,4.21875,4.0,5.277088,2.6171877,19.35,29.875,34.8125,33.6875,1.541674,7.625,,,23.1875,9.5,,29.0
1997-12-31,9.713455,7.0,,,25.9375,20.5,17.687323,51.5,,4.21875,4.0,5.277088,2.74218694,19.625,29.5,35.0,33.9375,1.6198,7.4375,,,24.25,9.53125,,28.5625
1998-01-02,9.725735,7.09375,,,25.5625,20.8125,17.374826,51.3125,,4.28125,4.109375,5.200331,2.73437493,19.4,29.75,34.375,33.6875,1.583341,7.421875,,,24.0,9.390625,,29.0
1998-01-05,9.762575,7.34375,,,23.9375,20.1875,17.353993,50.875,,4.234375,4.03125,5.21952,2.98437515,19.675,28.625,34.375,34.0,1.541674,7.5625,,,24.625,9.140625,,29.4375
1998-01-06,9.738015,7.15625,,,22.9375,19.8125,17.489408,47.0,,4.15625,4.28125,5.373035,2.98437515,19.625,28.75,34.5,33.75,1.479174,7.515625,,,24.375,9.8125,,29.5
1998-01-07,9.725735,7.203125,,,23.96875,19.3125,17.33316,46.25,,4.09375,4.6875,5.257899,2.90624975,18.975,29.125,34.9375,33.5625,1.526049,7.5,,,24.125,9.515625,,29.5625
1998-01-08,9.811695,7.15625,,,22.53125,19.5625,17.30191,45.5,,4.09375,4.59375,5.411414,2.81250032,18.375,29.75,34.875,34.125,1.500008,7.484375,,,24.125,10.296875,,29.5625
1998-01-09,9.799415,7.09375,,,21.1875,20.0625,16.718583,44.25,,4.0,4.359375,5.516956,2.67187531,18.05,29.25,34.5625,33.1875,1.447924,7.390625,,,23.4375,10.046875,,29.375
1998-01-12,9.922215,7.1875,,,21.1875,19.8125,17.228994,44.5,,4.015625,4.34375,5.373035,2.60937568,18.55,28.0,34.25,33.625,1.421882,7.40625,,,23.0,10.140625,,29.3125
1998-01-13,9.885375,7.546875,,,22.0625,19.3125,17.510242,44.0,,4.015625,4.4375,5.737634,2.90624975,18.7,28.75,34.3125,34.0625,1.505216,7.453125,,,23.25,10.109375,,29.375
1998-01-14,9.934495,7.46875,,,22.375,18.6875,17.739406,44.25,,4.03125,4.4375,5.987097,2.92968754,18.7,28.375,34.5625,34.0,1.552091,7.328125,,,24.75,10.1875,,29.625
1998-01-15,9.934495,7.34375,,,22.375,18.4375,17.426909,45.0625,,4.078125,4.5625,6.025475,2.89843773,18.375,28.75,34.625,33.75,1.531258,7.390625,,,24.625,10.203125,,29.75
1998-01-16,10.032734,7.4375,,,23.25,18.3125,17.499825,45.5,,4.109375,4.5625,5.948718,2.90624975,19.2,29.25,34.75,33.8125,1.614591,7.40625,,,25.0625,10.25,,29.8125
1998-01-20,10.094134,7.25,,,24.25,18.5625,17.312327,45.0,,4.078125,4.6875,6.639537,2.96874937,19.8,29.75,34.625,34.0,1.7448,7.359375,,,25.875,10.3125,,29.75
1998-01-21,10.192374,7.0625,,,24.0625,19.125,17.166495,45.4375,,4.03125,4.75,6.505211,2.96874937,19.9,28.0,34.4375,33.75,1.635425,7.25,,,26.25,10.546875,,29.3125
1998-01-22,10.180094,7.078125,,,21.75,19.5625,16.937331,44.875,,4.078125,4.734375,6.447643,2.82812436,19.725,26.5,34.5,33.3125,1.526049,7.3125,,,26.125,10.5,,29.25
1998-01-23,10.192374,7.140625,,,21.53125,19.5,16.676917,43.625,,4.03125,4.59375,6.447643,2.89843773,19.45,28.875,34.75,33.1875,1.562508,7.25,,,25.125,10.65625,,29.125
1998-01-26,10.204654,7.15625,,,22.0,19.5,16.645667,43.75,,4.046875,4.53125,6.294127,2.75781272,19.5,28.5,34.75,33.25,1.567716,7.265625,,,25.8125,10.734375,,28.8125
1998-01-27,10.216934,7.328125,,,21.6875,18.75,16.822748,43.5,,4.171875,4.4375,6.38048,2.8046883,19.375,28.25,34.6875,33.5625,1.562508,7.34375,,,25.375,11.5,,28.8125
1998-01-28,10.020455,7.375,,,22.71875,18.3125,16.99983,43.9375,,4.234375,4.84375,6.562779,2.97656313,19.95,28.75,34.5625,33.6875,1.661467,7.375,,,25.1875,11.75,,28.875
1998-01-29,10.045014,7.34375,,,23.625,18.375,16.791499,43.25,,4.171875,5.09375,6.581968,2.98437515,20.3,28.25,34.5,33.625,1.666675,7.5625,,,25.375,11.5,,28.875
1998-01-30,10.032734,7.296875,,,22.46875,18.0625,16.645667,42.25,,4.15625,5.0,6.409264,2.95312534,19.925,28.25,34.4375,33.1875,1.65105,7.640625,,,25.75,11.53125,,28.9375
1998-02-02,10.081854,7.375,,,22.1875,18.0625,16.656083,43.75,,4.0625,4.921875,6.620347,3.01562496,20.5,28.375,34.0625,33.875,1.645842,7.734375,,,27.625,11.515625,,29.0
1998-02-03,10.032734,7.359375,,,22.25,18.125,16.760249,44.0,,4.0625,4.859375,6.5244,2.99999918,21.025,28.375,33.9375,34.0,1.687508,7.65625,,,26.8125,11.28125,,29.0625
1998-02-04,9.995895,7.5,,,23.875,18.5,16.687333,43.5,,4.09375,4.78125,6.5244,3.04687477,20.325,29.0,33.5625,34.0,1.692717,7.8125,,,27.0625,11.359375,,28.9375
1998-02-05,10.008175,7.359375,,,24.34375,18.75,16.978997,43.8125,,4.078125,4.859375,6.370885,3.04687477,20.475,28.375,33.8125,34.0,1.661467,7.921875,,,26.875,11.5,,28.9375
1998-02-06,10.045014,7.40625,,,24.09375,19.3125,17.208161,43.3125,,4.046875,4.90625,6.409264,3.09375035,20.375,28.625,34.3125,34.375,1.687508,7.859375,,,26.875,11.6875,,28.9375
1998-02-09,10.045014,7.28125,,,23.5,19.0,17.114412,43.0625,,4.03125,4.84375,6.658726,3.10937439,20.5,28.375,33.875,34.875,1.65105,7.859375,,,27.125,12.0,,28.9375
1998-02-10,10.069574,7.421875,,,23.9375,18.9375,16.937331,44.1875,,4.03125,4.921875,6.735484,3.08593834,20.575,28.5,33.75,35.25,1.692717,7.84375,,,27.0625,11.90625,,28.625
1998-02-11,10.094134,7.453125,,,23.9375,18.8125,17.124829,44.125,,4.046875,4.953125,6.5244,2.99999918,20.75,29.0,33.125,35.3125,1.656258,7.90625,,,27.125,11.875,,28.9375
1998-02-12,10.106414,7.53125,,,23.34375,18.625,17.103996,44.25,,4.03125,4.75,6.5244,3.02343697,20.575,29.0,33.0625,35.5,1.666675,7.90625,,,27.8125,12.0,,28.625
1998-02-13,9.983615,7.375,,,23.875,18.6875,16.916498,44.0,,4.0,4.8125,6.716294,3.16406199,20.25,28.625,33.125,35.4375,1.677092,7.828125,,,27.5,11.984375,,28.4375
1998-02-17,10.155534,7.390625,,,22.75,18.75,16.99983,44.0625,,4.015625,4.625,6.677915,3.15234396,20.225,29.0,32.875,35.6875,1.692717,7.90625,,,27.375,11.984375,,27.8125
1998-02-18,10.167814,7.484375,,,23.125,19.0625,16.989413,44.625,,3.984375,4.703125,6.888999,3.2734372,20.35,30.25,32.8125,35.9375,1.708342,7.84375,,,27.0,12.34375,,28.1875
1998-02-19,10.143254,7.453125,,,22.5,18.8125,16.885248,44.875,,4.0,4.6875,6.888999,3.24218739,20.075,28.625,32.75,35.9375,1.703134,7.859375,,,27.625,12.375,,28.0625
1998-02-20,10.130974,7.15625,,,22.4375,18.875,16.822748,45.875,,3.984375,4.703125,6.831431,3.16406199,20.275,28.875,32.875,36.375,1.755217,7.90625,,,28.4375,12.3125,,27.875
1998-02-23,10.069574,7.1875,,,21.75,19.0,16.6665,45.75,,4.0,4.703125,6.677915,3.18749978,19.975,29.25,32.75,36.3125,1.677092,7.921875,,,28.0,12.5,,27.9375
1998-02-24,10.118694,7.109375,,,21.46875,18.6875,16.572751,45.5,,3.890625,4.703125,6.418858,3.07812458,19.775,29.375,32.375,36.875,1.666675,7.875,,,28.125,12.375,,28.375
1998-02-25,10.192374,7.3125,,,22.0,18.75,16.583168,45.8125,,3.859375,4.65625,6.677915,3.18749978,19.85,29.25,32.625,37.125,1.666675,7.9375,,,28.4375,12.390625,,28.625
1998-02-26,10.118694,7.21875,,,23.25,19.375,16.833165,46.125,,3.84375,4.671875,6.754673,3.21874959,20.15,29.0,32.5,36.9375,1.723967,7.9375,,,28.5625,12.21875,,28.625
1998-02-27,10.094134,7.171875,,,23.28125,19.5,16.728999,46.0,,3.84375,4.75,6.965757,3.14843796,19.975,29.625,32.375,37.0,1.750009,7.90625,,,28.25,12.421875,,28.3125
1998-03-02,10.241494,7.203125,,,23.875,19.75,16.656083,46.25,,3.921875,4.703125,6.601158,3.12500016,20.6,29.375,32.5,37.25,1.765634,7.859375,,,28.0,12.21875,,28.0625
1998-03-03,10.290614,7.328125,,,25.0,19.8125,16.864415,45.75,,3.921875,4.765625,6.313317,3.09375035,20.575,29.4375,32.75,37.3125,1.786467,7.90625,,,27.875,12.09375,,28.25
1998-03-04,10.290614,7.390625,,,24.28125,19.6875,16.708166,46.0625,,3.859375,4.75,6.025475,3.07812458,20.625,29.875,34.0625,36.9375,1.807301,7.875,,,28.0,11.734375,,28.125
1998-03-05,10.192374,7.21875,,,24.5,19.75,16.6665,46.375,,3.8125,4.75,6.332506,2.99999918,20.2,29.5,33.625,36.9375,1.776051,7.96875,,,27.75,11.703125,,28.1875
1998-03-06,10.388854,7.390625,,,24.0625,19.875,17.270661,47.625,,3.90625,4.78125,6.639537,3.08593834,20.325,30.0,33.625,36.875,1.802092,7.84375,,,28.0,11.828125,,28.25
1998-03-09,10.437973,7.390625,,,23.0,19.625,17.281077,48.0625,,3.984375,4.578125,6.447643,2.95312534,20.625,29.875,33.25,37.0,1.776051,7.84375,,,28.3125,11.515625,,28.125
1998-03-10,10.683573,7.5,,,23.5,19.875,17.374826,48.0625,,3.984375,4.5,6.754673,3.06250054,20.95,30.0,33.625,36.875,1.802092,7.78125,,,29.4375,12.09375,,28.0
1998-03-11,10.781813,7.484375,,,23.375,19.75,17.385243,47.75,,3.984375,4.515625,6.888999,3.21874959,22.3,30.125,33.0625,36.9375,1.760425,7.71875,,,29.125,12.171875,,28.125
1998-03-12,10.634453,7.5625,,,22.9375,19.625,17.510242,47.0,,3.96875,4.515625,6.975351,3.2499994,22.475,30.0,32.9375,36.875,1.755217,7.6875,,,29.875,12.453125,,28.125
1998-03-13,10.659013,7.523498,,,22.8125,19.875,17.510242,47.125,,4.0,4.515625,6.946567,3.3281248,21.85,29.75,33.0625,36.25,1.750009,7.5625,,,29.625,12.34375,,28.1875
1998-03-16,10.708133,7.703125,,,22.21875,19.75,17.645657,46.875,,3.984375,4.53125,6.831431,3.3281248,22.5,30.125,32.9375,36.625,1.765634,7.640625,,,30.4375,12.265625,,28.0625
1998-03-17,10.708133,7.75,,,21.59375,20.0625,17.843572,47.4375,,3.984375,4.734375,6.936973,3.39062442,22.325,30.0,33.0625,36.5625,1.666675,7.625,,,29.375,12.25,,28.0
1998-03-18,10.708133,8.3125,,,22.46875,19.9375,17.66649,47.8125,,3.984375,4.796875,6.984946,3.52343742,22.025,29.875,33.25,36.3125,1.734384,7.53125,,,29.25,12.359375,,27.625
1998-03-19,10.855492,8.125,,,22.875,20.25,17.395659,46.8125,,4.0,5.0625,6.984946,3.45312578,22.375,29.75,33.5625,36.375,1.7448,7.59375,,,30.25,12.5625,,27.6875
1998-03-20,11.002852,8.046875,,,24.0625,20.0625,17.926904,47.125,,3.953125,4.96875,6.984946,3.39453043,22.7,29.75,33.5625,37.125,1.760425,7.59375,,,29.875,12.703125,,27.8125
1998-03-23,11.076532,8.046875,,,25.875,20.125,17.572741,45.875,,4.140625,4.890625,6.965757,3.52343742,22.5,29.875,33.5,37.3125,1.812509,7.5625,,,30.1875,12.859375,,27.6875
1998-03-24,11.076532,7.96875,,,25.375,20.4375,17.687323,45.625,,4.125,5.125,6.927378,3.5156254,22.575,29.75,33.375,37.5,1.807301,7.5,,,30.8125,12.859375,,27.9375
1998-03-25,11.150212,7.84375,,,25.75,20.0625,17.322743,46.4375,,4.140625,5.28125,6.85062,3.62500061,22.675,30.5,33.5625,36.875,1.750009,7.5,,,30.25,12.875,,28.0
1998-03-26,10.978292,7.84375,,,26.21875,20.0,17.187328,46.625,,4.171875,5.28125,6.821836,3.53124944,22.925,31.0,33.625,37.125,1.765634,7.546875,,,30.1875,12.609375,,28.25
1998-03-27,10.880052,7.796875,,,26.125,19.3125,17.135245,47.0,,4.140625,5.34375,6.7067,3.50781164,22.7,30.5,33.5625,37.25,1.760425,7.546875,,,29.875,12.5625,,28.125
1998-03-30,10.806373,7.859375,,,25.375,19.3125,17.458159,47.0,,4.171875,5.3125,6.601158,3.4609378,22.7,31.0,33.625,37.375,1.770842,7.578125,,,29.9375,12.328125,,28.25
1998-03-31,11.002852,8.0625,,,25.0625,19.25,17.374826,47.125,,4.203125,5.3125,6.793052,3.36718837,22.6,31.5,34.3125,38.125,1.885426,7.53125,,,30.0625,12.484375,,28.1875
1998-04-01,10.953732,8.140625,,,26.09375,19.0,17.343577,47.375,,4.234375,5.46875,6.85062,3.37500039,22.6,31.0625,33.9375,37.625,1.916676,7.59375,,,29.9375,12.671875,,28.25
1998-04-02,11.051972,8.109375,,,25.9375,19.75,17.499825,47.4375,,4.21875,5.59375,6.927378,3.36718837,22.8,30.5625,33.8125,37.625,1.895843,7.609375,,,29.375,12.71875,,28.8125
1998-04-03,11.027412,8.109375,,,26.03125,19.9375,17.708156,47.125,,4.1875,5.6875,6.601158,3.44531202,22.625,32.0,33.875,37.6875,1.890634,7.6875,,,29.5,12.84375,,28.9375
1998-04-06,10.978292,8.125,,,25.96875,20.0625,17.291494,47.0,,4.140625,5.671875,6.486021,3.49999963,22.6,32.125,33.75,37.3125,1.911468,7.734375,,,29.6875,12.390625,,28.8125
1998-04-07,10.830932,8.5625,,,25.1875,20.0,17.124829,46.3125,,4.09375,5.375,6.409264,3.30468701,22.625,31.25,34.3125,37.75,1.859384,7.734375,,,29.5,12.453125,,28.875
1998-04-08,10.757253,8.25,,,25.21875,19.625,16.916498,46.0,,4.03125,5.46875,6.294127,3.34375058,22.65,31.25,34.0,37.25,1.875009,7.703125,,,29.25,12.9375,,28.375
1998-04-09,10.781813,8.5,,,24.9375,20.375,16.99983,45.625,,4.046875,5.234375,6.438048,3.50781164,22.6,30.25,34.0,37.1875,1.885426,7.703125,,,29.125,12.859375,,28.1875
1998-04-13,10.708133,8.4375,,,24.5,19.75,16.708166,45.6875,,4.09375,5.53125,6.284533,3.49999963,22.95,30.25,34.1875,37.125,1.864593,7.5625,,,29.125,12.734375,,28.1875
1998-04-14,10.732693,8.59375,,,24.6875,20.0625,16.812332,45.9375,,4.078125,5.625,5.967907,3.55468723,24.725,29.875,34.375,37.5,1.895843,7.59375,,,28.5,13.125,,27.875
