datetime,NI,MKC,FSLR,INVH,HAL,TSN,L,IFF,ZBH,DGX,STLD,BIIB,GEN,WY,ERIE,ESS,GPC,CTRA,WST,PKG,PFG,RL,WAT,DOW,MAA
2004-07-13,8.287505,17.56,,,14.82,20.60001,19.369806,36.89,79.647108,42.445,7.3325,56.36217,20.30000549,24.176,47.31,67.95,37.82001,3.502518,10.145,23.84,35.38,33.78999,47.2,,38.0
2004-07-14,8.421107,17.725,,,15.254995,20.78999,19.266474,37.0,80.462002,42.1,7.814998,55.735812,20.25499497,24.22,47.03999,68.60001,37.85001,3.550019,10.09,24.3,35.2,33.8,48.88,,37.85001
2004-07-15,8.405393,17.815,,,15.525,21.06,19.059806,36.95,80.13217,42.14,8.0575,54.750243,20.84500079,24.324,47.07001,69.28999,37.89999,3.558351,10.125,24.19,34.82001,33.53999,48.66,,37.89999
2004-07-16,8.358238,17.86,,,15.75,20.64,19.03981,37.06,74.93231,42.11,8.275002,52.815931,20.28000004,24.140004,47.17,68.50999,37.49001,3.542517,10.052503,24.24001,34.39999,33.17,48.2,,37.88
2004-07-19,8.495774,17.905,,,15.629995,20.63,19.049806,37.10001,74.068901,42.15,7.8275,52.097473,20.37999421,24.192,46.31,68.95,37.5,3.617518,9.9025,24.12,34.39,32.75,47.25,,38.10001
2004-07-20,8.425041,18.035005,,,15.714995,20.89999,18.923144,37.28999,75.669594,42.199995,8.080003,52.631711,21.55000486,24.092,46.89999,69.72,37.75999,3.562518,10.345,25.0,34.62,33.60001,47.62,,38.75
2004-07-21,8.33859,17.949995,,,15.475,20.42999,18.623147,36.99001,73.554736,41.074995,7.855,50.780298,21.52499979,23.428004,47.11,68.67,37.42,3.445017,9.927503,24.28,34.03,32.8,45.89999,,38.21001
2004-07-22,8.315012,17.93,,,15.519995,20.03,18.306484,36.71001,73.205491,42.04,7.7725,51.204005,21.45499986,23.464,46.42999,67.39999,37.32001,3.416684,9.735,23.85001,33.95,32.13,45.57001,,37.12
2004-07-23,8.291439,17.875,,,15.275,19.95,18.159818,36.58,73.74875,41.78,7.61,51.019784,21.50999918,23.992,46.2,66.7,37.50999,3.394184,9.712503,23.52,33.75,31.92,45.71001,,36.17
2004-07-26,8.177477,17.699995,,,15.055,18.48,18.239818,36.0,71.643593,40.96,7.5275,49.582867,21.51500054,24.1,46.2,66.46001,37.27,3.391684,9.425,23.58,33.87,31.03999,43.5,,35.72
2004-07-27,8.216773,17.69,,,15.445,18.97,18.273154,36.14999,74.262916,40.565,7.875,52.051408,22.45500075,24.932,45.50999,66.36,37.39,3.513351,9.53,23.64999,33.85001,32.00999,42.60001,,35.62
2004-07-28,8.197125,17.44,,,15.6,18.85001,18.066486,35.89999,71.546571,40.85,8.02,53.838353,22.48000582,24.828004,45.83,66.78,37.67999,3.545851,9.515,23.67,33.66,31.78999,42.25,,35.81
2004-07-29,8.153899,17.71,,,15.74,18.73,18.659813,36.57001,71.129428,41.06,8.1525,54.943665,23.15499998,24.868,45.53,66.64999,37.8,3.616684,9.587503,23.5,33.94,32.5,43.25999,,35.85001
2004-07-30,8.134251,17.885,,,15.875,19.06,18.876478,36.53999,74.030086,41.04,8.1875,55.26606,23.37999513,24.8,45.32001,65.89999,37.73,3.664185,9.5225,23.36,33.99001,32.96001,43.88,,35.85001
2004-08-02,8.189266,17.81,,,15.65,19.41,18.853145,37.36,73.942775,41.54,8.064998,53.737032,23.22000028,25.159996,46.55,65.89999,38.17999,3.647518,9.5675,23.52,34.36,33.39999,43.35001,,36.99001
2004-08-03,8.201054,17.33,,,15.69,19.14999,18.849812,37.11,74.1368,40.725,8.0,53.276482,22.71499499,24.971996,46.59,67.11,37.8,3.641685,9.5775,23.22,32.73,33.12,42.48,,36.95
2004-08-04,8.212839,17.08,,,15.315,19.28,18.753142,37.17,73.321896,41.004995,7.915,53.018574,22.99999953,25.18,46.57001,67.97,37.66,3.487518,9.669998,23.25999,32.97,34.56,41.89999,,37.2
2004-08-05,8.14604,16.775,,,15.055,18.94,18.35315,36.50999,69.509303,40.725,7.7075,52.797519,22.70499923,24.692,46.39,67.25999,37.06,3.35835,9.43,22.8,32.24001,33.86,40.91,,36.14999
2004-08-06,8.18141,16.515,,,14.835,18.39999,18.006487,36.13,67.704874,39.69,7.2625,51.554023,22.75499545,24.064,46.27,67.14,36.28,3.33835,9.2375,22.38,32.22,33.99001,39.78,,36.05
2004-08-09,8.079237,16.379995,,,14.949995,18.09,18.059816,36.21001,67.782494,40.214995,7.465,50.872408,22.78500536,24.128004,46.89,67.35001,36.62,3.375017,9.212503,22.41,32.48,34.11,39.8,,36.2
2004-08-10,8.114599,16.39,,,14.915,18.33,18.199821,36.62,69.751834,40.845,7.740003,52.327748,23.13999938,24.640004,48.00999,67.78999,37.17999,3.382517,9.325,22.67999,32.87,35.14999,40.81,,36.52
2004-08-11,8.083171,16.345,,,14.545,18.63,18.213151,37.10001,70.751061,41.42,7.7375,53.488344,23.07499559,24.624,47.77,68.78,37.32001,3.387516,9.365003,22.38,32.89999,34.75999,40.60001,,36.47
2004-08-12,8.087096,16.295,,,14.144995,18.47,17.99982,36.82001,69.839164,40.83,7.502498,53.672555,22.85500529,24.296004,48.3,66.64999,37.19,3.327516,9.1525,22.31,32.7,33.91,40.39999,,36.45
2004-08-13,8.071374,16.125,,,14.04,18.59,17.873155,36.75999,69.266772,41.19,7.5075,52.917252,22.60999946,24.188,47.94,66.69,36.81,3.369183,9.2375,22.17999,32.72,33.56,40.46001,,36.50999
2004-08-16,8.259998,16.275,,,13.894995,18.7,18.32315,37.89,69.616017,41.955,8.0125,54.409445,22.62999446,24.736,48.2,68.3,37.49001,3.27335,9.335,22.36,33.42999,34.53,40.77,,37.39999
2004-08-17,8.208914,16.269995,,,13.65,18.50999,18.443149,37.88,70.042881,42.235,7.974998,53.737032,22.62999446,24.884004,48.75,69.37,37.95,3.233349,9.285,22.39999,33.17,36.2,41.44,,37.84
2004-08-18,8.287505,16.335,,,14.1,18.71001,18.62648,38.24001,71.323443,42.31,7.997503,55.348959,23.34999914,25.092,49.28999,70.8,38.0,3.276684,9.37,22.98,33.74001,36.67,42.3,,38.08
2004-08-19,8.263928,16.28,,,14.1,18.96001,18.66648,38.14999,71.236122,42.004995,7.9525,54.391014,23.87999557,24.944,49.06,69.50999,37.67999,3.274182,9.55,22.95,33.52,37.24001,41.86,,37.39999
2004-08-20,8.165688,16.35,,,14.375,19.32001,18.866481,38.50999,71.042107,42.175005,7.96,55.054207,24.01999542,25.32,49.02,71.0,38.09,3.327516,9.787498,23.5,33.67999,36.95,42.95,,38.60001
2004-08-23,8.193199,16.805,,,14.19,19.48,18.69648,38.49001,70.537653,41.75,7.5125,54.363381,24.23500003,24.940004,49.21001,71.3,38.0,3.244182,9.627498,23.03999,33.52,36.3,42.60001,,38.49001
2004-08-24,8.130322,16.845,,,14.1,18.49001,18.649814,38.14999,69.519014,41.405,7.5075,54.391014,24.12000526,25.128004,49.03,72.3,38.10001,3.28085,9.8125,23.42,33.64,36.52,42.95,,38.73
2004-08-25,8.138185,16.865,,,14.199995,18.23,18.799809,38.5,70.624954,41.265,7.625,55.109473,24.4250048,25.188,49.75,71.63,38.39999,3.254183,9.8525,23.5,34.0,36.45,42.72,,39.31
2004-08-26,8.114599,16.785005,,,14.394995,17.86,18.763142,38.47,69.64512,41.58,7.650003,54.925253,24.00499482,25.144,50.28,72.14,38.13,3.267517,9.775003,23.25,33.89999,36.28,42.39,,39.35001
2004-08-27,8.091026,16.74,,,14.475,17.77,18.723146,38.48,69.916774,42.324995,7.7725,55.689776,24.19499958,25.056,50.14999,72.78,38.14,3.311684,9.97,23.10001,34.10001,36.55,43.31,,39.39999
2004-08-30,8.157825,16.675005,,,14.504995,16.25999,18.623147,38.03999,68.849629,41.71,7.634998,54.004152,23.7650008,24.944,49.8,73.72,37.98,3.280016,9.91,22.91,34.17999,36.47,42.7,,39.39999
2004-08-31,8.173547,16.775,,,14.585,16.48,18.933144,38.53,69.16977,42.800005,7.84,54.648922,23.98000542,25.003996,49.74001,73.75,37.91,3.367517,9.997503,22.89999,34.71001,36.53,43.31,,39.64999
2004-09-01,8.138185,16.945,,,14.94,16.48,18.813145,38.28,71.051818,43.375,7.7625,55.26606,23.91499989,25.224,49.83,73.08,37.89,3.430017,10.0625,23.24001,34.89,36.78999,43.71001,,39.64999
2004-09-02,8.134251,17.04,,,14.85,16.75999,19.103142,39.0,73.457714,43.410005,8.12,56.389803,24.51499973,25.868,49.85001,73.60001,37.98,3.469184,10.0,23.64999,35.11,38.0,44.2,,40.07001
2004-09-03,8.14211,17.04,,,15.06,16.75999,19.103142,38.85001,72.507003,43.155,8.085,55.698977,24.35000003,25.684004,49.74001,73.99001,37.99001,3.467517,9.875,23.52,35.10001,38.45,44.14999,,40.3
2004-09-07,8.236425,17.35,,,14.735,16.99001,19.526471,39.81,74.718873,43.074995,8.55,56.095042,24.40499935,26.044,49.85001,74.39,38.10001,3.493351,10.0,24.08,35.56,38.05,44.52,,40.86
2004-09-08,8.216773,17.120005,,,14.955,16.58,19.34314,38.91,74.45694,42.550005,8.627498,55.772666,24.47499927,25.971996,49.85001,74.37,37.92,3.475852,9.9925,23.75999,35.39999,37.7,44.56,,40.56
2004-09-09,8.220702,17.14,,,15.185,16.77,19.416473,38.8,73.806958,42.324995,8.855,56.518757,24.65499957,25.988,50.52,73.84,37.69,3.540852,10.0,23.8,35.47,37.45,44.64,,40.41
2004-09-10,8.252139,17.199995,,,15.155,16.78,19.506472,38.62,73.448022,42.425005,8.9425,57.191161,25.42000084,26.048,50.55,74.27,37.31,3.520851,10.0125,23.50999,35.45,37.91,44.89999,,40.12
2004-09-13,8.263928,17.25,,,15.379995,16.66,19.566471,38.71001,74.84498,42.545,9.212503,57.338537,25.75000023,26.076,51.03999,73.19,37.75,3.545851,10.0,23.62,35.83,37.78,45.0,,39.72
2004-09-14,8.271787,17.31,,,15.365,16.71001,19.753132,38.49001,74.796493,42.245005,9.2,57.393803,25.62999539,25.948,51.28999,71.55,37.52,3.552518,9.900003,23.63,36.23,37.7,45.27,,38.88
2004-09-15,8.271787,17.285005,,,15.455,16.47,19.689806,38.08,73.545025,42.1,9.13,56.555592,25.50499441,25.984004,50.72,72.60001,37.5,3.570852,9.884998,23.64999,35.73,37.45,44.56,,39.22
2004-09-16,8.334664,17.315,,,15.54,16.46001,19.709803,38.67,73.66143,42.370005,9.235,56.233216,25.66000531,25.908,50.73,74.89,37.89,3.59585,9.925,23.89,36.05,36.7,44.95,,40.2
2004-09-17,8.487918,17.54,,,15.76,16.64,19.836465,38.7,74.553962,42.125,9.2375,56.850354,26.07499477,25.728004,49.41,74.63,38.03,3.629185,9.84,23.5,36.10001,36.7,45.86,,40.0
2004-09-20,8.421107,17.275,,,15.795,16.52,19.693136,37.33,76.319576,42.095,9.212503,56.684546,26.02999992,25.648,50.25999,73.34,37.89999,3.623351,9.8875,23.32001,35.67,36.85001,45.77,,39.50999
2004-09-21,8.417182,17.199995,,,16.135,16.37,19.786469,37.58,77.085983,42.795,9.05,56.666134,26.01499932,25.564,50.3,74.05,37.99001,3.713352,9.9725,23.14,35.89,36.96001,45.78999,,39.89999
2004-09-22,8.362168,16.964995,,,16.03,16.02,19.583138,37.3,75.378557,42.72,8.945,54.869996,25.77500008,25.556,51.17,73.0,37.55,3.666685,9.7625,23.13,35.5,37.0,45.14999,,38.72
2004-09-23,8.24428,16.9,,,16.120005,16.03999,19.446472,37.21001,75.494982,42.660005,8.662498,54.6305,25.70999978,25.408,51.22,72.03999,37.42,3.696685,9.755,23.07001,35.25999,36.94,45.0,,38.60001
2004-09-24,8.216773,16.86,,,16.79,16.05,19.449809,37.53,77.241193,43.195,8.78,54.962097,25.89999932,25.503996,50.82001,71.89999,37.44,3.755853,9.75,23.13,35.32001,37.10001,44.86,,38.38
2004-09-27,8.177477,16.57,,,16.61,15.73,19.289807,37.53999,74.864392,43.15,9.05,54.602867,26.35000007,25.656,50.64,71.50999,37.21001,3.675019,9.64,22.78999,35.39,36.13,43.99001,,38.10001
2004-09-28,8.224628,16.980005,,,16.865,15.96,19.479805,37.75999,75.116614,43.79,9.5,55.275262,26.82499544,25.988,50.97,71.71001,37.5,3.756685,10.0825,23.41,35.92999,36.75,43.32001,,38.45
2004-09-29,8.224628,16.57,,,16.6,15.85,19.496475,37.81,76.203162,43.925005,9.41,55.929253,27.41499952,26.168,50.73,71.7,37.67,3.715019,10.275003,24.03999,36.53999,36.92,43.47,,38.8
2004-09-30,8.256065,17.17,,,16.845,16.02,19.499805,38.2,76.678512,44.11,9.655,56.343748,27.43999936,26.592,51.02,71.85001,38.38,3.741685,10.425005,24.47,35.97,36.37,44.10001,,38.95
2004-10-01,8.428971,17.39,,,17.199995,16.45,19.583138,38.77,76.455394,44.0,9.755,57.90962,28.60000032,26.608,51.12,73.05,39.09,3.769186,10.765,24.37,36.71001,36.98,44.53,,39.7
2004-10-04,8.448619,17.355005,,,16.935,16.48,19.799799,38.75,77.066571,43.865,10.12,57.513546,28.42000002,26.559996,50.95,73.35001,39.03999,3.795852,11.129995,24.42999,36.88,37.2,44.97,,39.72
2004-10-05,8.43683,17.435,,,16.985,16.2,19.673137,38.71001,75.912125,44.055,10.13,56.99773,28.3999998,26.408,50.98,74.42999,38.95,3.875019,11.055,24.2,36.60001,36.75,44.33,,39.88
2004-10-06,8.409319,17.269995,,,17.394995,16.06,19.749803,38.75,75.766616,43.805,10.48,57.384592,28.90499986,26.744,50.60001,75.3,39.13,3.91502,11.129995,24.55,36.73,36.25,44.58,,40.03999
2004-10-07,8.409319,17.155,,,17.525,15.95,19.459805,38.41,73.438311,43.379995,10.16,55.404216,28.50399924,26.052,50.67,74.0,38.7,3.880019,10.775,24.17,36.39,36.09,43.41,,39.3
2004-10-08,8.421107,17.17,,,17.685,15.9,19.523141,38.3,71.992838,43.135,9.755,54.298904,27.46499573,26.048,50.75,74.25,38.62,3.865853,10.635,24.11,36.16,35.25,42.99001,,39.14999
2004-10-11,8.385745,17.445,,,17.195,15.85,19.709803,38.42,72.371186,43.1,9.587503,55.505537,27.86000064,26.08,50.98,74.0,38.89,3.804185,10.81,24.3,36.32001,35.44,42.74001,,39.2
2004-10-12,8.413252,17.475,,,17.050005,15.64,19.64647,38.36,72.584613,43.205,9.37125,55.100271,27.68999959,25.768,50.23,75.11,38.07001,3.749186,10.855005,23.95,36.5,34.57001,42.32001,,39.67999
2004-10-13,8.256065,17.33,,,16.89,15.56,19.409806,37.94,72.24506,42.565,8.642503,53.322537,26.49999916,25.215996,49.82001,74.63,38.11,3.534184,10.6,23.55,36.00999,34.67,41.78,,39.22
2004-10-14,8.252139,17.58,,,17.22,15.25,19.073143,37.89,71.284638,42.36,8.515,52.392225,26.85999975,24.936,48.75,75.7,36.71001,3.579185,10.26,23.42,35.28999,35.02,42.11,,39.32001
2004-10-15,8.350379,17.595,,,17.155,15.23,18.949814,38.08,69.179471,42.67,8.650003,53.44228,26.91000467,25.032,48.08,76.14999,39.8,3.579185,10.83,23.41,35.07001,35.05,42.31,,39.60001
2004-10-18,8.303224,17.68,,,16.855005,14.99,19.096472,38.0,69.887651,43.115,8.45,53.423858,27.78500458,24.62,48.45,76.75999,39.96001,3.512517,10.68,23.39,35.52,34.75,42.8,,39.8
2004-10-19,8.248213,17.644995,,,16.769995,15.15,18.623147,37.33,67.831,42.32,7.415,52.558023,27.68000034,23.976,47.78999,76.8,39.31,3.499185,10.5,21.75,34.42999,34.74001,42.14999,,39.28999
2004-10-20,8.24035,17.705,,,17.31,15.1,18.929807,37.61,68.878733,42.725,7.655,53.488344,27.21499551,24.296004,48.63,77.08,38.99001,3.600852,10.44,22.14999,35.19,34.63,41.2,,38.62
2004-10-21,8.27965,17.695,,,17.375,14.89,19.026476,37.73,68.06383,42.72,7.857498,53.672555,30.09500029,24.456,48.45,78.57001,38.92999,3.607517,10.379995,22.35001,35.17,36.02,41.06,,38.85001
2004-10-22,8.256065,17.504995,,,17.22,14.61,18.949814,38.06,66.957889,42.730005,7.712503,52.300115,29.34999925,24.12,47.94,77.53,38.39999,3.624186,10.205,21.89999,35.50999,35.35001,40.75,,38.75999
2004-10-25,8.228561,17.29,,,17.175005,14.12,19.096472,38.10001,65.871342,42.535005,8.150002,51.397436,29.12500062,24.459996,48.28999,77.17999,38.60001,3.590851,10.910005,21.89,35.62,36.11,40.09,,38.53999
2004-10-26,8.373956,17.25,,,17.865,14.35,19.743136,39.03,69.916774,43.295,8.8125,52.207995,29.49500568,24.8,49.2,78.57001,38.7,3.613351,11.175005,21.57001,36.48,36.8,39.19,,39.00999
2004-10-27,8.373956,17.225,,,18.36,14.64,19.826468,39.25999,73.680842,43.800005,8.5975,53.902831,31.1000008,24.788,49.44,79.05,39.46001,3.585851,11.545,21.55,36.73,37.10001,40.32001,,39.59
2004-10-28,8.385745,17.585,,,18.125,14.7,19.829805,37.8,73.777854,43.475,8.1375,54.906831,29.685,24.659996,49.99001,78.75999,39.78,3.510018,11.65,21.5,37.05,36.92999,40.03,,39.67999
2004-10-29,8.428971,17.714995,,,18.519995,14.5,19.966464,39.05,75.271844,43.769995,8.3,53.571234,28.46999972,25.056,50.12,78.46001,39.89,3.525851,11.455,21.92999,37.75999,36.92999,41.28999,,39.33
2004-11-01,8.448619,17.765,,,18.370005,14.5,19.98647,38.48,74.039797,44.08,8.4875,53.101463,28.91000471,25.164,50.21001,79.06,39.89999,3.491683,11.515,22.14,36.83,37.3,41.48,,39.91
2004-11-02,8.350379,18.03,,,17.769995,14.72,20.509795,38.39999,73.82637,43.93,8.439998,52.576445,29.51500068,25.1,51.45,79.0,40.3,3.40835,11.375,22.11,37.99001,37.50999,42.05,,39.16
2004-11-03,8.256065,18.254995,,,18.54,14.81,20.70646,38.41,75.543478,44.475,8.919998,55.53317,29.50000008,25.540004,51.7,79.89999,40.78999,3.562518,11.5,22.17,37.73,38.91,43.35001,,39.75
2004-11-04,8.318942,18.589995,,,18.449995,15.23,21.196455,38.98,77.45462,44.995005,9.1525,55.173941,30.02999999,26.18,52.46001,81.85001,41.92,3.610019,11.535005,22.55,38.14999,39.22,43.66,,40.00999
2004-11-05,8.252139,18.705,,,18.464995,15.59,21.176455,39.39999,79.229945,45.375,9.0775,56.058207,30.33499953,26.2,52.3,80.17999,42.17,3.608351,11.46,22.5,38.37,38.83,44.11,,39.25
2004-11-08,8.326801,18.65,,,18.205,15.57,21.259787,39.0,77.173285,45.050005,9.285,55.634491,30.08499931,26.224,52.39999,80.94,41.89,3.572518,11.394995,22.58,39.03,38.67999,44.17,,39.2
2004-11-09,8.397534,18.525,,,18.195,16.06,21.29312,39.35001,76.562107,45.629995,9.375,55.726611,30.08499931,26.564,52.22,79.52,42.27,3.566684,11.455,22.5,38.74001,38.74001,44.49001,,39.22
2004-11-10,8.385745,18.335,,,18.655,16.21001,21.649784,39.71001,76.445692,45.295,9.305248,54.934464,29.82999947,26.515996,52.53,80.03999,42.22,3.646684,11.745005,22.67,38.94,39.36,44.48,,39.61
2004-11-11,8.370027,18.35,,,18.64,16.46001,21.859781,40.35001,78.385938,45.675005,9.265,55.376592,30.48999998,26.671996,52.86,80.0,42.78999,3.633352,11.699995,22.99001,39.47,39.53,45.28,,40.05
2004-11-12,8.440759,18.665,,,19.0,16.88,21.813115,41.05,77.367309,46.025,9.5975,54.381794,30.48500036,26.740004,53.0,81.72,43.08,3.658351,11.745005,23.02,38.74001,39.45,45.63,,40.78
2004-11-15,8.425041,18.6,,,18.504995,17.08,21.953114,40.86,77.21209,46.480005,9.627498,54.114684,30.28999946,26.712,52.62,83.7,42.78,3.572518,11.65,22.57001,39.08,39.91,46.5,,40.64999
2004-11-16,8.370027,18.65,,,18.705,16.64,21.953114,40.58,76.833742,46.025,9.400003,53.709399,30.26999575,26.303996,52.39999,82.14999,42.85001,3.510851,11.394995,22.69,38.75999,39.8,45.85001,,40.24001
2004-11-17,8.370027,18.455,,,18.925005,16.92,22.163115,40.94,77.270287,45.519995,9.607498,52.558023,30.62000581,26.464,52.67,79.63,43.42,3.593351,11.6,22.81,38.75,39.87,46.00999,,39.53999
2004-11-18,8.373956,18.545,,,19.464995,16.63,22.33644,41.07001,76.106149,46.0,9.377498,52.98173,30.9049999,26.436,52.0,79.84,43.82001,3.603352,11.47,22.98,38.7,40.67,46.0,,39.48
2004-11-19,8.34252,18.15,,,19.915,16.25,22.209778,40.35001,74.689779,45.725,9.42775,50.973729,30.37499998,26.103996,52.12,78.10001,42.82001,3.655852,11.43,22.86,38.31,40.27,45.94,,39.2
2004-11-22,8.425041,18.300005,,,19.99,16.16,22.583108,40.31,76.096448,46.285005,9.325,52.631711,31.02499952,26.48,52.37,80.38,42.7,3.73502,11.545,23.14,38.7,39.88,46.41,,39.64999
2004-11-23,8.413252,18.58,,,20.235,16.11,22.733106,40.33,76.02854,46.144995,9.4425,52.898821,31.37499913,26.108,52.58,80.61,42.89999,3.869185,11.545,22.95,38.58,39.92999,46.39999,,39.60001
2004-11-24,8.52721,18.695,,,20.394995,16.64999,22.829775,40.49001,77.318803,45.945,9.535,53.967308,31.69499928,26.464,52.63,81.94,42.99001,3.933353,11.57,23.06,38.64,40.28,47.2,,39.69
2004-11-26,8.558647,18.635,,,20.42,16.67999,22.849772,40.36,77.173285,46.06,10.002498,53.819922,31.98499995,26.6,52.37,81.3,43.2,3.984187,11.485,23.09,38.24001,40.45,47.14999,,39.95
2004-11-29,8.531144,18.4,,,20.480005,16.60001,22.95977,40.61,78.08521,46.495005,10.1525,54.25284,32.09999995,26.3,52.34,80.63,43.49001,3.993353,11.655,23.03,37.85001,40.32001,47.21001,,39.5
2004-11-30,8.562573,18.225,,,20.675005,16.39,23.3031,40.5,79.162047,46.875,10.1325,54.050197,31.90500079,26.4,52.17999,80.53,43.41,4.031687,11.69,23.0,37.67999,39.39,46.66,,39.46001
2004-12-01,8.566506,18.5,,,19.925005,16.78999,23.559761,41.2,80.956764,47.275,10.03,55.781877,32.78998949,27.144,52.49001,80.81,43.92999,3.955021,12.050005,23.53,38.69,40.22,47.5,,40.03
2004-12-02,8.582225,18.57,,,19.305,16.87,23.589764,41.14,80.879155,47.175005,9.252498,57.016143,33.24000939,26.940004,52.72,80.39999,43.99001,3.720851,11.800005,23.32001,38.71001,40.64,47.60001,,39.89999
2004-12-03,8.554717,18.49,,,19.370005,17.03,23.396433,41.14999,80.248575,47.335,9.5675,56.702978,33.47999992,26.876,52.52,81.28999,43.99001,3.841687,11.725,23.19,38.8,40.62,47.39999,,40.19
2004-12-06,8.519347,18.43,,,19.56,16.75999,23.326433,41.02,79.97694,47.735,9.23,56.54639,33.35000977,26.796004,52.34,82.78,43.49001,3.80002,11.805,23.16,38.92,39.48,47.60001,,39.98
2004-12-07,8.43683,18.375,,,19.225,16.32001,23.443099,41.0,79.065025,47.004995,8.9425,56.620078,32.00000056,26.403996,52.35001,81.46001,43.12,3.625851,11.75,22.72,38.55,38.95,46.98,,39.86
2004-12-08,8.373956,18.464995,,,19.175005,16.64,23.416433,41.08,80.141861,47.9,8.875,59.438648,32.51999949,26.664,52.58,82.35001,42.8,3.707519,11.845,22.48,38.92,38.88,47.12,,40.2
2004-12-09,8.307153,18.5,,,19.69,16.63,23.219768,41.44,81.829885,48.295,9.0075,60.903198,31.73000011,26.952,52.60001,83.14,42.06,3.679184,12.0,22.61,38.89999,38.69,47.28999,,40.13
2004-12-10,8.350379,18.47,,,19.235,16.78,23.146435,41.39,81.286596,48.07,8.962503,60.359749,31.47999989,26.792,52.78999,84.35001,42.16,3.625018,11.9,22.55,39.0,39.36,47.14999,,40.5
2004-12-13,8.432904,18.5,,,19.42,16.69,23.166435,41.39999,81.490332,48.129995,9.265,61.059776,32.85999986,26.88,52.12,84.46001,42.78,3.717519,12.0,22.64999,39.12,39.35001,47.05,,40.85001
2004-12-14,8.409319,19.074995,,,19.785005,17.13,23.133099,42.09,81.771658,47.86,9.0325,60.967675,27.45000035,26.776,51.45,84.75999,43.14999,3.793352,12.0,22.72,38.98,39.85001,47.17,,40.77
2004-12-15,8.47613,19.050005,,,20.089995,17.33,23.116439,42.05,79.065025,47.165,9.195,59.788666,27.38000042,26.903996,51.52,85.11,43.45,3.802519,11.97,22.75,39.85001,39.62,47.06,,40.92999
2004-12-16,8.538999,19.050005,,,19.74,17.45,23.133099,42.56,77.318803,46.964995,8.900003,60.691345,25.13000017,26.736,51.75,83.58,43.05,3.732518,11.699995,22.63,39.94,40.0,46.85001,,40.45
2004-12-17,8.578295,19.305,,,19.620005,17.39999,23.033106,42.39999,77.085983,47.065,9.037498,59.687345,25.36999941,26.744,51.78,84.5,42.53999,3.80002,11.75,22.55,39.86,39.28999,46.89999,,41.23
2004-12-20,8.617587,19.17,,,19.635,17.12,22.956437,42.69,78.153109,47.050005,9.087503,60.64529,24.03999042,26.676,51.72,83.61,43.0,3.777519,11.54,22.64999,39.8,39.17999,46.42999,,41.0
2004-12-21,8.782638,19.36,,,19.99,17.35001,23.076436,42.46001,78.851597,47.435,9.490003,60.718978,24.9700001,26.759996,52.0,84.53999,43.34,3.795852,11.53,22.97,40.11,39.22,46.37,,41.5
2004-12-22,8.806211,19.32,,,19.800005,17.56,23.199771,42.31,79.443372,47.295,9.427503,60.46107,25.67998986,26.796004,51.78999,84.53999,43.64,3.712519,11.519995,23.16,40.5,39.66,46.33,,41.7
2004-12-23,8.806211,19.254995,,,19.9,17.67999,23.233101,42.64,77.755349,47.65,9.564998,61.078207,25.36999941,26.756,51.85001,83.55,43.82001,3.704185,11.455,23.17,40.50999,40.55,45.94,,41.14
2004-12-27,8.731549,19.230005,,,19.43,17.71001,23.179765,42.52,77.115087,47.44,9.564998,60.378171,25.24999979,26.503996,51.59,82.8,43.42999,3.621686,11.065,23.12,40.42999,40.8,45.82001,,41.00999
2004-12-28,8.841578,19.47,,,19.644995,17.84,23.32977,42.89999,78.327741,47.824995,9.802503,62.505914,25.03998957,26.792,51.69,83.2,43.97,3.675019,11.655,23.39,41.21001,41.60001,46.95,,41.10001
2004-12-29,8.825863,19.28,,,19.835,18.00999,23.443099,42.77,78.502353,47.870005,9.6325,62.56118,24.85000918,26.884004,51.75999,82.63,43.89,3.674185,12.51,23.42999,41.00999,41.89999,46.98,,41.17999
2004-12-30,8.920169,19.269995,,,19.635,18.24001,23.543098,43.05,78.473249,48.055,9.3675,61.907207,25.45000031,26.928004,52.5,82.5,44.06,3.640017,12.42,23.53999,41.02,41.77,47.17999,,41.11
2004-12-31,8.951606,19.300005,,,19.620005,18.39999,23.433099,42.84,77.726255,47.775,9.47,61.354538,25.75999077,26.888,52.57001,83.8,44.06,3.687518,12.515,23.55,40.94,42.60001,46.78999,,41.22
2005-01-03,8.790493,18.985,,,19.01,18.00999,23.149769,42.10001,77.008364,47.365,9.05,61.059776,26.19999924,26.8,52.14,82.77,43.62,3.575851,12.65,23.28,40.56,41.8,45.77,,40.86
2005-01-04,8.652957,18.995005,,,19.03,18.02,23.143099,40.89999,76.97927,46.835,9.07,59.650492,25.40999986,26.388,52.10001,81.02,43.22,3.522518,12.75,22.89,40.52,41.34,45.0,,40.71001
2005-01-05,8.601873,18.754995,,,18.79,17.82001,23.183102,40.85001,76.377784,46.195,8.995,59.724189,25.03998957,26.5,52.06,78.09,42.74001,3.479184,12.75,22.62,40.06,40.89,45.33,,39.2
2005-01-06,8.633309,18.855005,,,19.125,17.57001,23.233101,41.08,77.260596,46.065,8.857498,60.046574,23.17998938,26.608,52.45,77.7,42.84,3.528351,12.735,22.39,39.94,41.03,45.7,,40.0
